Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.917922,[104  12] ; [ 2 14],[93.15151515 22.84848485] ; [12.84848485  3.15151515],1
r1,1,0.0,32.944935,[93 22] ; [ 2 14],[83.39694656 31.60305344] ; [11.60305344  4.39694656],1
r3,1,0.000146,14.41712,[110   5] ; [11  5],[106.22137405   8.77862595] ; [14.77862595  1.22137405],1
d4,1,0.000612,11.737897,[89 25] ; [ 6 10],[83.30769231 30.69230769] ; [11.69230769  4.30769231],1
a5,1,0.000802,11.236267,[73 43] ; [ 3 13],[66.78787879 49.21212121] ; [9.21212121 6.78787879],1
a7,1,0.00109,10.668228,[83 32] ; [ 5 11],[77.2519084 37.7480916] ; [10.7480916  5.2519084],0
a3,1,0.002065,9.490443,[75 40] ; [ 4 12],[69.35114504 45.64885496] ; [9.64885496 6.35114504],0
v4,1,0.002214,9.363071,[110   5] ; [12  4],[107.09923664   7.90076336] ; [14.90076336  1.09923664],0
u3,1,0.00346,8.547463,[23 18] ; [ 1 11],[18.56603774 22.43396226] ; [5.43396226 6.56603774],0
d1,1,0.004743,7.975,[58 58] ; [ 2 14],[52.72727273 63.27272727] ; [7.27272727 8.72727273],0
a4,1,0.016088,5.793202,[51 65] ; [ 2 14],[46.57575758 69.42424242] ; [6.42424242 9.57575758],0
d2,1,0.017286,5.667124,[58 57] ; [ 3 13],[53.54961832 61.45038168] ; [7.45038168 8.54961832],0
s6,1,0.038427,4.286035,[60 54] ; [ 4 12],[56.12307692 57.87692308] ; [7.87692308 8.12307692],0
d5,1,0.045605,3.996139,[86 30] ; [8 8],[82.60606061 33.39393939] ; [11.39393939  4.60606061],0
v1,1,0.05562,3.663388,[50 64] ; [ 3 13],[46.47692308 67.52307692] ; [6.52307692 9.47692308],0
v2,1,0.056416,3.639722,[57 56] ; [ 4 12],[53.43410853 59.56589147] ; [7.56589147 8.43410853],0
d3,1,0.07774,3.11153,[77 39] ; [7 9],[73.81818182 42.18181818] ; [10.18181818  5.81818182],0
s7,1,0.078398,3.097804,[42 68] ; [ 2 12],[39.03225806 70.96774194] ; [4.96774194 9.03225806],0
a6,1,0.091136,2.854201,[76 40] ; [7 9],[72.93939394 43.06060606] ; [10.06060606  5.93939394],0
s3,1,0.101869,2.676037,[60 53] ; [ 5 11],[56.9379845 56.0620155] ; [8.0620155 7.9379845],0
b1,1,0.126534,2.334516,[49 67] ; [10  6],[51.84848485 64.15151515] ; [7.15151515 8.84848485],0
s2,1,0.131375,2.276178,[43 70] ; [ 3 13],[40.29457364 72.70542636] ; [ 5.70542636 10.29457364],0
n5,1,0.152477,2.047293,[65 50] ; [ 6 10],[62.32824427 52.67175573] ; [8.67175573 7.32824427],0
n4,1,0.183073,1.772499,[77 38] ; [8 8],[74.61832061 40.38167939] ; [10.38167939  5.61832061],0
n1,1,0.230359,1.438643,[15 22] ; [2 8],[13.38297872 23.61702128] ; [3.61702128 6.38297872],0
p12,1,0.25841,1.277257,[  2 113] ; [ 1 15],[  2.63358779 112.36641221] ; [ 0.36641221 15.63358779],0
n6,1,0.284964,1.143264,[80 35] ; [9 7],[78.12977099 36.87022901] ; [10.87022901  5.12977099],0
s5,1,0.359641,0.839145,[25 86] ; [ 2 14],[23.5984252 87.4015748] ; [ 3.4015748 12.5984252],0
n2,1,0.396946,0.717559,[28 10] ; [6 4],[26.91666667 11.08333333] ; [7.08333333 2.91666667],0
p8,1,0.468942,0.524468,[46 67] ; [ 5 11],[44.6744186 68.3255814] ; [6.3255814 9.6744186],0
b5,1,0.55266,0.352573,[81 35] ; [10  6],[79.96969697 36.03030303] ; [11.03030303  4.96969697],0
p3,1,0.559834,0.339992,[45 71] ; [ 5 11],[43.93939394 72.06060606] ; [6.06060606 9.93939394],0
p9,1,0.590061,0.290249,[50 62] ; [ 6 10],[49. 63.] ; [7. 9.],0
b4,1,0.654067,0.200811,[72 44] ; [9 7],[71.18181818 44.81818182] ; [9.81818182 6.18181818],0
s4,1,0.690317,0.158742,[17 97] ; [ 3 13],[17.53846154 96.46153846] ; [ 2.46153846 13.53846154],0
p6,1,0.712521,0.135772,[33 79] ; [ 4 12],[32.375 79.625] ; [ 4.625 11.375],0
p7,1,0.719032,0.129422,[63 52] ; [8 8],[62.32824427 52.67175573] ; [8.67175573 7.32824427],0
a1,1,0.72696,0.121921,[  5 111] ; [ 1 15],[  5.27272727 110.72727273] ; [ 0.72727273 15.27272727],0
b2,1,0.740939,0.109303,[20 53] ; [2 7],[19.58536585 53.41463415] ; [2.41463415 6.58536585],0
b3,1,0.740939,0.109303,[20 53] ; [2 7],[19.58536585 53.41463415] ; [2.41463415 6.58536585],0
n3,1,0.780596,0.077586,[29 10] ; [7 3],[28.65306122 10.34693878] ; [7.34693878 2.65306122],0
p4,1,0.819295,0.05219,[54 61] ; [8 8],[54.42748092 60.57251908] ; [7.57251908 8.42748092],0
p11,1,0.908873,0.013101,[67 49] ; [9 7],[66.78787879 49.21212121] ; [9.21212121 6.78787879],0
a8,1,0.943978,0.004938,[15 85] ; [ 2 12],[14.9122807 85.0877193] ; [ 2.0877193 11.9122807],0
u2,1,0.968527,0.001557,[16 23] ; [5 7],[16.05882353 22.94117647] ; [4.94117647 7.05882353],0
