Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,102.775859,[224   6] ; [25 28],[202.36749117  27.63250883] ; [46.63250883  6.36749117],1
r2,1,0.0,79.580521,[227   2] ; [32 19],[211.825  17.175] ; [47.175  3.825],1
v4,1,0.0,72.561227,[220   9] ; [30 25],[201.58450704  27.41549296] ; [48.41549296  6.58450704],1
r1,1,0.0,66.591761,[194  34] ; [18 38],[170.1971831  57.8028169] ; [41.8028169 14.1971831],1
p11,1,0.0,30.237583,[180  50] ; [23 33],[163.25174825  66.74825175] ; [39.74825175 16.25174825],1
n6,1,0.0,27.46652,[197  33] ; [29 25],[183.02816901  46.97183099] ; [42.97183099 11.02816901],1
a1,1,1e-06,23.373417,[  6 224] ; [11 45],[ 13.67132867 216.32867133] ; [ 3.32867133 52.67132867],1
p10,1,9e-06,19.787126,[172  56] ; [24 30],[158.46808511  69.53191489] ; [37.53191489 16.46808511],1
p9,1,9e-06,19.651507,[177  47] ; [26 27],[164.15884477  59.84115523] ; [38.84115523 14.15884477],1
p2,1,2.1e-05,18.08186,[169  61] ; [24 31],[155.75438596  74.24561404] ; [37.24561404 17.75438596],1
p7,1,0.000157,14.287647,[117 105] ; [13 41],[104.56521739 117.43478261] ; [25.43478261 28.56521739],1
s8,1,0.000595,11.791351,[ 93 136] ; [ 9 47],[ 81.95789474 147.04210526] ; [20.04210526 35.95789474],1
p8,1,0.001882,9.661288,[ 80 143] ; [ 8 48],[ 70.33691756 152.66308244] ; [17.66308244 38.33691756],0
n3,1,0.003602,8.474402,[41  9] ; [16 15],[35.18518519 14.81481481] ; [21.81481481  9.18518519],0
s6,1,0.004069,8.252635,[133  93] ; [21 35],[123.41843972 102.58156028] ; [30.58156028 25.41843972],0
a5,1,0.006436,7.423881,[170  60] ; [31 25],[161.64335664  68.35664336] ; [39.35664336 16.64335664],0
a7,1,0.007584,7.129164,[157  73] ; [27 28],[148.49122807  81.50877193] ; [35.50877193 19.49122807],0
d5,1,0.008928,6.837103,[178  51] ; [34 22],[170.34385965  58.65614035] ; [41.65614035 14.34385965],0
u3,1,0.009489,6.728382,[33 29] ; [ 5 18],[27.71764706 34.28235294] ; [10.28235294 12.71764706],0
s2,1,0.016902,5.706526,[101 127] ; [15 41],[ 93.12676056 134.87323944] ; [22.87323944 33.12676056],0
s3,1,0.022603,5.198761,[125 101] ; [21 34],[117.42348754 108.57651246] ; [28.57651246 26.42348754],0
v2,1,0.024323,5.071483,[117  99] ; [20 34],[109.6 106.4] ; [27.4 26.6],0
u1,1,0.044093,4.052991,[ 36 194] ; [ 3 53],[ 31.36363636 198.63636364] ; [ 7.63636364 48.36363636],0
a3,1,0.044647,4.031935,[168  60] ; [33 22],[161.93639576  66.06360424] ; [39.06360424 15.93639576],0
b5,1,0.047801,3.916957,[148  82] ; [28 28],[141.53846154  88.46153846] ; [34.46153846 21.53846154],0
d4,1,0.048402,3.895967,[179  50] ; [36 19],[173.36267606  55.63732394] ; [41.63732394 13.36267606],0
s5,1,0.055512,3.666637,[ 60 159] ; [ 8 46],[ 54.54945055 164.45054945] ; [13.45054945 40.54945055],0
p6,1,0.066327,3.371667,[ 45 181] ; [ 5 49],[ 40.35714286 185.64285714] ; [ 9.64285714 44.35714286],0
v3,1,0.092128,2.836788,[ 86 135] ; [15 41],[ 80.58122744 140.41877256] ; [20.41877256 35.58122744],0
a2,1,0.093645,2.810569,[ 52 178] ; [ 7 49],[ 47.44755245 182.55244755] ; [11.55244755 44.44755245],0
n2,1,0.099434,2.714593,[42 10] ; [20 11],[38.84337349 13.15662651] ; [23.15662651  7.84337349],0
d3,1,0.101664,2.679249,[138  91] ; [27 29],[132.57894737  96.42105263] ; [32.42105263 23.57894737],0
p1,1,0.103198,2.655415,[ 14 214] ; [ 7 49],[ 16.85915493 211.14084507] ; [ 4.14084507 51.85915493],0
b1,1,0.108617,2.574227,[ 88 142] ; [28 28],[ 93.28671329 136.71328671] ; [22.71328671 33.28671329],0
a6,1,0.113174,2.509328,[152  76] ; [31 25],[146.91549296  81.08450704] ; [36.08450704 19.91549296],0
a4,1,0.115178,2.481701,[106 123] ; [19 36],[100.79225352 128.20774648] ; [24.20774648 30.79225352],0
d1,1,0.119863,2.41911,[117 113] ; [22 34],[111.78321678 118.21678322] ; [27.21678322 28.78321678],0
v1,1,0.159802,1.976096,[102 123] ; [18 34],[ 97.47292419 127.52707581] ; [22.52707581 29.47292419],0
p12,1,0.166626,1.913035,[ 15 211] ; [ 1 54],[ 12.8683274 213.1316726] ; [ 3.1316726 51.8683274],0
a8,1,0.187568,1.736617,[ 41 171] ; [ 6 46],[ 37.74242424 174.25757576] ; [ 9.25757576 42.74242424],0
u2,1,0.230674,1.436701,[33 29] ; [ 8 13],[30.62650602 31.37349398] ; [10.37349398 10.62650602],0
p3,1,0.245288,1.349942,[ 59 171] ; [10 45],[ 55.68421053 174.31578947] ; [13.31578947 41.68421053],0
s7,1,0.275879,1.18728,[ 97 123] ; [19 34],[ 93.47985348 126.52014652] ; [22.52014652 30.47985348],0
p5,1,0.286836,1.134414,[  9 220] ; [ 4 51],[ 10.48239437 218.51760563] ; [ 2.51760563 52.48239437],0
s1,1,0.316392,1.003802,[  9 216] ; [ 4 52],[ 10.40925267 214.59074733] ; [ 2.59074733 53.40925267],0
n1,1,0.321447,0.983049,[25 25] ; [12 19],[22.83950617 27.16049383] ; [14.16049383 16.83950617],0
b4,1,0.694157,0.154622,[133  97] ; [34 22],[134.3006993  95.6993007] ; [32.6993007 23.3006993],0
s4,1,0.763967,0.090165,[ 29 198] ; [ 8 48],[ 29.67844523 197.32155477] ; [ 7.32155477 48.67844523],0
b2,1,0.80086,0.063622,[52 86] ; [14 21],[52.64739884 85.35260116] ; [13.35260116 21.64739884],0
b3,1,0.80086,0.063622,[52 86] ; [14 21],[52.64739884 85.35260116] ; [13.35260116 21.64739884],0
n5,1,0.931018,0.007493,[182  47] ; [44 11],[182.23239437  46.76760563] ; [43.76760563 11.23239437],0
d2,1,0.969001,0.00151,[102 126] ; [24 30],[101.87234043 126.12765957] ; [24.12765957 29.87234043],0
