Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,165.281806,[ 89 226] ; [226  53],[167.04545455 147.95454545] ; [147.95454545 131.04545455],1
s2,1,0.0,90.443115,[115 214] ; [211  77],[173.83144246 155.16855754] ; [152.16855754 135.83144246],1
s3,1,0.0,71.499034,[137 188] ; [218  69],[188.52124183 136.47875817] ; [166.47875817 120.52124183],1
s6,1,0.0,61.376156,[179 144] ; [244  44],[223.61538462  99.38461538] ; [199.38461538  88.61538462],1
p6,1,0.0,27.063772,[ 98 226] ; [147 142],[129.49429038 194.50570962] ; [115.50570962 173.49429038],1
s5,1,1e-06,24.06494,[ 86 237] ; [127 150],[114.665 208.335] ; [ 98.335 178.665],1
d1,1,1e-05,19.466899,[177 155] ; [206  86],[203.77564103 128.22435897] ; [179.22435897 112.77564103],1
a3,1,2.2e-05,18.000642,[219 109] ; [238  53],[242.15831987  85.84168013] ; [214.84168013  76.15831987],1
v3,1,2.3e-05,17.958007,[116 206] ; [149 131],[141.74418605 180.25581395] ; [123.25581395 156.74418605],1
v1,1,3.1e-05,17.365787,[161 164] ; [187  95],[186.3261944 138.6738056] ; [161.6738056 120.3261944],1
p9,1,7.4e-05,15.695589,[261  63] ; [266  24],[278.09120521  45.90879479] ; [248.90879479  41.09120521],1
r1,1,0.000147,14.415116,[247  83] ; [253  38],[265.70048309  64.29951691] ; [234.29951691  56.70048309],1
p10,1,0.000156,14.302371,[257  69] ; [261  29],[274.13636364  51.86363636] ; [243.86363636  46.13636364],1
p3,1,0.000202,13.811223,[151 177] ; [178 114],[174.0516129 153.9483871] ; [154.9483871 137.0516129],1
d4,1,0.000264,13.308677,[248  81] ; [253  38],[265.85322581  63.14677419] ; [235.14677419  55.85322581],1
p4,1,0.000267,13.291085,[187 141] ; [207  84],[208.77544426 119.22455574] ; [185.22455574 105.77544426],1
r4,1,0.00047,12.230248,[281  51] ; [273  19],[294.75641026  37.24358974] ; [259.24358974  32.75641026],1
