Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001055,10.729064,[23  6] ; [1 6],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
d5,1,0.001574,9.990148,[25  4] ; [2 5],[21.75  7.25] ; [5.25 1.75],0
d2,1,0.014354,5.994089,[19 10] ; [1 6],[16.11111111 12.88888889] ; [3.88888889 3.11111111],0
b4,1,0.028656,4.788177,[24  5] ; [3 4],[21.75  7.25] ; [5.25 1.75],0
a6,1,0.03524,4.433498,[17 12] ; [1 6],[14.5 14.5] ; [3.5 3.5],0
b1,1,0.15291,2.042978,[12 17] ; [5 2],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
p6,1,0.15887,1.984954,[ 5 23] ; [3 4],[ 6.4 21.6] ; [1.6 5.4],0
r2,1,0.17612,1.830065,[16 12] ; [2 5],[14.4 13.6] ; [3.6 3.4],0
s4,1,0.210743,1.566312,[ 3 26] ; [2 5],[ 4.02777778 24.97222222] ; [0.97222222 6.02777778],0
n5,1,0.233614,1.418719,[18 11] ; [6 1],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
r4,1,0.233614,1.418719,[11 18] ; [1 6],[ 9.66666667 19.33333333] ; [2.33333333 4.66666667],0
s1,1,0.261227,1.262243,[ 1 28] ; [1 6],[ 1.61111111 27.38888889] ; [0.38888889 6.61111111],0
r1,1,0.346373,0.8867,[14 15] ; [2 5],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
p7,1,0.354777,0.856298,[11 18] ; [4 3],[12.08333333 16.91666667] ; [2.91666667 4.08333333],0
s3,1,0.393153,0.729167,[13 15] ; [2 5],[12. 16.] ; [3. 4.],0
v1,1,0.466479,0.530303,[ 8 20] ; [3 4],[ 8.8 19.2] ; [2.2 4.8],0
u3,1,0.504985,0.444444,[1 5] ; [2 4],[1.5 4.5] ; [1.5 4.5],0
a4,1,0.532706,0.389227,[12 17] ; [2 5],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
s8,1,0.551476,0.35468,[ 9 20] ; [3 4],[ 9.66666667 19.33333333] ; [2.33333333 4.66666667],0
v2,1,0.558017,0.34315,[16 13] ; [3 4],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
a7,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
p2,1,0.599766,0.27535,[17 11] ; [5 2],[17.6 10.4] ; [4.4 2.6],0
a5,1,0.678863,0.171409,[19 10] ; [4 3],[18.52777778 10.47222222] ; [4.47222222 2.52777778],0
n4,1,0.678863,0.171409,[19 10] ; [4 3],[18.52777778 10.47222222] ; [4.47222222 2.52777778],0
n6,1,0.687288,0.162037,[22  6] ; [5 2],[21.6  6.4] ; [5.4 1.6],0
p10,1,0.721761,0.126812,[18 10] ; [5 2],[18.4  9.6] ; [4.6 2.4],0
p8,1,0.72647,0.122378,[10 18] ; [3 4],[10.4 17.6] ; [2.6 4.4],0
a8,1,0.763341,0.090659,[ 5 21] ; [1 6],[ 4.72727273 21.27272727] ; [1.27272727 5.72727273],0
u1,1,0.765875,0.08867,[ 3 26] ; [1 6],[ 3.22222222 25.77777778] ; [0.77777778 6.22222222],0
p4,1,0.810366,0.057578,[11 18] ; [3 4],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
n2,1,0.818971,0.052381,[4 3] ; [2 2],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
n1,1,0.818971,0.052381,[3 4] ; [2 2],[3.18181818 3.81818182] ; [1.81818182 2.18181818],0
s2,1,0.846667,0.037393,[ 7 21] ; [2 5],[ 7.2 20.8] ; [1.8 5.2],0
s6,1,0.865281,0.028783,[13 15] ; [3 4],[12.8 15.2] ; [3.2 3.8],0
p9,1,0.88757,0.019988,[20  7] ; [5 2],[19.85294118  7.14705882] ; [5.14705882 1.85294118],0
p3,1,0.898963,0.016122,[ 9 20] ; [2 5],[ 8.86111111 20.13888889] ; [2.13888889 4.86111111],0
b5,1,0.924978,0.008867,[16 13] ; [4 3],[16.11111111 12.88888889] ; [3.88888889 3.11111111],0
u2,1,1.0,0.0,[2 4] ; [2 4],[2. 4.] ; [2. 4.],0
