Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,69.954796,[192  35] ; [26 49],[163.86092715  63.13907285] ; [54.13907285 20.86092715],1
d3,1,0.0,30.660309,[214  13] ; [53 22],[200.69205298  26.30794702] ; [66.30794702  8.69205298],1
u1,1,0.000268,13.28062,[ 69 158] ; [ 7 68],[ 57.12582781 169.87417219] ; [18.87417219 56.12582781],1
a2,1,0.001012,10.806286,[ 86 141] ; [13 62],[ 74.41390728 152.58609272] ; [24.58609272 50.41390728],0
v4,1,0.001387,10.223581,[216  11] ; [62 12],[209.65448505  17.34551495] ; [68.34551495  5.65448505],0
b1,1,0.004407,8.108126,[ 79 148] ; [40 35],[ 89.44701987 137.55298013] ; [29.55298013 45.44701987],0
b5,1,0.009616,6.70463,[150  77] ; [37 38],[140.55960265  86.44039735] ; [46.44039735 28.55960265],0
a4,1,0.026719,4.908882,[120 107] ; [50 24],[128.20598007  98.79401993] ; [41.79401993 32.20598007],0
r4,1,0.034799,4.455019,[203  24] ; [60 15],[197.68543046  29.31456954] ; [65.31456954  9.68543046],0
s5,1,0.036109,4.391927,[ 70 149] ; [32 38],[ 77.29411765 141.70588235] ; [24.70588235 45.29411765],0
n3,1,0.059813,3.542564,[44 17] ; [11 11],[40.42168675 20.57831325] ; [14.57831325  7.42168675],0
u4,1,0.066471,3.36808,[  2 225] ; [ 3 72],[  3.75827815 223.24172185] ; [ 1.24172185 73.75827815],0
r1,1,0.07044,3.272727,[189  36] ; [56 19],[183.75  41.25] ; [61.25 13.75],0
d2,1,0.079509,3.074914,[157  70] ; [59 15],[162.89700997  64.10299003] ; [53.10299003 20.89700997],0
p4,1,0.111809,2.528469,[141  85] ; [39 36],[135.14950166  90.85049834] ; [44.85049834 30.14950166],0
p2,1,0.182491,1.777223,[185  42] ; [55 19],[180.99667774  46.00332226] ; [59.00332226 14.99667774],0
p10,1,0.198628,1.652435,[179  48] ; [53 21],[174.96345515  52.03654485] ; [57.03654485 16.96345515],0
v1,1,0.216599,1.526765,[100 121] ; [27 46],[ 95.46598639 125.53401361] ; [31.53401361 41.46598639],0
p9,1,0.230543,1.43751,[184  41] ; [55 18],[180.45302013  44.54697987] ; [58.54697987 14.45302013],0
a1,1,0.333336,0.935895,[  8 219] ; [ 1 74],[  6.76490066 220.23509934] ; [ 2.23509934 72.76490066],0
p7,1,0.33985,0.910998,[134  88] ; [40 34],[130.5  91.5] ; [43.5 30.5],0
n5,1,0.386523,0.749853,[156  70] ; [55 19],[158.95333333  67.04666667] ; [52.04666667 21.95333333],0
n2,1,0.440617,0.594676,[41 20] ; [14 10],[39.47058824 21.52941176] ; [15.52941176  8.47058824],0
a8,1,0.454116,0.560359,[ 26 178] ; [ 7 67],[ 24.21582734 179.78417266] ; [ 8.78417266 65.21582734],0
s6,1,0.457745,0.551404,[152  74] ; [45 27],[149.40268456  76.59731544] ; [47.59731544 24.40268456],0
p8,1,0.463266,0.537993,[113 112] ; [34 41],[110.25 114.75] ; [36.75 38.25],0
