Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.026657,4.912905,[2 3] ; [ 1 20],[0.57692308 4.42307692] ; [ 2.42307692 18.57692308],0
p11,1,0.033641,4.512857,[1 4] ; [15  6],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
a3,1,0.135479,2.228571,[4 1] ; [ 9 12],[2.5 2.5] ; [10.5 10.5],0
d4,1,0.184317,1.762465,[2 3] ; [15  6],[3.26923077 1.73076923] ; [13.73076923  7.26923077],0
s3,1,0.191785,1.703855,[4 1] ; [10 11],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
s2,1,0.191785,1.703855,[4 1] ; [10 11],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
r2,1,0.192582,1.697755,[4 1] ; [ 9 10],[2.70833333 2.29166667] ; [10.29166667  8.70833333],0
v3,1,0.250478,1.320635,[1 4] ; [ 1 20],[0.38461538 4.61538462] ; [ 1.61538462 19.38461538],0
b4,1,0.34509,0.891429,[1 4] ; [ 9 12],[1.92307692 3.07692308] ; [ 8.07692308 12.92307692],0
d3,1,0.34509,0.891429,[4 1] ; [12  9],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
a5,1,0.372929,0.793882,[3 2] ; [ 8 13],[2.11538462 2.88461538] ; [ 8.88461538 12.11538462],0
s7,1,0.403569,0.697665,[3 1] ; [11 10],[2.24 1.76] ; [11.76  9.24],0
n1,1,0.480478,0.497778,[2 3] ; [2 7],[1.42857143 3.57142857] ; [2.57142857 6.42857143],0
r3,1,0.489534,0.477551,[2 3] ; [12  9],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
b1,1,0.489534,0.477551,[3 2] ; [ 9 12],[2.30769231 2.69230769] ; [ 9.69230769 11.30769231],0
a7,1,0.489534,0.477551,[2 3] ; [12  9],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
n2,1,0.576999,0.311111,[2 3] ; [5 4],[2.5 2.5] ; [4.5 4.5],0
p9,1,0.618757,0.247619,[2 3] ; [11 10],[2.5 2.5] ; [10.5 10.5],0
p6,1,0.618757,0.247619,[2 3] ; [ 6 15],[1.53846154 3.46153846] ; [ 6.46153846 14.53846154],0
p2,1,0.618757,0.247619,[3 2] ; [15  6],[3.46153846 1.53846154] ; [14.53846154  6.46153846],0
a4,1,0.618757,0.247619,[2 3] ; [ 6 15],[1.53846154 3.46153846] ; [ 6.46153846 14.53846154],0
v4,1,0.618757,0.247619,[3 2] ; [15  6],[3.46153846 1.53846154] ; [14.53846154  6.46153846],0
n4,1,0.758742,0.094331,[3 2] ; [11 10],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
n5,1,0.778244,0.079303,[3 2] ; [14  7],[3.26923077 1.73076923] ; [13.73076923  7.26923077],0
d1,1,0.778244,0.079303,[2 3] ; [ 7 14],[1.73076923 3.26923077] ; [ 7.26923077 13.73076923],0
p7,1,0.840342,0.040584,[3 2] ; [11  9],[2.8 2.2] ; [11.2  8.8],0
p8,1,0.840342,0.040584,[2 3] ; [ 9 11],[2.2 2.8] ; [ 8.8 11.2],0
n3,1,0.872081,0.025926,[3 2] ; [5 4],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
s6,1,0.90748,0.013506,[3 2] ; [12  9],[2.88461538 2.11538462] ; [12.11538462  8.88461538],0
n6,1,0.90748,0.013506,[3 2] ; [12  9],[2.88461538 2.11538462] ; [12.11538462  8.88461538],0
p4,1,0.90748,0.013506,[2 3] ; [ 9 12],[2.11538462 2.88461538] ; [ 8.88461538 12.11538462],0
d2,1,0.90748,0.013506,[2 3] ; [ 9 12],[2.11538462 2.88461538] ; [ 8.88461538 12.11538462],0
d5,1,0.90748,0.013506,[3 2] ; [12  9],[2.88461538 2.11538462] ; [12.11538462  8.88461538],0
p10,1,0.90748,0.013506,[3 2] ; [12  9],[2.88461538 2.11538462] ; [12.11538462  8.88461538],0
s5,1,0.915127,0.011358,[1 4] ; [ 4 14],[1.08695652 3.91304348] ; [ 3.91304348 14.08695652],0
a6,1,0.937287,0.00619,[2 3] ; [ 8 13],[1.92307692 3.07692308] ; [ 8.07692308 12.92307692],0
b5,1,0.937287,0.00619,[3 2] ; [13  8],[3.07692308 1.92307692] ; [12.92307692  8.07692308],0
p3,1,0.937287,0.00619,[2 3] ; [ 8 13],[1.92307692 3.07692308] ; [ 8.07692308 12.92307692],0
v1,1,0.961268,0.002358,[1 4] ; [ 4 17],[0.96153846 4.03846154] ; [ 4.03846154 16.96153846],0
