Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,72.694411,[149  99] ; [ 23 122],[108.5394402 139.4605598] ; [63.4605598 81.5394402],1
v1,1,1e-06,25.007688,[166  86] ; [59 88],[142.10526316 109.89473684] ; [82.89473684 64.10526316],1
p12,1,0.011146,6.441888,[ 34 222] ; [  8 142],[ 26.48275862 229.51724138] ; [ 15.51724138 134.48275862],0
p10,1,0.013533,6.098112,[220  35] ; [115  35],[210.92592593  44.07407407] ; [124.07407407  25.92592593],0
s7,1,0.014723,5.949312,[138 106] ; [63 81],[126.40206186 117.59793814] ; [74.59793814 69.40206186],0
r3,1,0.028602,4.791404,[249   7] ; [138  11],[244.62222222  11.37777778] ; [142.37777778   6.62222222],0
p11,1,0.028793,4.779962,[209  48] ; [108  42],[200.16953317  56.83046683] ; [116.83046683  33.16953317],0
p9,1,0.038954,4.262891,[222  30] ; [120  29],[214.92269327  37.07730673] ; [127.07730673  21.92269327],0
a5,1,0.042904,4.099192,[222  35] ; [118  32],[214.69287469  42.30712531] ; [125.30712531  24.69287469],0
p2,1,0.083585,2.993773,[220  36] ; [119  31],[213.75369458  42.24630542] ; [125.24630542  24.75369458],0
s6,1,0.089859,2.876905,[179  73] ; [93 55],[171.36  80.64] ; [100.64  47.36],0
s2,1,0.1005,2.697589,[147 106] ; [74 75],[139.08706468 113.91293532] ; [81.91293532 67.08706468],0
a8,1,0.107674,2.588026,[ 36 182] ; [ 14 121],[ 30.87818697 187.12181303] ; [ 19.12181303 115.87818697],0
a3,1,0.134784,2.236517,[210  46] ; [113  36],[204.16790123  51.83209877] ; [118.83209877  30.16790123],0
p4,1,0.14201,2.156041,[174  80] ; [92 58],[167.23762376  86.76237624] ; [98.76237624 51.23762376],0
p3,1,0.162793,1.94809,[141 113] ; [72 77],[134.24813896 119.75186104] ; [78.75186104 70.24813896],0
p7,1,0.16614,1.917431,[163  86] ; [86 61],[156.56818182  92.43181818] ; [92.43181818 54.56818182],0
n6,1,0.180459,1.793838,[222  32] ; [123  26],[217.44416873  36.55583127] ; [127.55583127  21.44416873],0
d3,1,0.216869,1.524972,[238  18] ; [143   6],[240.82962963  15.17037037] ; [140.17037037   8.82962963],0
s8,1,0.234524,1.413209,[128 124] ; [67 83],[122.23880597 129.76119403] ; [72.76119403 77.23880597],0
p8,1,0.253538,1.303704,[143 107] ; [77 73],[137.5 112.5] ; [82.5 67.5],0
a6,1,0.258388,1.277371,[218  37] ; [121  28],[213.97277228  41.02722772] ; [125.02722772  23.97277228],0
d4,1,0.259989,1.268818,[253   3] ; [145   4],[251.57530864   4.42469136] ; [146.42469136   2.57530864],0
u1,1,0.271722,1.208034,[ 89 168] ; [ 44 106],[ 83.98280098 173.01719902] ; [ 49.01719902 100.98280098],0
s1,1,0.301439,1.067819,[  7 246] ; [  7 141],[  8.83291771 244.16708229] ; [  5.16708229 142.83291771],0
b1,1,0.313024,1.017873,[ 80 177] ; [54 96],[ 84.61425061 172.38574939] ; [ 49.38574939 100.61425061],0
r1,1,0.317956,0.997335,[223  32] ; [125  24],[219.65346535  35.34653465] ; [128.34653465  20.65346535],0
a2,1,0.342108,0.902517,[110 147] ; [57 93],[105.45208845 151.54791155] ; [61.54791155 88.45208845],0
n1,1,0.413073,0.669938,[14 32] ; [17 27],[15.84444444 30.15555556] ; [15.15555556 28.84444444],0
s5,1,0.415258,0.663697,[ 88 158] ; [46 99],[ 84.30690537 161.69309463] ; [49.69309463 95.30690537],0
b4,1,0.458702,0.54906,[162  95] ; [89 61],[158.49385749  98.50614251] ; [92.50614251 57.49385749],0
d2,1,0.48154,0.495375,[183  72] ; [102  47],[179.88861386  75.11138614] ; [105.11138614  43.88861386],0
s4,1,0.514913,0.424071,[ 37 217] ; [ 25 122],[ 39.27182045 214.72817955] ; [ 22.72817955 124.27182045],0
a4,1,0.517568,0.418737,[145 111] ; [80 70],[141.87192118 114.12807882] ; [83.12807882 66.87192118],0
n2,1,0.600157,0.274758,[33 13] ; [30 15],[31.84615385 14.15384615] ; [31.15384615 13.84615385],0
n4,1,0.604196,0.268714,[206  51] ; [117  33],[203.95823096  53.04176904] ; [119.04176904  30.95823096],0
a1,1,0.614596,0.253536,[ 15 242] ; [  7 143],[ 13.89189189 243.10810811] ; [  8.10810811 141.89189189],0
p6,1,0.618252,0.248332,[100 151] ; [56 94],[ 97.64588529 153.35411471] ; [58.35411471 91.64588529],0
d5,1,0.630119,0.231899,[251   5] ; [145   4],[250.31111111   5.68888889] ; [145.68888889   3.31111111],0
p1,1,0.63806,0.221288,[ 24 232] ; [ 12 138],[ 22.69950739 233.30049261] ; [ 13.30049261 136.69950739],0
r2,1,0.659035,0.194698,[246   9] ; [143   4],[246.75373134   8.24626866] ; [142.24626866   4.75373134],0
s3,1,0.692245,0.156666,[146 104] ; [84 65],[144.11027569 105.88972431] ; [85.88972431 63.11027569],0
u2,1,0.765537,0.088934,[29 18] ; [24 13],[29.6547619 17.3452381] ; [23.3452381 13.6547619],0
n5,1,0.772022,0.083944,[192  63] ; [111  39],[190.77777778  64.22222222] ; [112.22222222  37.77777778],0
b3,1,0.775952,0.080996,[63 99] ; [36 61],[ 61.92277992 100.07722008] ; [37.07722008 59.92277992],0
b2,1,0.775952,0.080996,[63 99] ; [36 61],[ 61.92277992 100.07722008] ; [37.07722008 59.92277992],0
u4,1,0.824728,0.049048,[  6 251] ; [  3 147],[  5.68304668 251.31695332] ; [  3.31695332 146.68304668],0
b5,1,0.848468,0.036509,[172  85] ; [99 51],[171.12285012  85.87714988] ; [99.87714988 50.12285012],0
p5,1,0.873483,0.025356,[ 29 227] ; [ 16 132],[ 28.51485149 227.48514851] ; [ 16.48514851 131.51485149],0
u3,1,0.959787,0.002542,[32 15] ; [25 12],[31.89285714 15.10714286] ; [25.10714286 11.89285714],0
v4,1,0.968788,0.001531,[245  10] ; [144   6],[244.92592593  10.07407407] ; [144.07407407   5.92592593],0
r4,1,0.970549,0.001363,[235  22] ; [137  13],[234.8992629  22.1007371] ; [137.1007371  12.8992629],0
n3,1,0.992106,9.8e-05,[32 15] ; [30 14],[32.02197802 14.97802198] ; [29.97802198 14.02197802],0
