Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.492571,[76 12] ; [ 8 23],[62.11764706 25.88235294] ; [21.88235294  9.11764706],1
s6,1,0.000121,14.776997,[75 15] ; [15 16],[66.94214876 23.05785124] ; [23.05785124  7.94214876],1
p11,1,0.006341,7.450728,[65 25] ; [14 17],[58.76033058 31.23966942] ; [20.23966942 10.76033058],0
n6,1,0.007129,7.240098,[59 30] ; [12 19],[52.65833333 36.34166667] ; [18.34166667 12.65833333],0
s8,1,0.007822,7.073781,[45 45] ; [ 7 24],[38.67768595 51.32231405] ; [13.32231405 17.67768595],0
n3,1,0.010714,6.512213,[24  3] ; [5 5],[21.16216216  5.83783784] ; [7.83783784 2.16216216],0
a7,1,0.012584,6.22663,[68 22] ; [16 15],[62.47933884 27.52066116] ; [21.52066116  9.47933884],0
p2,1,0.019686,5.439499,[75 14] ; [20 11],[70.45833333 18.54166667] ; [24.54166667  6.45833333],0
s2,1,0.020796,5.343788,[69 21] ; [17 14],[63.96694215 26.03305785] ; [22.03305785  8.96694215],0
s1,1,0.032489,4.572522,[ 4 86] ; [ 5 26],[ 6.69421488 83.30578512] ; [ 2.30578512 28.69421488],0
d1,1,0.041855,4.141069,[51 39] ; [11 20],[46.11570248 43.88429752] ; [15.88429752 15.11570248],0
d4,1,0.046539,3.96196,[78 12] ; [22  9],[74.38016529 15.61983471] ; [25.61983471  5.38016529],0
v4,1,0.059245,3.558387,[84  5] ; [25  5],[81.5210084  7.4789916] ; [27.4789916  2.5210084],0
v3,1,0.061108,3.507048,[19 66] ; [12 18],[22.91304348 62.08695652] ; [ 8.08695652 21.91304348],0
a3,1,0.069591,3.292641,[62 27] ; [16 15],[57.85 31.15] ; [20.15 10.85],0
d5,1,0.072645,3.222232,[70 20] ; [19 12],[66.19834711 23.80165289] ; [22.80165289  8.19834711],0
b1,1,0.074092,3.189967,[25 65] ; [14 17],[29.00826446 60.99173554] ; [ 9.99173554 21.00826446],0
r2,1,0.110041,2.553638,[84  4] ; [27  4],[82.08403361  5.91596639] ; [28.91596639  2.08403361],0
