Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8e-06,19.838231,[ 7 33] ; [25 12],[16.62337662 23.37662338] ; [15.37662338 21.62337662],1
p2,1,6.3e-05,16.005763,[14 26] ; [29  7],[22.63157895 17.36842105] ; [20.36842105 15.63157895],1
r3,1,0.001296,10.348511,[21 19] ; [32  5],[27.53246753 12.46753247] ; [25.46753247 11.53246753],0
s5,1,0.002309,9.286393,[ 5 34] ; [16 20],[10.92 28.08] ; [10.08 25.92],0
v4,1,0.005394,7.742204,[24 15] ; [33  4],[29.25  9.75] ; [27.75  9.25],0
s6,1,0.00814,7.002315,[13 26] ; [23 13],[18.72 20.28] ; [17.28 18.72],0
b5,1,0.008329,6.961251,[15 25] ; [25 12],[20.77922078 19.22077922] ; [19.22077922 17.77922078],0
n6,1,0.008541,6.916296,[19 21] ; [27  8],[24.53333333 15.46666667] ; [21.46666667 13.53333333],0
s7,1,0.010265,6.588235,[ 7 27] ; [18 18],[12.14285714 21.85714286] ; [12.85714286 23.14285714],0
r4,1,0.012829,6.192517,[18 22] ; [27 10],[23.37662338 16.62337662] ; [21.62337662 15.37662338],0
p4,1,0.01628,5.772353,[12 27] ; [21 15],[17.16 21.84] ; [15.84 20.16],0
v1,1,0.024074,5.089286,[10 30] ; [18 18],[14.73684211 25.26315789] ; [13.26315789 22.73684211],0
n5,1,0.02508,5.018342,[20 20] ; [27  9],[24.73684211 15.26315789] ; [22.26315789 13.73684211],0
n3,1,0.041824,4.1423,[ 6 10] ; [13  5],[8.94117647 7.05882353] ; [10.05882353  7.94117647],0
s8,1,0.052617,3.75603,[ 7 32] ; [14 23],[10.77631579 28.22368421] ; [10.22368421 26.77631579],0
d1,1,0.093632,2.810788,[12 28] ; [18 19],[15.58441558 24.41558442] ; [14.41558442 22.58441558],0
r2,1,0.102845,2.660869,[27 11] ; [32  5],[29.89333333  8.10666667] ; [29.10666667  7.89333333],0
d2,1,0.110355,2.549134,[15 24] ; [21 16],[18.47368421 20.52631579] ; [17.52631579 19.47368421],0
p6,1,0.11693,2.457969,[ 6 33] ; [11 25],[ 8.84 30.16] ; [ 8.16 27.84],0
u3,1,0.133288,2.253788,[ 5 15] ; [7 7],[ 7.05882353 12.94117647] ; [4.94117647 9.05882353],0
a2,1,0.139231,2.186436,[ 1 39] ; [ 4 33],[ 2.5974026 37.4025974] ; [ 2.4025974 34.5974026],0
n1,1,0.17146,1.87013,[ 5 13] ; [9 9],[ 7. 11.] ; [ 7. 11.],0
d4,1,0.18509,1.756277,[24 15] ; [28  9],[26.68421053 12.31578947] ; [25.31578947 11.68421053],0
a8,1,0.20506,1.605968,[ 2 36] ; [ 5 31],[ 3.59459459 34.40540541] ; [ 3.40540541 32.59459459],0
a3,1,0.222567,1.487746,[20 20] ; [23 13],[22.63157895 17.36842105] ; [20.36842105 15.63157895],0
s2,1,0.226736,1.461221,[13 27] ; [17 20],[15.58441558 24.41558442] ; [14.41558442 22.58441558],0
a4,1,0.259827,1.269676,[12 27] ; [16 21],[14.36842105 24.63157895] ; [13.63157895 23.36842105],0
s1,1,0.279276,1.170608,[ 5 35] ; [ 2 35],[ 3.63636364 36.36363636] ; [ 3.36363636 33.63636364],0
d3,1,0.327817,0.957502,[14 26] ; [17 20],[16.1038961 23.8961039] ; [14.8961039 22.1038961],0
p1,1,0.341907,0.903267,[ 2 38] ; [ 4 33],[ 3.11688312 36.88311688] ; [ 2.88311688 34.11688312],0
v2,1,0.374047,0.790175,[13 26] ; [16 21],[14.88157895 24.11842105] ; [14.11842105 22.88157895],0
b4,1,0.377844,0.777706,[22 18] ; [24 13],[23.8961039 16.1038961] ; [22.1038961 14.8961039],0
p8,1,0.420024,0.650249,[11 29] ; [13 23],[12.63157895 27.36842105] ; [11.36842105 24.63157895],0
a5,1,0.427222,0.630363,[18 22] ; [20 17],[19.74025974 20.25974026] ; [18.25974026 18.74025974],0
n2,1,0.494125,0.467532,[10  8] ; [12  6],[11.  7.] ; [11.  7.],0
n4,1,0.524015,0.405983,[25 15] ; [25 11],[26.31578947 13.68421053] ; [23.68421053 12.31578947],0
d5,1,0.52403,0.405955,[22 18] ; [23 14],[23.37662338 16.62337662] ; [21.62337662 15.37662338],0
p5,1,0.558369,0.342535,[ 2 38] ; [ 3 33],[ 2.63157895 37.36842105] ; [ 2.36842105 33.63157895],0
b2,1,0.577469,0.310345,[ 8 17] ; [ 8 12],[ 8.88888889 16.11111111] ; [ 7.11111111 12.88888889],0
b3,1,0.577469,0.310345,[ 8 17] ; [ 8 12],[ 8.88888889 16.11111111] ; [ 7.11111111 12.88888889],0
s3,1,0.578254,0.309066,[17 22] ; [18 18],[18.2 20.8] ; [16.8 19.2],0
p7,1,0.578254,0.309066,[17 22] ; [18 18],[18.2 20.8] ; [16.8 19.2],0
u1,1,0.602718,0.270916,[ 2 38] ; [ 1 36],[ 1.55844156 38.44155844] ; [ 1.44155844 35.55844156],0
a6,1,0.621699,0.243486,[14 26] ; [11 26],[12.98701299 27.01298701] ; [12.01298701 24.98701299],0
s4,1,0.667124,0.184985,[ 8 32] ; [ 6 31],[ 7.27272727 32.72727273] ; [ 6.72727273 30.27272727],0
u2,1,0.693329,0.155505,[ 7 13] ; [ 4 10],[ 6.47058824 13.52941176] ; [4.52941176 9.47058824],0
r1,1,0.707811,0.140473,[21 19] ; [21 16],[21.81818182 18.18181818] ; [20.18181818 16.81818182],0
v3,1,0.867582,0.027799,[12 25] ; [12 23],[12.33333333 24.66666667] ; [11.66666667 23.33333333],0
p3,1,0.900262,0.015708,[15 25] ; [13 23],[14.73684211 25.26315789] ; [13.26315789 22.73684211],0
a1,1,0.907256,0.013572,[ 4 36] ; [ 4 33],[ 4.15584416 35.84415584] ; [ 3.84415584 33.15584416],0
p12,1,0.955444,0.003122,[ 1 39] ; [ 1 36],[ 1.03896104 38.96103896] ; [ 0.96103896 36.03896104],0
b1,1,0.975614,0.000934,[25 15] ; [23 14],[24.93506494 15.06493506] ; [23.06493506 13.93506494],0
