Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,77.397776,[109  57] ; [ 29 134],[69.62917933 96.37082067] ; [68.37082067 94.62917933],1
p2,1,0.0,28.335932,[148  18] ; [105  58],[127.65349544  38.34650456] ; [125.34650456  37.65349544],1
p8,1,1.3e-05,19.01912,[89 77] ; [ 48 113],[69.54740061 96.45259939] ; [67.45259939 93.54740061],1
p5,1,8.9e-05,15.361271,[ 24 140] ; [  4 158],[ 14.08588957 149.91411043] ; [ 13.91411043 148.08588957],1
p11,1,0.000112,14.92761,[143  24] ; [111  53],[128.1510574  38.8489426] ; [125.8489426  38.1510574],1
v1,1,0.000634,11.672524,[91 68] ; [61 99],[75.76175549 83.23824451] ; [76.23824451 83.76175549],1
s6,1,0.000674,11.559554,[117  47] ; [86 76],[102.12269939  61.87730061] ; [100.87730061  61.12269939],1
n5,1,0.000916,10.990497,[132  34] ; [102  60],[118.42682927  47.57317073] ; [115.57317073  46.42682927],1
p7,1,0.001601,9.958406,[99 68] ; [66 92],[84.78461538 82.21538462] ; [80.21538462 77.78461538],0
p10,1,0.002759,8.96036,[140  25] ; [116  47],[128.7804878  36.2195122] ; [127.2195122  35.7804878],0
n4,1,0.003625,8.462631,[136  31] ; [110  53],[124.49090909  42.50909091] ; [121.50909091  41.49090909],0
v4,1,0.004288,8.15775,[161   5] ; [145  18],[154.39513678  11.60486322] ; [151.60486322  11.39513678],0
r4,1,0.004468,8.083293,[154  13] ; [134  30],[145.30513595  21.69486405] ; [142.69486405  21.30513595],0
s2,1,0.006682,7.3564,[92 72] ; [67 96],[79.74311927 84.25688073] ; [79.25688073 83.74311927],0
p9,1,0.008002,7.03295,[141  24] ; [117  42],[131.38888889  33.61111111] ; [126.61111111  32.38888889],0
s8,1,0.008274,6.973252,[80 85] ; [ 56 108],[68.20668693 96.79331307] ; [67.79331307 96.20668693],0
v3,1,0.00846,6.933471,[75 79] ; [ 53 103],[63.58709677 90.41290323] ; [64.41290323 91.58709677],0
n6,1,0.012572,6.228349,[144  21] ; [125  38],[135.32012195  29.67987805] ; [133.67987805  29.32012195],0
v2,1,0.015651,5.841686,[107  53] ; [83 72],[96.50793651 63.49206349] ; [93.49206349 61.50793651],0
r3,1,0.018119,5.584594,[162   5] ; [148  15],[156.87878788  10.12121212] ; [153.12121212   9.87878788],0
s5,1,0.022775,5.185596,[ 59 103] ; [ 39 119],[ 49.6125 112.3875] ; [ 48.3875 109.6125],0
s7,1,0.022813,5.182724,[80 76] ; [60 96],[70. 86.] ; [70. 86.],0
u3,1,0.033021,4.544705,[26  9] ; [19 19],[21.57534247 13.42465753] ; [23.42465753 14.57534247],0
