Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,26.653491,[31 35] ; [ 1 45],[18.85714286 47.14285714] ; [13.14285714 32.85714286],1
a7,1,0.000324,12.924302,[53 13] ; [22 24],[44.19642857 21.80357143] ; [30.80357143 15.19642857],1
d3,1,0.000326,12.912978,[45 20] ; [16 30],[35.72072072 29.27927928] ; [25.27927928 20.72072072],1
d4,1,0.0046,8.030239,[52 14] ; [24 21],[45.18918919 20.81081081] ; [30.81081081 14.18918919],0
p7,1,0.018138,5.582751,[22 41] ; [25 18],[27.93396226 35.06603774] ; [19.06603774 23.93396226],0
u3,1,0.02008,5.404906,[29 11] ; [13 16],[24.34782609 15.65217391] ; [17.65217391 11.34782609],0
u2,1,0.021636,5.274786,[27 12] ; [12 17],[22.36764706 16.63235294] ; [16.63235294 12.36764706],0
a6,1,0.026497,4.923267,[37 29] ; [16 30],[31.23214286 34.76785714] ; [21.76785714 24.23214286],0
s6,1,0.032719,4.560399,[34 30] ; [15 31],[28.50909091 35.49090909] ; [20.49090909 25.50909091],0
s7,1,0.033359,4.527268,[21 41] ; [ 7 38],[16.22429907 45.77570093] ; [11.77570093 33.22429907],0
r1,1,0.046163,3.975635,[44 22] ; [22 24],[38.89285714 27.10714286] ; [27.10714286 18.89285714],0
v4,1,0.054519,3.696727,[61  4] ; [37  8],[57.90909091  7.09090909] ; [40.09090909  4.90909091],0
r4,1,0.055302,3.672967,[50 16] ; [27 19],[45.375 20.625] ; [31.625 14.375],0
r2,1,0.059851,3.541502,[60  6] ; [36 10],[56.57142857  9.42857143] ; [39.42857143  6.57142857],0
v2,1,0.153373,2.03838,[26 38] ; [12 32],[22.51851852 41.48148148] ; [15.48148148 28.51851852],0
a8,1,0.165819,1.92034,[ 1 61] ; [ 3 41],[ 2.33962264 59.66037736] ; [ 1.66037736 42.33962264],0
s5,1,0.172126,1.864328,[17 47] ; [ 7 38],[14.09174312 49.90825688] ; [ 9.90825688 35.09174312],0
p4,1,0.184534,1.760725,[24 42] ; [11 34],[20.81081081 45.18918919] ; [14.18918919 30.81081081],0
r3,1,0.193687,1.68935,[58  7] ; [37  9],[55.63063063  9.36936937] ; [39.36936937  6.63063063],0
s2,1,0.197261,1.662538,[28 38] ; [14 32],[24.75 41.25] ; [17.25 28.75],0
p10,1,0.220969,1.498065,[39 22] ; [24 22],[35.91588785 25.08411215] ; [27.08411215 18.91588785],0
a4,1,0.223016,1.484855,[11 55] ; [ 4 42],[ 8.83928571 57.16071429] ; [ 6.16071429 39.83928571],0
d2,1,0.244753,1.353005,[16 50] ; [ 7 39],[13.55357143 52.44642857] ; [ 9.44642857 36.55357143],0
b3,1,0.318689,0.994318,[ 7 21] ; [ 3 19],[ 5.6 22.4] ; [ 4.4 17.6],0
b2,1,0.318689,0.994318,[ 7 21] ; [ 3 19],[ 5.6 22.4] ; [ 4.4 17.6],0
b4,1,0.323925,0.973032,[42 24] ; [25 21],[39.48214286 26.51785714] ; [27.51785714 18.48214286],0
p11,1,0.330836,0.945624,[37 29] ; [30 16],[39.48214286 26.51785714] ; [27.51785714 18.48214286],0
s8,1,0.348156,0.880167,[18 48] ; [ 9 37],[15.91071429 50.08928571] ; [11.08928571 34.91071429],0
n2,1,0.356356,0.850694,[13 11] ; [11  5],[14.4  9.6] ; [9.6 6.4],0
a1,1,0.361008,0.834383,[ 1 65] ; [ 2 44],[ 1.76785714 64.23214286] ; [ 1.23214286 44.76785714],0
v1,1,0.408265,0.683847,[20 43] ; [11 34],[18.08333333 44.91666667] ; [12.91666667 32.08333333],0
s4,1,0.445091,0.583123,[17 49] ; [ 9 37],[15.32142857 50.67857143] ; [10.67857143 35.32142857],0
s3,1,0.452835,0.563546,[32 34] ; [19 27],[30.05357143 35.94642857] ; [20.94642857 25.05357143],0
n1,1,0.501078,0.452653,[ 7 18] ; [ 3 13],[ 6.09756098 18.90243902] ; [ 3.90243902 12.09756098],0
n5,1,0.515895,0.422091,[21 45] ; [17 28],[22.59459459 43.40540541] ; [15.40540541 29.59459459],0
v3,1,0.555137,0.348195,[13 46] ; [ 8 38],[11.8 47.2] ; [ 9.2 36.8],0
p3,1,0.558674,0.342006,[16 50] ; [ 9 37],[14.73214286 51.26785714] ; [10.26785714 35.73214286],0
p6,1,0.612188,0.257001,[16 49] ; [ 9 35],[14.90825688 50.09174312] ; [10.09174312 33.90825688],0
p9,1,0.653478,0.201543,[41 20] ; [29 17],[39.90654206 21.09345794] ; [30.09345794 15.90654206],0
p1,1,0.66171,0.191452,[ 3 62] ; [ 3 43],[ 3.51351351 61.48648649] ; [ 2.48648649 43.51351351],0
a3,1,0.682252,0.167601,[26 40] ; [16 29],[24.97297297 41.02702703] ; [17.02702703 27.97297297],0
b1,1,0.692131,0.156788,[22 44] ; [17 29],[22.98214286 43.01785714] ; [16.01785714 29.98214286],0
