Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,62.511664,[136  42] ; [114 179],[94.47983015 83.52016985] ; [155.52016985 137.47983015],1
v1,1,0.0,29.675756,[116  62] ; [116 179],[87.30655391 90.69344609] ; [144.69344609 150.30655391],1
n4,1,0.001128,10.604247,[157  23] ; [226  76],[143.02904564  36.97095436] ; [239.97095436  62.02904564],0
s7,1,0.002728,8.98091,[85 84] ; [106 188],[69.71706263 99.28293737] ; [121.28293737 172.71706263],0
s8,1,0.003607,8.471987,[81 99] ; [ 96 206],[ 66.09958506 113.90041494] ; [110.90041494 191.09958506],0
p12,1,0.004658,8.007833,[ 17 162] ; [ 10 290],[ 10.08977035 168.91022965] ; [ 16.91022965 283.08977035],0
d2,1,0.005295,7.775922,[97 84] ; [122 179],[82.23858921 98.76141079] ; [136.76141079 164.23858921],0
a3,1,0.006847,7.312698,[134  46] ; [188 113],[120.4989605  59.5010395] ; [201.5010395  99.4989605],0
p3,1,0.007277,7.203411,[95 85] ; [121 180],[80.83160083 99.16839917] ; [135.16839917 165.83160083],0
n5,1,0.007591,7.127501,[153  27] ; [224  76],[141.375  38.625] ; [235.625  64.375],0
d1,1,0.009129,6.797363,[112  69] ; [150 152],[98.18219462 82.81780538] ; [163.81780538 138.18219462],0
s4,1,0.010975,6.46941,[ 13 167] ; [ 45 254],[ 21.7954071 158.2045929] ; [ 36.2045929 262.7954071],0
d4,1,0.012007,6.309858,[152  29] ; [224  78],[140.90269151  40.09730849] ; [235.09730849  66.90269151],0
a2,1,0.016316,5.768506,[ 47 134] ; [ 51 251],[ 36.72463768 144.27536232] ; [ 61.27536232 240.72463768],0
a1,1,0.01829,5.568128,[ 12 169] ; [  7 295],[  7.12008282 173.87991718] ; [ 11.87991718 290.12008282],0
p7,1,0.023034,5.165915,[114  60] ; [164 135],[102.26638478  71.73361522] ; [175.73361522 123.26638478],0
p10,1,0.02451,5.058143,[149  29] ; [224  75],[139.19077568  38.80922432] ; [233.80922432  65.19077568],0
p11,1,0.059292,3.557074,[152  29] ; [232  70],[143.90062112  37.09937888] ; [240.09937888  61.90062112],0
r2,1,0.087076,2.927623,[169   9] ; [270  28],[164.16386555  13.83613445] ; [274.83613445  23.16386555],0
r1,1,0.105364,2.62241,[144  37] ; [219  81],[136.5966736  44.4033264] ; [226.4033264  73.5966736],0
r4,1,0.116656,2.461657,[162  19] ; [255  47],[156.26708075  24.73291925] ; [260.73291925  41.26708075],0
d5,1,0.122261,2.388119,[148  33] ; [228  73],[141.19502075  39.80497925] ; [234.80497925  66.19502075],0
a8,1,0.148853,2.083962,[ 27 135] ; [ 33 247],[ 21.99095023 140.00904977] ; [ 38.00904977 241.99095023],0
p6,1,0.152025,2.051809,[ 63 115] ; [ 87 212],[ 55.97484277 122.02515723] ; [ 94.02515723 204.97484277],0
s6,1,0.170063,1.882387,[109  69] ; [165 136],[101.82045929  76.17954071] ; [172.17954071 128.82045929],0
d3,1,0.173579,1.851758,[127  54] ; [193 108],[120.1659751  60.8340249] ; [199.8340249 101.1659751],0
b4,1,0.201825,1.629118,[112  69] ; [169 133],[105.30227743  75.69772257] ; [175.69772257 126.30227743],0
v4,1,0.256531,1.287382,[173   8] ; [281  21],[170.13250518  10.86749482] ; [283.86749482  18.13250518],0
u4,1,0.257967,1.279634,[  5 176] ; [  4 298],[  3.37267081 177.62732919] ; [  5.62732919 296.37267081],0
a4,1,0.280068,1.166761,[ 77 103] ; [113 186],[ 71.39874739 108.60125261] ; [118.60125261 180.39874739],0
r3,1,0.311966,1.022335,[173   8] ; [281  20],[170.48547718  10.51452282] ; [283.51452282  17.48547718],0
u1,1,0.312119,1.021687,[ 32 149] ; [ 43 259],[ 28.10559006 152.89440994] ; [ 46.89440994 255.10559006],0
p5,1,0.314573,1.011378,[ 13 167] ; [ 15 285],[ 10.5 169.5] ; [ 17.5 282.5],0
p9,1,0.367417,0.812382,[148  30] ; [237  60],[144.27368421  33.72631579] ; [240.72631579  56.27368421],0
b1,1,0.370458,0.802127,[ 61 120] ; [114 188],[ 65.57971014 115.42028986] ; [109.42028986 192.57971014],0
b3,1,0.552911,0.352127,[48 78] ; [ 58 109],[45.58361775 80.41638225] ; [ 60.41638225 106.58361775],0
b2,1,0.552911,0.352127,[48 78] ; [ 58 109],[45.58361775 80.41638225] ; [ 60.41638225 106.58361775],0
p4,1,0.555983,0.346707,[101  77] ; [163 139],[97.9 80.1] ; [166.1 135.9],0
a7,1,0.582584,0.302075,[128  52] ; [221  80],[130.6029106  49.3970894] ; [218.3970894  82.6029106],0
a5,1,0.584617,0.29883,[126  55] ; [203  99],[123.28985507  57.71014493] ; [205.71014493  96.28985507],0
u3,1,0.638337,0.220923,[25 22] ; [55 57],[23.64779874 23.35220126] ; [56.35220126 55.64779874],0
s2,1,0.645563,0.21154,[ 70 109] ; [111 189],[ 67.6388309 111.3611691] ; [113.3611691 186.6388309],0
s3,1,0.704729,0.143599,[84 93] ; [137 163],[82.00628931 94.99371069] ; [138.99371069 161.00628931],0
p8,1,0.742571,0.10788,[88 89] ; [144 155],[86.26890756 90.73109244] ; [145.73109244 153.26890756],0
s1,1,0.747937,0.103273,[  5 173] ; [  7 293],[  4.46861925 173.53138075] ; [  7.53138075 292.46861925],0
n2,1,0.767133,0.087692,[27 11] ; [54 25],[26.30769231 11.69230769] ; [54.69230769 24.30769231],0
n1,1,0.785421,0.074126,[12 25] ; [28 52],[12.64957265 24.35042735] ; [27.35042735 52.64957265],0
u2,1,0.843021,0.039216,[24 22] ; [57 56],[23.43396226 22.56603774] ; [57.56603774 55.43396226],0
p1,1,0.890542,0.018939,[ 12 169] ; [ 19 282],[ 11.64107884 169.35892116] ; [ 19.35892116 281.64107884],0
a6,1,0.907026,0.01364,[122  59] ; [202 100],[121.41614907  59.58385093] ; [202.58385093  99.41614907],0
p2,1,0.940888,0.005499,[147  33] ; [245  56],[146.69438669  33.30561331] ; [245.30561331  55.69438669],0
b5,1,0.953995,0.003328,[114  67] ; [191 111],[114.29606625  66.70393375] ; [190.70393375 111.29606625],0
n3,1,0.976315,0.000881,[26 11] ; [56 24],[25.93162393 11.06837607] ; [56.06837607 23.93162393],0
