Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.032608,4.566235,[34 54] ; [ 2 15],[30.17142857 57.82857143] ; [ 5.82857143 11.17142857],0
d1,1,0.03673,4.362884,[45 43] ; [ 4 13],[41.06666667 46.93333333] ; [7.93333333 9.06666667],0
d5,1,0.036882,4.355858,[64 24] ; [8 9],[60.34285714 27.65714286] ; [11.65714286  5.34285714],0
v3,1,0.047222,3.937459,[32 56] ; [ 2 15],[28.4952381 59.5047619] ; [ 5.5047619 11.4952381],0
n6,1,0.052799,3.750282,[70 17] ; [10  7],[66.92307692 20.07692308] ; [13.07692308  3.92307692],0
d3,1,0.057848,3.598036,[53 35] ; [ 6 11],[49.44761905 38.55238095] ; [9.55238095 7.44761905],0
s4,1,0.060733,3.517241,[10 75] ; [ 5 12],[12.5 72.5] ; [ 2.5 14.5],0
r2,1,0.090658,2.862647,[79  8] ; [13  4],[76.96153846 10.03846154] ; [15.03846154  1.96153846],0
r4,1,0.104697,2.632499,[64 24] ; [9 8],[61.18095238 26.81904762] ; [11.81904762  5.18095238],0
a5,1,0.122505,2.385004,[54 34] ; [ 7 10],[51.12380952 36.87619048] ; [9.87619048 7.12380952],0
s5,1,0.142748,2.148082,[19 67] ; [ 1 15],[16.8627451 69.1372549] ; [ 3.1372549 12.8627451],0
a7,1,0.150484,2.067343,[57 30] ; [8 9],[54.375 32.625] ; [10.625  6.375],0
r1,1,0.17205,1.864991,[66 22] ; [10  7],[63.6952381 24.3047619] ; [12.3047619  4.6952381],0
a4,1,0.243795,1.358513,[33 53] ; [ 4 13],[30.89320388 55.10679612] ; [ 6.10679612 10.89320388],0
p10,1,0.254271,1.299684,[27 59] ; [ 3 14],[25.04854369 60.95145631] ; [ 4.95145631 12.04854369],0
u1,1,0.279445,1.169786,[14 74] ; [ 1 16],[12.57142857 75.42857143] ; [ 2.42857143 14.57142857],0
r3,1,0.283858,1.148524,[67 20] ; [11  6],[65.25 21.75] ; [12.75  4.25],0
u3,1,0.284423,1.145833,[15 21] ; [5 3],[16.36363636 19.63636364] ; [3.63636364 4.36363636],0
n1,1,0.346373,0.8867,[14 15] ; [2 5],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
a6,1,0.405799,0.691074,[56 32] ; [9 8],[54.47619048 33.52380952] ; [10.52380952  6.47619048],0
a8,1,0.422793,0.64254,[11 66] ; [ 1 14],[10.04347826 66.95652174] ; [ 1.95652174 13.04347826],0
s6,1,0.426308,0.63286,[45 42] ; [ 7 10],[43.5 43.5] ; [8.5 8.5],0
n2,1,0.451801,0.566129,[20 11] ; [4 4],[19.07692308 11.92307692] ; [4.92307692 3.07692308],0
p2,1,0.458796,0.54883,[50 38] ; [8 9],[48.60952381 39.39047619] ; [9.39047619 7.60952381],0
p1,1,0.499302,0.45642,[10 78] ; [ 1 16],[ 9.21904762 78.78095238] ; [ 1.78095238 15.21904762],0
s1,1,0.500335,0.454226,[ 6 80] ; [ 2 15],[ 6.67961165 79.32038835] ; [ 1.32038835 15.67961165],0
s7,1,0.512519,0.428922,[28 56] ; [ 4 12],[26.88 57.12] ; [ 5.12 10.88],0
v4,1,0.524419,0.405195,[72 16] ; [12  4],[71.07692308 16.92307692] ; [12.92307692  3.07692308],0
p7,1,0.534043,0.386692,[38 47] ; [9 8],[39.16666667 45.83333333] ; [7.83333333 9.16666667],0
d2,1,0.566367,0.3288,[47 39] ; [8 9],[45.9223301 40.0776699] ; [9.0776699 7.9223301],0
p6,1,0.569572,0.323399,[15 70] ; [ 4 13],[15.83333333 69.16666667] ; [ 3.16666667 13.83333333],0
a1,1,0.576365,0.312148,[ 9 79] ; [ 1 16],[ 8.38095238 79.61904762] ; [ 1.61904762 15.38095238],0
v2,1,0.588475,0.292732,[33 53] ; [ 5 11],[32.03921569 53.96078431] ; [ 5.96078431 10.03921569],0
p3,1,0.596782,0.279877,[26 61] ; [ 4 13],[25.09615385 61.90384615] ; [ 4.90384615 12.09615385],0
s3,1,0.5988,0.276809,[40 47] ; [9 8],[40.99038462 46.00961538] ; [8.00961538 8.99038462],0
a3,1,0.601014,0.27347,[52 35] ; [9 8],[51.02884615 35.97115385] ; [9.97115385 7.02884615],0
u2,1,0.62503,0.238861,[16 18] ; [3 5],[15.38095238 18.61904762] ; [3.61904762 4.38095238],0
p11,1,0.693752,0.155054,[46 42] ; [8 9],[45.25714286 42.74285714] ; [8.74285714 8.25714286],0
s8,1,0.730167,0.118959,[24 63] ; [ 4 13],[23.42307692 63.57692308] ; [ 4.57692308 12.42307692],0
p4,1,0.743047,0.107466,[34 52] ; [ 6 11],[33.39805825 52.60194175] ; [ 6.60194175 10.39805825],0
b5,1,0.745372,0.105461,[48 40] ; [10  7],[48.60952381 39.39047619] ; [9.39047619 7.60952381],0
b1,1,0.835197,0.043281,[49 39] ; [9 8],[48.60952381 39.39047619] ; [9.39047619 7.60952381],0
s2,1,0.840636,0.040433,[30 56] ; [ 6 10],[30.35294118 55.64705882] ; [ 5.64705882 10.35294118],0
b4,1,0.844195,0.038624,[54 34] ; [10  7],[53.63809524 34.36190476] ; [10.36190476  6.63809524],0
n3,1,0.866761,0.028148,[16 14] ; [4 4],[15.78947368 14.21052632] ; [4.21052632 3.78947368],0
d4,1,0.870623,0.026526,[58 29] ; [11  5],[58.2815534 28.7184466] ; [10.7184466  5.2815534],0
p8,1,0.963871,0.002052,[27 61] ; [ 5 11],[27.07692308 60.92307692] ; [ 4.92307692 11.07692308],0
b2,1,0.974008,0.001062,[20 41] ; [3 6],[20.04285714 40.95714286] ; [2.95714286 6.04285714],0
b3,1,0.974008,0.001062,[20 41] ; [3 6],[20.04285714 40.95714286] ; [2.95714286 6.04285714],0
