Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.229576,[37 59] ; [33  8],[49.05109489 46.94890511] ; [20.94890511 20.05109489],1
s7,1,1.1e-05,19.256777,[19 69] ; [24 15],[29.79527559 58.20472441] ; [13.20472441 25.79527559],1
s2,1,9.7e-05,15.18653,[31 65] ; [28 13],[41.34306569 54.65693431] ; [17.65693431 23.34306569],1
s5,1,0.000771,11.309477,[14 77] ; [17 23],[21.53435115 69.46564885] ; [ 9.46564885 30.53435115],1
p10,1,0.001125,10.609293,[47 46] ; [33  8],[55.52238806 37.47761194] ; [24.47761194 16.52238806],0
u3,1,0.006597,7.379565,[14 12] ; [15  1],[17.95238095  8.04761905] ; [11.04761905  4.95238095],0
p11,1,0.006734,7.342571,[47 49] ; [31 11],[54.26086957 41.73913043] ; [23.73913043 18.26086957],0
p9,1,0.008125,7.005708,[56 38] ; [34  7],[62.66666667 31.33333333] ; [27.33333333 13.66666667],0
p6,1,0.011193,6.434491,[14 74] ; [15 27],[19.63076923 68.36923077] ; [ 9.36923077 32.63076923],0
s3,1,0.013781,6.065976,[47 48] ; [29 11],[53.48148148 41.51851852] ; [22.51851852 17.48148148],0
p5,1,0.014534,5.972124,[ 2 93] ; [ 5 36],[ 4.88970588 90.11029412] ; [ 2.11029412 38.88970588],0
d1,1,0.017075,5.68862,[50 46] ; [31 11],[56.34782609 39.65217391] ; [24.65217391 17.34782609],0
v1,1,0.018265,5.570526,[36 59] ; [24 16],[42.22222222 52.77777778] ; [17.77777778 22.22222222],0
p2,1,0.031881,4.604882,[58 35] ; [34  8],[63.37777778 29.62222222] ; [28.62222222 13.37777778],0
s4,1,0.034917,4.449235,[13 83] ; [12 30],[17.39130435 78.60869565] ; [ 7.60869565 34.39130435],0
r4,1,0.036775,4.360819,[66 30] ; [36  6],[70.95652174 25.04347826] ; [31.04347826 10.95652174],0
d3,1,0.036775,4.360819,[66 30] ; [36  6],[70.95652174 25.04347826] ; [31.04347826 10.95652174],0
p7,1,0.038526,4.281648,[38 53] ; [24 15],[43.4 47.6] ; [18.6 20.4],0
u2,1,0.051869,3.78,[18  9] ; [14  1],[20.57142857  6.42857143] ; [11.42857143  3.57142857],0
v3,1,0.065518,3.391897,[20 71] ; [14 23],[24.171875 66.828125] ; [ 9.828125 27.171875],0
d5,1,0.083024,3.004684,[75 21] ; [38  4],[78.60869565 17.39130435] ; [34.39130435  7.60869565],0
p4,1,0.084104,2.983756,[34 59] ; [22 20],[38.57777778 54.42222222] ; [17.42222222 24.57777778],0
b2,1,0.093854,2.806989,[11 40] ; [12 19],[14.30487805 36.69512195] ; [ 8.69512195 22.30487805],0
b3,1,0.093854,2.806989,[11 40] ; [12 19],[14.30487805 36.69512195] ; [ 8.69512195 22.30487805],0
u1,1,0.123191,2.376276,[ 6 90] ; [ 6 36],[ 8.34782609 87.65217391] ; [ 3.65217391 38.34782609],0
r2,1,0.141468,2.161921,[79 16] ; [38  3],[81.72794118 13.27205882] ; [35.27205882  5.72794118],0
p8,1,0.160042,1.97383,[28 64] ; [18 24],[31.58208955 60.41791045] ; [14.41791045 27.58208955],0
r3,1,0.167191,1.907947,[80 15] ; [39  3],[82.51824818 12.48175182] ; [36.48175182  5.51824818],0
p3,1,0.184824,1.758403,[31 62] ; [19 23],[34.44444444 58.55555556] ; [15.55555556 26.44444444],0
a3,1,0.24458,1.354,[69 27] ; [26 16],[66.08695652 29.91304348] ; [28.91304348 13.08695652],0
d2,1,0.306673,1.044952,[39 57] ; [21 21],[41.73913043 54.26086957] ; [18.26086957 23.73913043],0
n2,1,0.345753,0.888982,[20 11] ; [11  3],[21.35555556  9.64444444] ; [9.64444444 4.35555556],0
p12,1,0.392568,0.730973,[ 2 91] ; [ 2 39],[ 2.7761194 90.2238806] ; [ 1.2238806 39.7761194],0
a8,1,0.409991,0.678827,[ 6 86] ; [ 4 33],[ 7.13178295 84.86821705] ; [ 2.86821705 34.13178295],0
a4,1,0.417732,0.656687,[39 57] ; [14 28],[36.86956522 59.13043478] ; [16.13043478 25.86956522],0
a5,1,0.45955,0.546991,[60 36] ; [29 13],[61.91304348 34.08695652] ; [27.08695652 14.91304348],0
p1,1,0.472335,0.516509,[ 4 91] ; [ 3 39],[ 4.8540146 90.1459854] ; [ 2.1459854 39.8540146],0
n1,1,0.507211,0.439817,[11 20] ; [6 7],[11.97727273 19.02272727] ; [5.02272727 7.97727273],0
n5,1,0.51998,0.413932,[33 62] ; [17 25],[34.67153285 60.32846715] ; [15.32846715 26.67153285],0
n4,1,0.530352,0.393716,[49 47] ; [19 23],[47.30434783 48.69565217] ; [20.69565217 21.30434783],0
b1,1,0.606547,0.265233,[48 48] ; [23 19],[49.39130435 46.60869565] ; [21.60869565 20.39130435],0
b4,1,0.612561,0.256463,[55 41] ; [26 16],[56.34782609 39.65217391] ; [24.65217391 17.34782609],0
r1,1,0.662572,0.190415,[69 26] ; [32 10],[70.03649635 24.96350365] ; [30.96350365 11.03649635],0
n3,1,0.694469,0.15429,[19 11] ; [8 6],[18.40909091 11.59090909] ; [8.59090909 5.40909091],0
v2,1,0.779901,0.078091,[44 49] ; [19 19],[44.72519084 48.27480916] ; [18.27480916 19.72519084],0
a6,1,0.813093,0.055903,[62 34] ; [28 14],[62.60869565 33.39130435] ; [27.39130435 14.60869565],0
a7,1,0.846475,0.037488,[67 29] ; [30 12],[67.47826087 28.52173913] ; [29.52173913 12.47826087],0
s1,1,0.848731,0.036381,[ 4 90] ; [ 2 38],[ 4.20895522 89.79104478] ; [ 1.79104478 38.20895522],0
b5,1,0.86909,0.027164,[58 38] ; [26 16],[58.43478261 37.56521739] ; [25.56521739 16.43478261],0
a2,1,0.881909,0.022067,[17 79] ; [ 7 35],[16.69565217 79.30434783] ; [ 7.30434783 34.69565217],0
a1,1,0.912435,0.012093,[ 5 91] ; [ 2 40],[ 4.86956522 91.13043478] ; [ 2.13043478 39.86956522],0
