Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.414768,[44  5] ; [19 51],[25.94117647 23.05882353] ; [37.05882353 32.94117647],1
d5,1,0.0,35.024211,[48  1] ; [33 38],[33.075 15.925] ; [47.925 23.075],1
d4,1,0.0,30.828235,[48  1] ; [36 35],[34.3 14.7] ; [49.7 21.3],1
d2,1,0.0,27.949483,[34 15] ; [15 56],[20.00833333 28.99166667] ; [28.99166667 42.00833333],1
a5,1,8.7e-05,15.398514,[39 10] ; [31 40],[28.58333333 20.41666667] ; [41.41666667 29.58333333],1
a2,1,0.000543,11.963546,[14 35] ; [ 4 67],[ 7.35 41.65] ; [10.65 60.35],1
a4,1,0.001077,10.690217,[26 23] ; [17 54],[17.55833333 31.44166667] ; [25.44166667 45.55833333],0
u1,1,0.005442,7.726358,[ 7 42] ; [ 1 70],[ 3.26666667 45.73333333] ; [ 4.73333333 66.26666667],0
v2,1,0.008737,6.875854,[25 22] ; [19 47],[18.30088496 28.69911504] ; [25.69911504 40.30088496],0
r2,1,0.011333,6.412344,[45  3] ; [54 17],[39.93277311  8.06722689] ; [59.06722689 11.93277311],0
s8,1,0.016011,5.801667,[13 36] ; [ 7 64],[ 8.16666667 40.83333333] ; [11.83333333 59.16666667],0
r4,1,0.016635,5.734501,[38 11] ; [40 31],[31.85 17.15] ; [46.15 24.85],0
n2,1,0.027669,4.848596,[ 8 10] ; [20  6],[11.45454545  6.54545455] ; [16.54545455  9.45454545],0
r1,1,0.029439,4.741762,[37 11] ; [41 30],[31.46218487 16.53781513] ; [46.53781513 24.46218487],0
a8,1,0.030093,4.703956,[ 1 44] ; [10 59],[ 4.34210526 40.65789474] ; [ 6.65789474 62.34210526],0
a7,1,0.031332,4.634675,[37 12] ; [40 31],[31.44166667 17.55833333] ; [45.55833333 25.44166667],0
p3,1,0.037262,4.338387,[19 28] ; [16 55],[13.94067797 33.05932203] ; [21.05932203 49.94067797],0
r3,1,0.037412,4.331568,[43  6] ; [51 20],[38.38333333 10.61666667] ; [55.61666667 15.38333333],0
a3,1,0.041388,4.160077,[35 14] ; [37 33],[29.64705882 19.35294118] ; [42.35294118 27.64705882],0
s6,1,0.046294,3.970872,[24 25] ; [22 49],[18.78333333 30.21666667] ; [27.21666667 43.78333333],0
p4,1,0.048032,3.908871,[23 25] ; [21 49],[17.89830508 30.10169492] ; [26.10169492 43.89830508],0
s5,1,0.057199,3.616799,[ 9 38] ; [ 5 63],[ 5.72173913 41.27826087] ; [ 8.27826087 59.72173913],0
a1,1,0.108779,2.571876,[ 2 47] ; [ 9 62],[ 4.49166667 44.50833333] ; [ 6.50833333 64.49166667],0
p2,1,0.128746,2.307557,[33 14] ; [40 31],[29.07627119 17.92372881] ; [43.92372881 27.07627119],0
v4,1,0.131656,2.272874,[41  8] ; [51 20],[37.56666667 11.43333333] ; [54.43333333 16.56666667],0
v1,1,0.139721,2.181033,[21 27] ; [21 48],[17.23076923 30.76923077] ; [24.76923077 44.23076923],0
b5,1,0.172325,1.862604,[33 16] ; [39 32],[29.4 19.6] ; [42.6 28.4],0
u2,1,0.173744,1.85034,[10  4] ; [17 17],[7.875 6.125] ; [19.125 14.875],0
a6,1,0.195411,1.676344,[34 15] ; [41 30],[30.625 18.375] ; [44.375 26.625],0
n3,1,0.279932,1.167421,[9 8] ; [18  8],[10.6744186  6.3255814] ; [16.3255814  9.6744186],0
b1,1,0.279949,1.167336,[22 27] ; [39 32],[24.90833333 24.09166667] ; [36.09166667 34.90833333],0
p6,1,0.365903,0.817531,[10 34] ; [11 58],[ 8.17699115 35.82300885] ; [12.82300885 56.17699115],0
s1,1,0.390408,0.737671,[ 2 44] ; [ 6 65],[ 3.14529915 42.85470085] ; [ 4.85470085 66.14529915],0
p10,1,0.407134,0.687155,[26 22] ; [32 37],[23.79487179 24.20512821] ; [34.20512821 34.79487179],0
s2,1,0.413762,0.667964,[14 34] ; [16 55],[12.10084034 35.89915966] ; [17.89915966 53.10084034],0
b3,1,0.463562,0.537281,[11 21] ; [10 28],[ 9.6 22.4] ; [11.4 26.6],0
b2,1,0.463562,0.537281,[11 21] ; [10 28],[ 9.6 22.4] ; [11.4 26.6],0
p1,1,0.466635,0.529933,[ 3 46] ; [ 7 64],[ 4.08333333 44.91666667] ; [ 5.91666667 65.08333333],0
n4,1,0.478363,0.502592,[26 23] ; [33 38],[24.09166667 24.90833333] ; [34.90833333 36.09166667],0
p8,1,0.528747,0.396799,[18 30] ; [22 47],[16.41025641 31.58974359] ; [23.58974359 45.41025641],0
n1,1,0.542672,0.37061,[ 5 12] ; [10 16],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
u3,1,0.587114,0.294874,[8 6] ; [16 17],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
p9,1,0.609456,0.260967,[30 19] ; [39 30],[28.65254237 20.34745763] ; [40.34745763 28.65254237],0
p11,1,0.635369,0.224851,[27 22] ; [36 35],[25.725 23.275] ; [37.275 33.725],0
n5,1,0.643968,0.21359,[21 28] ; [33 37],[22.23529412 26.76470588] ; [31.76470588 38.23529412],0
p5,1,0.726382,0.122459,[ 2 47] ; [ 2 67],[ 1.66101695 47.33898305] ; [ 2.33898305 66.66101695],0
s3,1,0.735826,0.113829,[20 28] ; [27 43],[19.11864407 28.88135593] ; [27.88135593 42.11864407],0
s4,1,0.751661,0.100141,[ 4 45] ; [ 7 64],[ 4.49166667 44.50833333] ; [ 6.50833333 64.49166667],0
