Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.019339,5.47059,[33  7] ; [35 23],[27.75510204 12.24489796] ; [40.24489796 17.75510204],0
u1,1,0.027498,4.859262,[11 29] ; [ 6 52],[ 6.93877551 33.06122449] ; [10.06122449 47.93877551],0
b4,1,0.04922,3.867841,[26 14] ; [26 32],[21.2244898 18.7755102] ; [30.7755102 27.2244898],0
n4,1,0.05704,3.621429,[31  9] ; [33 23],[26.66666667 13.33333333] ; [37.33333333 18.66666667],0
s4,1,0.057584,3.605623,[ 4 35] ; [15 43],[ 7.63917526 31.36082474] ; [11.36082474 46.63917526],0
v2,1,0.072153,3.233352,[27 13] ; [28 29],[22.68041237 17.31958763] ; [32.31958763 24.68041237],0
s7,1,0.072619,3.222814,[23 12] ; [25 29],[18.87640449 16.12359551] ; [29.12359551 24.87640449],0
n2,1,0.082708,3.010874,[6 5] ; [19  4],[8.08823529 2.91176471] ; [16.91176471  6.08823529],0
a1,1,0.087249,2.924403,[ 5 35] ; [ 2 56],[ 2.85714286 37.14285714] ; [ 4.14285714 53.85714286],0
s5,1,0.161708,1.958185,[18 19] ; [18 35],[14.8 22.2] ; [21.2 31.8],0
s2,1,0.170413,1.879309,[25 14] ; [29 29],[21.71134021 17.28865979] ; [32.28865979 25.71134021],0
a2,1,0.17047,1.878805,[14 26] ; [13 45],[11.02040816 28.97959184] ; [15.97959184 42.02040816],0
p4,1,0.17182,1.866989,[23 16] ; [26 32],[19.70103093 19.29896907] ; [29.29896907 28.70103093],0
a5,1,0.179705,1.800059,[30 10] ; [36 22],[26.93877551 13.06122449] ; [39.06122449 18.93877551],0
u3,1,0.183226,1.771266,[5 8] ; [13  8],[6.88235294 6.11764706] ; [11.11764706  9.88235294],0
n6,1,0.188258,1.7312,[30  9] ; [36 20],[27.09473684 11.90526316] ; [38.90526316 17.09473684],0
p3,1,0.238761,1.387895,[20 18] ; [23 34],[17.2 20.8] ; [25.8 31.2],0
s6,1,0.246045,1.345622,[29  8] ; [37 18],[26.54347826 10.45652174] ; [39.45652174 15.54347826],0
s8,1,0.246388,1.343667,[19 20] ; [21 36],[16.25 22.75] ; [23.75 33.25],0
b1,1,0.253026,1.306516,[24 16] ; [28 30],[21.2244898 18.7755102] ; [30.7755102 27.2244898],0
p6,1,0.269873,1.217391,[15 23] ; [16 40],[12.53191489 25.46808511] ; [18.46808511 37.53191489],0
r3,1,0.320983,0.984937,[33  7] ; [51  6],[34.63917526  5.36082474] ; [49.36082474  7.63917526],0
d2,1,0.322129,0.980282,[22 18] ; [26 32],[19.59183673 20.40816327] ; [28.40816327 29.59183673],0
d5,1,0.329507,0.950835,[33  7] ; [43 15],[31.02040816  8.97959184] ; [44.97959184 13.02040816],0
a4,1,0.362743,0.828375,[22 18] ; [26 31],[19.79381443 20.20618557] ; [28.20618557 28.79381443],0
p12,1,0.364919,0.820892,[ 3 36] ; [ 2 55],[ 2.03125 36.96875] ; [ 2.96875 54.03125],0
d1,1,0.368995,0.807045,[23 17] ; [28 30],[20.81632653 19.18367347] ; [30.18367347 27.81632653],0
n1,1,0.397063,0.717204,[6 5] ; [ 9 14],[4.85294118 6.14705882] ; [10.14705882 12.85294118],0
p8,1,0.441855,0.591461,[16 23] ; [19 38],[14.21875 24.78125] ; [20.78125 36.21875],0
r1,1,0.44252,0.589739,[32  8] ; [41 15],[30.41666667  9.58333333] ; [42.58333333 13.41666667],0
p5,1,0.476667,0.506479,[ 5 33] ; [ 5 53],[ 3.95833333 34.04166667] ; [ 6.04166667 51.95833333],0
p1,1,0.504794,0.444843,[ 5 34] ; [ 5 53],[ 4.02061856 34.97938144] ; [ 5.97938144 52.02061856],0
u2,1,0.505643,0.443072,[6 6] ; [ 8 13],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
