Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.607495,[108  20] ; [ 1 29],[88.30379747 39.69620253] ; [20.69620253  9.30379747],1
v4,1,0.0,33.512683,[113  13] ; [13 17],[101.76923077  24.23076923] ; [24.23076923  5.76923077],1
r1,1,0.0,29.657743,[102  25] ; [ 9 21],[89.78980892 37.21019108] ; [21.21019108  8.78980892],1
p11,1,1e-06,23.681132,[84 44] ; [ 5 25],[72.10126582 55.89873418] ; [16.89873418 13.10126582],1
p2,1,4e-05,16.862656,[88 37] ; [ 9 21],[78.22580645 46.77419355] ; [18.77419355 11.22580645],1
v2,1,0.000147,14.415787,[62 55] ; [ 4 25],[52.89041096 64.10958904] ; [13.10958904 15.89041096],1
s2,1,0.000194,13.892261,[49 78] ; [ 1 29],[40.44585987 86.55414013] ; [ 9.55414013 20.44585987],1
s6,1,0.000197,13.854936,[65 63] ; [ 4 26],[55.89873418 72.10126582] ; [13.10126582 16.89873418],1
a1,1,0.0003,13.069814,[  5 123] ; [ 7 23],[  9.72151899 118.27848101] ; [ 2.27848101 27.72151899],1
r2,1,0.000325,12.923088,[113  13] ; [19 11],[106.61538462  19.38461538] ; [25.38461538  4.61538462],1
p4,1,0.0009,11.022222,[58 67] ; [ 4 26],[50. 75.] ; [12. 18.],1
d4,1,0.002213,9.364067,[98 28] ; [15 15],[91.26923077 34.73076923] ; [21.73076923  8.26923077],0
p8,1,0.006246,7.47791,[51 74] ; [ 4 25],[44.64285714 80.35714286] ; [10.35714286 18.64285714],0
a5,1,0.006934,7.290102,[89 39] ; [13 17],[82.63291139 45.36708861] ; [19.36708861 10.63291139],0
s8,1,0.010996,6.465916,[37 91] ; [ 2 28],[31.59493671 96.40506329] ; [ 7.40506329 22.59493671],0
b5,1,0.012371,6.256889,[83 45] ; [12 18],[76.96202532 51.03797468] ; [18.03797468 11.96202532],0
p10,1,0.012792,6.197666,[75 50] ; [10 19],[68.99350649 56.00649351] ; [16.00649351 12.99350649],0
p7,1,0.015929,5.810652,[64 58] ; [ 8 21],[58.17218543 63.82781457] ; [13.82781457 15.17218543],0
d3,1,0.018725,5.527019,[80 46] ; [12 18],[74.30769231 51.69230769] ; [17.69230769 12.30769231],0
d5,1,0.020136,5.400083,[95 32] ; [16 14],[89.78980892 37.21019108] ; [21.21019108  8.78980892],0
p9,1,0.022669,5.193657,[85 41] ; [13 16],[79.66451613 46.33548387] ; [18.33548387 10.66451613],0
b2,1,0.027149,4.88131,[17 55] ; [9 9],[20.8 51.2] ; [ 5.2 12.8],0
b3,1,0.027149,4.88131,[17 55] ; [9 9],[20.8 51.2] ; [ 5.2 12.8],0
d1,1,0.030725,4.668289,[62 66] ; [ 8 22],[56.70886076 71.29113924] ; [13.29113924 16.70886076],0
s3,1,0.034914,4.449389,[62 64] ; [ 8 21],[56.90322581 69.09677419] ; [13.09677419 15.90322581],0
b1,1,0.047966,3.911168,[64 64] ; [21  9],[68.86075949 59.13924051] ; [16.13924051 13.86075949],0
u3,1,0.060074,3.535354,[28 16] ; [4 8],[25.14285714 18.85714286] ; [6.85714286 5.14285714],0
u2,1,0.065063,3.403367,[31 13] ; [5 7],[28.28571429 15.71428571] ; [7.71428571 4.28571429],0
p3,1,0.069983,3.283419,[42 83] ; [ 5 25],[37.90322581 87.09677419] ; [ 9.09677419 20.90322581],0
n5,1,0.07623,3.14351,[53 73] ; [18 12],[57.34615385 68.65384615] ; [13.65384615 16.34615385],0
n3,1,0.083289,2.999514,[28 11] ; [7 8],[25.27777778 13.72222222] ; [9.72222222 5.27777778],0
a7,1,0.109067,2.567688,[88 40] ; [16 14],[84.25316456 43.74683544] ; [19.74683544 10.25316456],0
a6,1,0.137489,2.205835,[86 41] ; [16 14],[82.50955414 44.49044586] ; [19.49044586 10.50955414],0
p6,1,0.14076,2.169634,[21 99] ; [ 2 28],[ 18.4 101.6] ; [ 4.6 25.4],0
s7,1,0.163616,1.940484,[33 86] ; [ 4 23],[30.15753425 88.84246575] ; [ 6.84246575 20.15753425],0
n1,1,0.176912,1.823377,[13 26] ; [8 7],[15.16666667 23.83333333] ; [5.83333333 9.16666667],0
p1,1,0.192162,1.700964,[  8 119] ; [ 4 26],[  9.70700637 117.29299363] ; [ 2.29299363 27.70700637],0
n2,1,0.223314,1.482945,[29 12] ; [8 7],[27.08928571 13.91071429] ; [9.91071429 5.08928571],0
v3,1,0.351232,0.869,[33 83] ; [ 6 24],[30.98630137 85.01369863] ; [ 8.01369863 21.98630137],0
s5,1,0.381321,0.766437,[ 20 102] ; [ 3 27],[ 18.46052632 103.53947368] ; [ 4.53947368 25.46052632],0
a4,1,0.402968,0.699451,[45 83] ; [13 17],[46.98734177 81.01265823] ; [11.01265823 18.98734177],0
v1,1,0.445131,0.58302,[55 69] ; [11 19],[53.14285714 70.85714286] ; [12.85714286 17.14285714],0
a8,1,0.449024,0.573115,[ 14 105] ; [ 2 27],[ 12.86486486 106.13513514] ; [ 3.13513514 25.86486486],0
p5,1,0.499889,0.455172,[  5 120] ; [ 2 27],[  5.68181818 119.31818182] ; [ 1.31818182 27.68181818],0
b4,1,0.708866,0.139412,[72 56] ; [18 12],[72.91139241 55.08860759] ; [17.08860759 12.91139241],0
d2,1,0.724997,0.123755,[51 76] ; [11 19],[50.15286624 76.84713376] ; [11.84713376 18.15286624],0
a3,1,0.778203,0.079334,[83 45] ; [18 11],[82.34394904 45.65605096] ; [18.65605096 10.34394904],0
n4,1,0.861295,0.030529,[66 62] ; [16 14],[66.43037975 61.56962025] ; [15.56962025 14.43037975],0
a2,1,0.8665,0.02826,[ 23 105] ; [ 5 25],[ 22.6835443 105.3164557] ; [ 5.3164557 24.6835443],0
s1,1,0.957421,0.002851,[  8 117] ; [ 2 28],[  8.06451613 116.93548387] ; [ 1.93548387 28.06451613],0
