Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,177.733494,[498  62] ; [57 92],[438.36389281 121.63610719] ; [116.63610719  32.36389281],1
n6,1,0.0,46.858505,[512  47] ; [105  44],[487.15112994  71.84887006] ; [129.84887006  19.15112994],1
p4,1,2e-06,22.607842,[376 184] ; [69 81],[350.98591549 209.01408451] ; [94.01408451 55.98591549],1
p3,1,9e-06,19.771722,[318 242] ; [55 96],[293.78340366 266.21659634] ; [79.21659634 71.78340366],1
s7,1,3e-05,17.433699,[301 235] ; [54 93],[278.59443631 257.40556369] ; [76.40556369 70.59443631],1
a5,1,0.000133,14.598123,[442 120] ; [96 55],[424.06171108 137.93828892] ; [113.93828892  37.06171108],1
d2,1,0.000224,13.617051,[287 272] ; [52 99],[266.9028169 292.0971831] ; [72.0971831 78.9028169],1
p6,1,0.000324,12.92549,[231 324] ; [ 38 111],[212.06676136 342.93323864] ; [56.93323864 92.06676136],1
a3,1,0.000544,11.95947,[424 136] ; [93 58],[407.20112518 152.79887482] ; [109.79887482  41.20112518],1
a2,1,0.000577,11.849467,[150 412] ; [ 20 131],[133.99719495 428.00280505] ; [ 36.00280505 114.99719495],1
a4,1,0.000584,11.825473,[270 291] ; [ 49 102],[251.34691011 309.65308989] ; [67.65308989 83.34691011],1
v3,1,0.00101,10.809413,[243 302] ; [ 42 101],[225.7630814 319.2369186] ; [59.2369186 83.7630814],0
d1,1,0.0012,10.490611,[357 205] ; [74 77],[339.72230014 222.27769986] ; [91.27769986 59.72230014],0
a8,1,0.001308,10.330579,[ 82 428] ; [  8 135],[ 70.29096478 439.70903522] ; [ 19.70903522 123.29096478],0
s4,1,0.001425,10.173355,[ 85 470] ; [ 40 111],[ 98.26487252 456.73512748] ; [ 26.73512748 124.26487252],0
r1,1,0.001943,9.602331,[469  91] ; [109  41],[455.88732394 104.11267606] ; [122.11267606  27.88732394],0
p2,1,0.003262,8.654702,[493  67] ; [118  32],[481.91549296  78.08450704] ; [129.08450704  20.91549296],0
v1,1,0.003403,8.577767,[322 223] ; [67 80],[306.36560694 238.63439306] ; [82.63439306 64.36560694],0
r4,1,0.004159,8.213254,[532  30] ; [133  18],[524.1654979  37.8345021] ; [140.8345021  10.1654979],0
p11,1,0.004372,8.122586,[491  71] ; [118  33],[480.02524544  81.97475456] ; [128.97475456  22.02524544],0
s8,1,0.004942,7.900381,[283 276] ; [57 94],[267.69014085 291.30985915] ; [72.30985915 78.69014085],0
d5,1,0.005141,7.829118,[473  87] ; [112  38],[461.4084507  98.5915493] ; [123.5915493  26.4084507],0
u1,1,0.007032,7.264879,[113 449] ; [ 16 135],[101.6802244 460.3197756] ; [ 27.3197756 123.6802244],0
p5,1,0.015964,5.806792,[ 78 480] ; [ 10 140],[ 69.3559322 488.6440678] ; [ 18.6440678 131.3559322],0
r2,1,0.01836,5.561489,[534  22] ; [137  13],[528.43626062  27.56373938] ; [142.56373938   7.43626062],0
p8,1,0.022605,5.198618,[320 234] ; [71 79],[307.69034091 246.30965909] ; [83.30965909 66.69034091],0
p7,1,0.025494,4.990014,[385 167] ; [87 58],[373.80774749 178.19225251] ; [98.19225251 46.80774749],0
p12,1,0.029995,4.709601,[ 58 501] ; [  7 144],[ 51.17605634 507.82394366] ; [ 13.82394366 137.17605634],0
