Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,177.733494,[498  62] ; [57 92],[438.36389281 121.63610719] ; [116.63610719  32.36389281],1
d4,1,0.087203,2.925272,[474  86] ; [119  32],[467.0604782  92.9395218] ; [125.9395218  25.0604782],0
v2,1,0.088064,2.909409,[330 210] ; [75 66],[321.14537445 218.85462555] ; [83.85462555 57.14537445],0
n1,1,0.136961,2.211772,[35 51] ; [14 36],[30.98529412 55.01470588] ; [18.01470588 31.98529412],0
b1,1,0.180417,1.794187,[208 354] ; [ 47 104],[200.99579243 361.00420757] ; [54.00420757 96.99579243],0
a7,1,0.206506,1.59575,[409 152] ; [117  33],[415.02953586 145.97046414] ; [110.97046414  39.02953586],0
s1,1,0.20668,1.594533,[ 18 536] ; [  2 149],[ 15.71631206 538.28368794] ; [  4.28368794 146.71631206],0
s3,1,0.213485,1.547633,[330 226] ; [80 69],[323.34751773 232.65248227] ; [86.65248227 62.34751773],0
p1,1,0.23403,1.416201,[ 51 510] ; [  9 140],[ 47.4084507 513.5915493] ; [ 12.5915493 136.4084507],0
n3,1,0.234179,1.4153,[68 18] ; [35 15],[65.13235294 20.86764706] ; [37.86764706 12.13235294],0
s2,1,0.277376,1.179902,[308 249] ; [76 75],[302.10169492 254.89830508] ; [81.89830508 69.10169492],0
b3,1,0.280808,1.163177,[143 211] ; [22 44],[139.07142857 214.92857143] ; [25.92857143 40.07142857],0
b2,1,0.280808,1.163177,[143 211] ; [22 44],[139.07142857 214.92857143] ; [25.92857143 40.07142857],0
s6,1,0.386211,0.750837,[389 159] ; [101  49],[384.6991404 163.3008596] ; [105.3008596  44.6991404],0
a6,1,0.461619,0.541967,[392 168] ; [101  50],[388.29817159 171.70182841] ; [104.70182841  46.29817159],0
b4,1,0.48691,0.483348,[321 241] ; [91 60],[324.74614306 237.25385694] ; [87.25385694 63.74614306],0
b5,1,0.523784,0.406436,[330 232] ; [93 58],[333.41654979 228.58345021] ; [89.58345021 61.41654979],0
u2,1,0.562923,0.334668,[81 57] ; [36 21],[82.8 55.2] ; [34.2 22.8],0
u4,1,0.605861,0.266246,[ 11 551] ; [  2 149],[ 10.24684432 551.75315568] ; [  2.75315568 148.24684432],0
a1,1,0.666188,0.186094,[ 27 535] ; [  6 145],[ 26.0112202 535.9887798] ; [  6.9887798 144.0112202],0
p9,1,0.76899,0.086257,[531  30] ; [142   9],[530.27106742  30.72893258] ; [142.72893258   8.27106742],0
v4,1,0.890052,0.01911,[538  21] ; [144   6],[537.7122708  21.2877292] ; [144.2877292   5.7122708],0
s5,1,0.932919,0.007085,[196 342] ; [53 94],[195.5649635 342.4350365] ; [53.4350365 93.5649635],0
d3,1,0.951889,0.00364,[393 168] ; [104  45],[392.7 168.3] ; [104.3  44.7],0
n2,1,0.970814,0.001339,[66 20] ; [39 12],[65.91240876 20.08759124] ; [39.08759124 11.91240876],0
u3,1,0.976176,0.000892,[81 57] ; [33 23],[81.09278351 56.90721649] ; [32.90721649 23.09278351],0
