Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,148.14196,[ 19 131] ; [207  72],[79.02097902 70.97902098] ; [146.97902098 132.02097902],1
d4,1,0.0,113.019154,[92 58] ; [276   3],[128.67132867  21.32867133] ; [239.32867133  39.67132867],1
d5,1,0.0,101.027529,[94 56] ; [274   5],[128.67132867  21.32867133] ; [239.32867133  39.67132867],1
d3,1,0.0,89.570521,[67 83] ; [244  35],[108.74125874  41.25874126] ; [202.25874126  76.74125874],1
a2,1,0.0,48.058595,[  9 141] ; [103 177],[ 39.06976744 110.93023256] ; [ 72.93023256 207.06976744],1
a4,1,0.0,40.341095,[ 40 110] ; [164 115],[71.32867133 78.67132867] ; [132.67132867 146.32867133],1
u1,1,0.0,31.743571,[  9 141] ; [ 82 198],[ 31.74418605 118.25581395] ; [ 59.25581395 220.74418605],1
a5,1,0.0,28.21875,[99 51] ; [245  35],[120.  30.] ; [224.  56.],1
a3,1,4e-06,21.335439,[97 53] ; [235  44],[116.08391608  33.91608392] ; [215.91608392  63.08391608],1
a6,1,0.00049,12.152991,[89 61] ; [210  68],[104.78971963  45.21028037] ; [194.21028037  83.78971963],1
s2,1,0.000548,11.944043,[64 85] ; [168 110],[80.95550351 68.04449649] ; [151.04449649 126.95550351],1
p4,1,0.000788,11.270281,[81 69] ; [194  82],[96.83098592 53.16901408] ; [178.16901408  97.83098592],1
n4,1,0.004893,7.918619,[110  40] ; [236  43],[120.97902098  29.02097902] ; [225.02097902  53.97902098],0
s8,1,0.012211,6.280024,[63 87] ; [151 125],[75.35211268 74.64788732] ; [138.64788732 137.35211268],0
a7,1,0.019411,5.464094,[103  46] ; [222  58],[112.87878788  36.12121212] ; [212.12121212  67.87878788],0
v3,1,0.034311,4.479133,[74 75] ; [163 107],[84.27923628 64.72076372] ; [152.72076372 117.27923628],0
u4,1,0.050315,3.830917,[  1 149] ; [ 11 269],[  4.18604651 145.81395349] ; [  7.81395349 272.18604651],0
s3,1,0.053368,3.732353,[76 73] ; [167 108],[85.39386792 63.60613208] ; [157.60613208 117.39386792],0
b5,1,0.055152,3.677477,[80 70] ; [176 104],[89.30232558 60.69767442] ; [166.69767442 113.30232558],0
p12,1,0.063243,3.450239,[ 11 139] ; [ 37 242],[ 16.78321678 133.21678322] ; [ 31.21678322 247.78321678],0
p3,1,0.095017,2.787247,[77 73] ; [166 112],[85.1635514 64.8364486] ; [157.8364486 120.1635514],0
s7,1,0.099826,2.708324,[70 71] ; [157 113],[77.87591241 63.12408759] ; [149.12408759 120.87591241],0
r2,1,0.102868,2.660508,[137   9] ; [269   8],[140.13238771   5.86761229] ; [265.86761229  11.13238771],0
v4,1,0.104443,2.63636,[138   9] ; [270   8],[141.12   5.88] ; [266.88  11.12],0
r4,1,0.184835,1.758317,[135  15] ; [262  18],[138.48837209  11.51162791] ; [258.51162791  21.48837209],0
n6,1,0.188558,1.728845,[126  22] ; [247  29],[130.19811321  17.80188679] ; [242.80188679  33.19811321],0
b3,1,0.232824,1.423525,[30 58] ; [ 75 105],[34.47761194 53.52238806] ; [ 70.52238806 109.47761194],0
b2,1,0.232824,1.423525,[30 58] ; [ 75 105],[34.47761194 53.52238806] ; [ 70.52238806 109.47761194],0
u2,1,0.24028,1.37895,[25 27] ; [27 18],[27.87628866 24.12371134] ; [24.12371134 20.87628866],0
p8,1,0.244507,1.354417,[80 70] ; [161 111],[85.66350711 64.33649289] ; [155.33649289 116.66350711],0
n2,1,0.255251,1.294332,[31  6] ; [33 12],[28.87804878  8.12195122] ; [35.12195122  9.87804878],0
n1,1,0.302618,1.062623,[10 27] ; [17 28],[12.18292683 24.81707317] ; [14.81707317 30.18292683],0
a8,1,0.317315,0.999982,[ 18 122] ; [ 41 205],[ 21.39896373 118.60103627] ; [ 37.60103627 208.39896373],0
s5,1,0.325506,0.966695,[51 95] ; [106 160],[55.63592233 90.36407767] ; [101.36407767 164.63592233],0
b4,1,0.349466,0.875396,[83 67] ; [168 112],[87.55813953 62.44186047] ; [163.44186047 116.55813953],0
r3,1,0.42291,0.642215,[147   2] ; [272   7],[145.86682243   3.13317757] ; [273.13317757   5.86682243],0
