Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.89356,[ 5 62] ; [28 27],[18.12295082 48.87704918] ; [14.87704918 40.12295082],1
a3,1,0.0,28.743575,[21 45] ; [45 11],[35.70491803 30.29508197] ; [30.29508197 25.70491803],1
d1,1,0.0,26.226013,[ 9 58] ; [32 24],[22.33333333 44.66666667] ; [18.66666667 37.33333333],1
d5,1,4e-06,21.295432,[30 36] ; [48  8],[42.19672131 23.80327869] ; [35.80327869 20.19672131],1
d2,1,6e-06,20.356974,[14 53] ; [33 21],[26.02479339 40.97520661] ; [20.97520661 33.02479339],1
d4,1,8.1e-05,15.542275,[32 35] ; [46 10],[42.48780488 24.51219512] ; [35.51219512 20.48780488],1
a6,1,0.00016,14.246916,[25 42] ; [40 16],[35.40650407 31.59349593] ; [29.59349593 26.40650407],1
a7,1,0.073655,3.199627,[33 33] ; [37 19],[37.86885246 28.13114754] ; [32.13114754 23.86885246],0
p2,1,0.086808,2.932599,[42 24] ; [27 29],[37.32786885 28.67213115] ; [31.67213115 24.32786885],0
n5,1,0.101226,2.68612,[37 30] ; [39 17],[41.39837398 25.60162602] ; [34.60162602 21.39837398],0
s8,1,0.101317,2.684689,[ 9 58] ; [14 42],[12.52845528 54.47154472] ; [10.47154472 45.52845528],0
a8,1,0.105352,2.622598,[ 2 59] ; [ 6 49],[ 4.20689655 56.79310345] ; [ 3.79310345 51.20689655],0
n4,1,0.120966,2.404774,[35 32] ; [37 19],[39.2195122 27.7804878] ; [32.7804878 23.2195122],0
p10,1,0.121863,2.393207,[34 29] ; [38 18],[38.11764706 24.88235294] ; [33.88235294 22.11764706],0
s7,1,0.122202,2.388865,[13 53] ; [17 36],[16.63865546 49.36134454] ; [13.36134454 39.63865546],0
n1,1,0.147248,2.100533,[ 4 19] ; [ 9 16],[ 6.22916667 16.77083333] ; [ 6.77083333 18.22916667],0
u1,1,0.156504,2.007687,[ 2 65] ; [ 5 51],[ 3.81300813 63.18699187] ; [ 3.18699187 52.81300813],0
b2,1,0.228199,1.452053,[13 27] ; [14 16],[15.42857143 24.57142857] ; [11.57142857 18.42857143],0
b3,1,0.228199,1.452053,[13 27] ; [14 16],[15.42857143 24.57142857] ; [11.57142857 18.42857143],0
p5,1,0.235033,1.410141,[ 1 65] ; [ 3 53],[ 2.16393443 63.83606557] ; [ 1.83606557 54.16393443],0
p9,1,0.246905,1.340729,[42 22] ; [40 13],[44.85470085 19.14529915] ; [37.14529915 15.85470085],0
d3,1,0.249246,1.327523,[28 37] ; [30 26],[31.15702479 33.84297521] ; [26.84297521 29.15702479],0
p7,1,0.253778,1.302387,[25 39] ; [16 39],[22.05042017 41.94957983] ; [18.94957983 36.05042017],0
p6,1,0.289085,1.123879,[13 51] ; [ 7 47],[10.84745763 53.15254237] ; [ 9.15254237 44.84745763],0
s5,1,0.290001,1.119617,[10 55] ; [12 40],[12.22222222 52.77777778] ; [ 9.77777778 42.22222222],0
s2,1,0.290197,1.118706,[18 49] ; [20 36],[20.69918699 46.30081301] ; [17.30081301 38.69918699],0
v1,1,0.295632,1.093795,[17 49] ; [18 34],[19.57627119 46.42372881] ; [15.42372881 36.57627119],0
s6,1,0.323366,0.975283,[23 43] ; [24 31],[25.63636364 40.36363636] ; [21.36363636 33.63636364],0
n2,1,0.363141,0.827002,[14  9] ; [19  7],[15.48979592  7.51020408] ; [17.51020408  8.48979592],0
r2,1,0.402065,0.702143,[49 17] ; [42 10],[50.89830508 15.10169492] ; [40.10169492 11.89830508],0
s1,1,0.411783,0.673647,[ 3 64] ; [ 1 54],[ 2.19672131 64.80327869] ; [ 1.80327869 53.19672131],0
p8,1,0.412278,0.672222,[20 46] ; [13 42],[18. 48.] ; [15. 40.],0
r4,1,0.438383,0.600512,[30 37] ; [29 27],[32.13821138 34.86178862] ; [26.86178862 29.13821138],0
s4,1,0.450383,0.569689,[17 50] ; [11 45],[15.25203252 51.74796748] ; [12.74796748 43.25203252],0
n6,1,0.494426,0.466881,[44 23] ; [40 16],[45.75609756 21.24390244] ; [38.24390244 17.75609756],0
v3,1,0.50675,0.440771,[16 50] ; [16 38],[17.6 48.4] ; [14.4 39.6],0
r3,1,0.519447,0.414991,[49 18] ; [43 12],[50.52459016 16.47540984] ; [41.47540984 13.52459016],0
a1,1,0.530373,0.393678,[ 4 63] ; [ 5 51],[ 4.90243902 62.09756098] ; [ 4.09756098 51.90243902],0
p1,1,0.537394,0.380391,[ 7 59] ; [ 8 48],[ 8.1147541 57.8852459] ; [ 6.8852459 49.1147541],0
b1,1,0.56974,0.323118,[23 44] ; [22 34],[24.51219512 42.48780488] ; [20.48780488 35.51219512],0
v2,1,0.609389,0.261065,[20 45] ; [19 35],[21.30252101 43.69747899] ; [17.69747899 36.30252101],0
p11,1,0.628316,0.234351,[39 28] ; [35 21],[40.30894309 26.69105691] ; [33.69105691 22.30894309],0
u2,1,0.640263,0.218398,[17 28] ; [5 6],[17.67857143 27.32142857] ; [4.32142857 6.67857143],0
b4,1,0.648727,0.207509,[41 26] ; [32 24],[39.76422764 27.23577236] ; [33.23577236 22.76422764],0
u3,1,0.703925,0.144421,[14 32] ; [4 7],[14.52631579 31.47368421] ; [3.47368421 7.52631579],0
p3,1,0.742271,0.108141,[13 54] ; [12 43],[13.7295082 53.2704918] ; [11.2704918 43.7295082],0
v4,1,0.745122,0.105676,[49 17] ; [43 13],[49.7704918 16.2295082] ; [42.2295082 13.7704918],0
b5,1,0.751354,0.100396,[40 27] ; [35 21],[40.85365854 26.14634146] ; [34.14634146 21.85365854],0
