Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.60645,[68 13] ; [12 37],[49.84615385 31.15384615] ; [30.15384615 18.84615385],1
r2,1,0.000225,13.608273,[73  8] ; [29 17],[65.05511811 15.94488189] ; [36.94488189  9.05511811],1
r3,1,0.000233,13.547749,[71  9] ; [30 19],[62.63565891 17.36434109] ; [38.36434109 10.63565891],1
d4,1,0.010519,6.544832,[64 16] ; [29 20],[57.6744186 22.3255814] ; [35.3255814 13.6744186],0
d5,1,0.010784,6.500511,[62 19] ; [27 22],[55.45384615 25.54615385] ; [33.54615385 15.45384615],0
a7,1,0.014731,5.94835,[57 24] ; [24 25],[50.46923077 30.53076923] ; [30.53076923 18.46923077],0
v4,1,0.016782,5.718986,[67 12] ; [32 16],[61.58267717 17.41732283] ; [37.41732283 10.58267717],0
d3,1,0.020087,5.404357,[54 27] ; [22 26],[47.72093023 33.27906977] ; [28.27906977 19.72093023],0
a2,1,0.038287,4.292242,[18 63] ; [ 4 45],[13.70769231 67.29230769] ; [ 8.29230769 40.70769231],0
a3,1,0.044042,4.054966,[55 25] ; [25 24],[49.6124031 30.3875969] ; [30.3875969 18.6124031],0
d1,1,0.049271,3.866103,[39 42] ; [15 34],[33.64615385 47.35384615] ; [20.35384615 28.64615385],0
u3,1,0.049465,3.859509,[19  7] ; [11 13],[15.6 10.4] ; [14.4  9.6],0
a1,1,0.063004,3.456478,[ 3 78] ; [ 6 43],[ 5.60769231 75.39230769] ; [ 3.39230769 45.60769231],0
a6,1,0.065702,3.38726,[56 25] ; [26 23],[51.09230769 29.90769231] ; [30.90769231 18.09230769],0
u2,1,0.093041,2.820948,[19  7] ; [12 12],[16.12  9.88] ; [14.88  9.12],0
a5,1,0.093358,2.815494,[47 34] ; [21 28],[42.36923077 38.63076923] ; [25.63076923 23.36923077],0
a4,1,0.100575,2.696394,[33 48] ; [13 36],[28.66153846 52.33846154] ; [17.33846154 31.66153846],0
p2,1,0.10384,2.645552,[57 24] ; [27 21],[52.74418605 28.25581395] ; [31.25581395 16.74418605],0
s6,1,0.108239,2.579753,[41 39] ; [18 31],[36.58914729 43.41085271] ; [22.41085271 26.58914729],0
n5,1,0.126201,2.338628,[31 48] ; [26 23],[35.1796875 43.8203125] ; [21.8203125 27.1796875],0
p1,1,0.140174,2.176052,[ 3 77] ; [ 5 44],[ 4.96124031 75.03875969] ; [ 3.03875969 45.96124031],0
p3,1,0.163692,1.939781,[28 53] ; [11 37],[24.48837209 56.51162791] ; [14.51162791 33.48837209],0
p8,1,0.166309,1.915899,[30 50] ; [12 35],[26.45669291 53.54330709] ; [15.54330709 31.45669291],0
s4,1,0.168248,1.898487,[12 69] ; [12 37],[14.95384615 66.04615385] ; [ 9.04615385 39.95384615],0
v1,1,0.178527,1.809842,[33 46] ; [14 33],[29.46825397 49.53174603] ; [17.53174603 29.46825397],0
b4,1,0.188309,1.730795,[46 35] ; [22 27],[42.36923077 38.63076923] ; [25.63076923 23.36923077],0
p11,1,0.19978,1.643982,[49 32] ; [24 25],[45.48461538 35.51538462] ; [27.51538462 21.48461538],0
n1,1,0.205145,1.605359,[10 21] ; [10 10],[12.15686275 18.84313725] ; [ 7.84313725 12.15686275],0
p5,1,0.282214,1.156396,[ 2 79] ; [ 3 45],[ 3.13953488 77.86046512] ; [ 1.86046512 46.13953488],0
b1,1,0.297494,1.085395,[42 39] ; [30 19],[44.86153846 36.13846154] ; [27.13846154 21.86153846],0
u1,1,0.320881,0.985352,[ 7 74] ; [ 2 47],[ 5.60769231 75.39230769] ; [ 3.39230769 45.60769231],0
v2,1,0.351486,0.868086,[28 47] ; [14 34],[25.6097561 49.3902439] ; [16.3902439 31.6097561],0
s8,1,0.386425,0.750163,[22 59] ; [10 39],[19.93846154 61.06153846] ; [12.06153846 36.93846154],0
n4,1,0.390626,0.736993,[41 40] ; [21 28],[38.63076923 42.36923077] ; [23.36923077 25.63076923],0
b5,1,0.422996,0.641975,[52 29] ; [28 21],[49.84615385 31.15384615] ; [30.15384615 18.84615385],0
s5,1,0.440807,0.59418,[17 59] ; [ 8 40],[15.32258065 60.67741935] ; [ 9.67741935 38.32258065],0
b2,1,0.482225,0.493826,[12 36] ; [10 21],[13.36708861 34.63291139] ; [ 8.63291139 22.36708861],0
b3,1,0.482225,0.493826,[12 36] ; [10 21],[13.36708861 34.63291139] ; [ 8.63291139 22.36708861],0
s3,1,0.50871,0.436719,[42 39] ; [22 26],[40.18604651 40.81395349] ; [23.81395349 24.18604651],0
p4,1,0.643666,0.213979,[31 49] ; [17 32],[29.76744186 50.23255814] ; [18.23255814 30.76744186],0
p6,1,0.65934,0.194326,[17 60] ; [12 35],[18.00806452 58.99193548] ; [10.99193548 36.00806452],0
p7,1,0.690332,0.158727,[40 36] ; [23 24],[38.92682927 37.07317073] ; [24.07317073 22.92682927],0
s2,1,0.692808,0.156062,[27 54] ; [18 31],[28.03846154 52.96153846] ; [16.96153846 32.03846154],0
d2,1,0.719003,0.12945,[34 47] ; [19 30],[33.02307692 47.97692308] ; [19.97692308 29.02307692],0
p12,1,0.731111,0.118094,[ 1 78] ; [ 1 48],[ 1.234375 77.765625] ; [ 0.765625 48.234375],0
p10,1,0.797067,0.066123,[43 36] ; [25 23],[42.2992126 36.7007874] ; [25.7007874 22.2992126],0
n2,1,0.847837,0.036817,[20 11] ; [13  8],[19.67307692 11.32692308] ; [13.32692308  7.67307692],0
n3,1,0.890936,0.018802,[18 12] ; [13  8],[18.23529412 11.76470588] ; [12.76470588  8.23529412],0
p9,1,0.918056,0.010585,[47 32] ; [29 19],[47.27559055 31.72440945] ; [28.72440945 19.27559055],0
s1,1,0.935714,0.006506,[ 3 76] ; [ 2 47],[ 3.0859375 75.9140625] ; [ 1.9140625 47.0859375],0
a8,1,0.964911,0.001935,[ 8 67] ; [ 5 43],[ 7.92682927 67.07317073] ; [ 5.07317073 42.92682927],0
s7,1,0.967447,0.001665,[22 51] ; [14 33],[21.9 51.1] ; [14.1 32.9],0
