Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.9e-05,15.851561,[41 16] ; [38 60],[29.0516129 27.9483871] ; [49.9483871 48.0516129],1
a5,1,0.039785,4.227023,[46 12] ; [65 37],[40.2375 17.7625] ; [70.7625 31.2375],0
n4,1,0.04745,3.929353,[44 14] ; [61 40],[38.30188679 19.69811321] ; [66.69811321 34.30188679],0
p4,1,0.055144,3.67774,[32 23] ; [43 59],[26.27388535 28.72611465] ; [48.72611465 53.27388535],0
v1,1,0.067498,3.342852,[32 26] ; [41 61],[26.4625 31.5375] ; [46.5375 55.4625],0
u1,1,0.082205,3.020752,[15 43] ; [15 87],[10.875 47.125] ; [19.125 82.875],0
s8,1,0.09743,2.747113,[28 29] ; [36 65],[23.08860759 33.91139241] ; [40.91139241 60.08860759],0
b4,1,0.099915,2.706902,[39 19] ; [55 47],[34.075 23.925] ; [59.925 42.075],0
v4,1,0.120337,2.412931,[55  3] ; [88 13],[52.16352201  5.83647799] ; [90.83647799 10.16352201],0
s2,1,0.127653,2.320811,[34 23] ; [48 54],[29.39622642 27.60377358] ; [52.60377358 49.39622642],0
p3,1,0.134601,2.238616,[26 30] ; [35 67],[21.62025316 34.37974684] ; [39.37974684 62.62025316],0
a7,1,0.139012,2.188864,[40 18] ; [81 21],[43.8625 14.1375] ; [77.1375 24.8625],0
p8,1,0.188447,1.729717,[24 33] ; [32 69],[20.20253165 36.79746835] ; [35.79746835 65.20253165],0
s4,1,0.198408,1.654052,[ 9 48] ; [25 77],[12.18867925 44.81132075] ; [21.81132075 80.18867925],0
a1,1,0.214913,1.53802,[ 5 53] ; [ 4 98],[ 3.2625 54.7375] ; [ 5.7375 96.2625],0
s3,1,0.216283,1.528864,[28 30] ; [59 42],[31.73584906 26.26415094] ; [55.26415094 45.73584906],0
s5,1,0.252907,1.307171,[22 34] ; [29 67],[18.78947368 37.21052632] ; [32.21052632 63.78947368],0
p12,1,0.257618,1.281513,[ 3 54] ; [ 2 99],[ 1.80379747 55.19620253] ; [ 3.19620253 97.80379747],0
d3,1,0.267537,1.229332,[43 15] ; [67 35],[39.875 18.125] ; [70.125 31.875],0
r4,1,0.273208,1.200568,[52  6] ; [85 17],[49.6625  8.3375] ; [87.3375 14.6625],0
r2,1,0.280314,1.165566,[55  2] ; [94  8],[53.41509434  3.58490566] ; [95.58490566  6.41509434],0
n6,1,0.324734,0.969786,[43 14] ; [68 32],[40.29936306 16.70063694] ; [70.70063694 29.29936306],0
d2,1,0.351444,0.868237,[34 24] ; [52 50],[31.175 26.825] ; [54.825 47.175],0
n5,1,0.37763,0.778401,[40 18] ; [62 38],[37.44303797 20.55696203] ; [64.55696203 35.44303797],0
p5,1,0.399365,0.710236,[ 6 50] ; [ 7 95],[ 4.60759494 51.39240506] ; [ 8.39240506 93.60759494],0
n3,1,0.421425,0.646337,[13  4] ; [33 17],[11.67164179  5.32835821] ; [34.32835821 15.67164179],0
s6,1,0.430995,0.62014,[42 15] ; [67 32],[39.82692308 17.17307692] ; [69.17307692 29.82692308],0
p10,1,0.441552,0.592246,[36 20] ; [58 42],[33.74358974 22.25641026] ; [60.25641026 39.74358974],0
a2,1,0.450231,0.570071,[18 40] ; [26 76],[15.95 42.05] ; [28.05 73.95],0
b2,1,0.458395,0.549812,[ 7 23] ; [17 38],[ 8.47058824 21.52941176] ; [15.52941176 39.47058824],0
b3,1,0.458395,0.549812,[ 7 23] ; [17 38],[ 8.47058824 21.52941176] ; [15.52941176 39.47058824],0
b5,1,0.488466,0.479903,[39 19] ; [63 39],[36.975 21.025] ; [65.025 36.975],0
p2,1,0.493702,0.468449,[36 20] ; [71 31],[37.92405063 18.07594937] ; [69.07594937 32.92405063],0
n1,1,0.502316,0.45004,[ 6 10] ; [24 27],[7.1641791 8.8358209] ; [22.8358209 28.1641791],0
p1,1,0.552108,0.353554,[ 4 53] ; [10 92],[ 5.01886792 51.98113208] ; [ 8.98113208 93.01886792],0
s7,1,0.604291,0.268572,[27 23] ; [47 48],[25.51724138 24.48275862] ; [48.48275862 46.51724138],0
p6,1,0.607194,0.264282,[20 36] ; [32 69],[18.5477707 37.4522293] ; [33.4522293 67.5477707],0
u2,1,0.72975,0.119342,[9 9] ; [13 16],[8.42553191 9.57446809] ; [13.57446809 15.42553191],0
r3,1,0.730367,0.118775,[51  7] ; [86 14],[50.29113924  7.70886076] ; [86.70886076 13.29113924],0
d1,1,0.757314,0.095487,[35 23] ; [59 43],[34.075 23.925] ; [59.925 42.075],0
a3,1,0.807908,0.05911,[40 17] ; [72 28],[40.66242038 16.33757962] ; [71.33757962 28.66242038],0
u3,1,0.809465,0.058137,[10  7] ; [16 13],[9.60869565 7.39130435] ; [16.39130435 12.60869565],0
d4,1,0.829201,0.046538,[49  9] ; [84 17],[48.51572327  9.48427673] ; [84.48427673 16.51572327],0
s1,1,0.836939,0.042358,[ 4 53] ; [ 8 93],[ 4.32911392 52.67088608] ; [ 7.67088608 93.32911392],0
a8,1,0.856313,0.032786,[ 6 44] ; [10 81],[ 5.67375887 44.32624113] ; [10.32624113 80.67375887],0
a6,1,0.859334,0.031407,[35 23] ; [63 39],[35.525 22.475] ; [62.475 39.525],0
b1,1,0.882189,0.021962,[30 28] ; [54 48],[30.45 27.55] ; [53.55 48.45],0
p9,1,0.88546,0.020751,[36 21] ; [62 38],[35.57961783 21.42038217] ; [62.42038217 37.57961783],0
p7,1,0.940984,0.005481,[26 28] ; [48 53],[25.78064516 28.21935484] ; [48.21935484 52.78064516],0
d5,1,0.948236,0.004215,[48 10] ; [84 18],[47.85 10.15] ; [84.15 17.85],0
a4,1,0.976843,0.000843,[28 30] ; [49 52],[28.08805031 29.91194969] ; [48.91194969 52.08805031],0
n2,1,1.0,0.0,[12  6] ; [34 17],[12.  6.] ; [34. 17.],0
