Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,171.290714,[  7 102] ; [395 145],[67.51617874 41.48382126] ; [334.48382126 205.51617874],1
d5,1,0.0,120.040563,[52 57] ; [489  51],[90.86132512 18.13867488] ; [450.13867488  89.86132512],1
d3,1,0.0,84.033228,[36 73] ; [417 123],[76.0816641 32.9183359] ; [376.9183359 163.0816641],1
d2,1,0.0,40.106261,[27 82] ; [312 226],[57.11128284 51.88871716] ; [281.88871716 256.11128284],1
a3,1,0.0,31.470335,[57 51] ; [423 115],[80.24767802 27.75232198] ; [399.75232198 138.24767802],1
a4,1,1e-06,23.402786,[29 78] ; [284 255],[51.84365325 55.15634675] ; [261.15634675 277.84365325],1
u1,1,2e-06,22.75569,[  4 105] ; [129 411],[22.33744222 86.66255778] ; [110.66255778 429.33744222],1
a5,1,3e-06,22.09735,[66 43] ; [438 102],[84.64714946 24.35285054] ; [419.35285054 120.64714946],1
a2,1,6.7e-05,15.883271,[12 97] ; [159 381],[28.71956857 80.28043143] ; [142.28043143 397.71956857],1
s2,1,0.000205,13.781326,[38 67] ; [300 236],[55.36661466 49.63338534] ; [282.63338534 253.36661466],1
u2,1,0.002232,9.348353,[20 32] ; [74 42],[29.0952381 22.9047619] ; [64.9047619 51.0952381],0
p1,1,0.005016,7.873583,[18 90] ; [ 43 494],[10.21395349 97.78604651] ; [ 50.78604651 486.21395349],0
v2,1,0.008237,6.981115,[47 54] ; [318 206],[58.984 42.016] ; [306.016 217.984],0
r3,1,0.008463,6.932697,[103   6] ; [531   8],[106.64506173   2.35493827] ; [527.35493827  11.64506173],0
p4,1,0.010615,6.528635,[58 50] ; [357 179],[69.59627329 38.40372671] ; [345.40372671 190.59627329],0
p9,1,0.011143,6.442369,[83 23] ; [468  66],[91.259375 14.740625] ; [459.740625  74.259375],0
s8,1,0.013402,6.115223,[40 67] ; [271 266],[51.67236025 55.32763975] ; [259.32763975 277.67236025],0
p10,1,0.017255,5.670223,[81 25] ; [460  77],[89.18506998 16.81493002] ; [451.81493002  85.18506998],0
s7,1,0.019732,5.435448,[43 58] ; [285 231],[53.69205835 47.30794165] ; [274.30794165 241.69205835],0
p2,1,0.025203,5.009918,[85 23] ; [468  70],[92.45201238 15.54798762] ; [460.54798762  77.45201238],0
b3,1,0.028737,4.783328,[19 50] ; [144 202],[27.10120482 41.89879518] ; [135.89879518 210.10120482],0
b2,1,0.028737,4.783328,[19 50] ; [144 202],[27.10120482 41.89879518] ; [135.89879518 210.10120482],0
