Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,171.290714,[  7 102] ; [395 145],[67.51617874 41.48382126] ; [334.48382126 205.51617874],1
a7,1,0.031027,4.651445,[71 38] ; [405 134],[80.06790123 28.93209877] ; [395.93209877 143.06790123],0
s5,1,0.033222,4.534326,[27 75] ; [194 323],[36.41680129 65.58319871] ; [184.58319871 332.41680129],0
a1,1,0.043421,4.078933,[  1 108] ; [ 29 511],[  5.0385208 103.9614792] ; [ 24.9614792 515.0385208],0
s6,1,0.09847,2.730155,[65 38] ; [377 152],[72.03481013 30.96518987] ; [369.96518987 159.03481013],0
p6,1,0.12418,2.363788,[36 70] ; [223 308],[43.0989011 62.9010989] ; [215.9010989 315.0989011],0
u3,1,0.131153,2.278804,[26 26] ; [73 44],[30.46153846 21.53846154] ; [68.53846154 48.46153846],0
r1,1,0.133207,2.254731,[89 19] ; [473  66],[93.8114374 14.1885626] ; [468.1885626  70.8114374],0
s1,1,0.165105,1.926834,[ 6 99] ; [ 16 516],[  3.62637363 101.37362637] ; [ 18.37362637 513.62637363],0
n3,1,0.17554,1.834981,[18  2] ; [71 22],[15.75221239  4.24778761] ; [73.24778761 19.75221239],0
n2,1,0.201003,1.63507,[19  3] ; [69 25],[16.68965517  5.31034483] ; [71.31034483 22.68965517],0
p7,1,0.209182,1.577077,[64 41] ; [356 173],[69.55835962 35.44164038] ; [350.44164038 178.55835962],0
a6,1,0.223162,1.483922,[70 39] ; [378 161],[75.35802469 33.64197531] ; [372.64197531 166.35802469],0
p11,1,0.265449,1.240116,[86 23] ; [450  90],[90.02157165 18.97842835] ; [445.97842835  94.02157165],0
n6,1,0.283729,1.149142,[95 14] ; [488  51],[98.06635802 10.93364198] ; [484.93364198  54.06635802],0
s4,1,0.306847,1.044197,[19 88] ; [ 74 457],[15.59717868 91.40282132] ; [ 77.40282132 453.59717868],0
v1,1,0.33613,0.925135,[56 49] ; [309 220],[60.44952681 44.55047319] ; [304.55047319 224.44952681],0
n1,1,0.371169,0.799748,[12 10] ; [40 51],[10.12389381 11.87610619] ; [41.87610619 49.12389381],0
p8,1,0.440252,0.595625,[54 50] ; [297 233],[57.57728707 46.42271293] ; [293.42271293 236.57728707],0
b4,1,0.458014,0.550742,[60 49] ; [318 222],[63.4853621 45.5146379] ; [314.5146379 225.4853621],0
a8,1,0.478833,0.50152,[14 83] ; [ 85 404],[16.38737201 80.61262799] ; [ 82.61262799 406.38737201],0
b5,1,0.497017,0.4613,[69 40] ; [323 217],[65.8366718 43.1633282] ; [326.1633282 213.8366718],0
p3,1,0.504975,0.444466,[55 52] ; [296 243],[58.1377709 48.8622291] ; [292.8622291 246.1377709],0
s3,1,0.56611,0.329235,[58 46] ; [314 220],[60.63949843 43.36050157] ; [311.36050157 222.63949843],0
b1,1,0.567196,0.327397,[40 69] ; [214 326],[42.65947612 66.34052388] ; [211.34052388 328.65947612],0
v4,1,0.650665,0.205063,[106   2] ; [526  14],[105.33333333   2.66666667] ; [526.66666667  13.33333333],0
n5,1,0.687639,0.161654,[95 14] ; [461  77],[93.66924266 15.33075734] ; [462.33075734  75.66924266],0
p12,1,0.715986,0.132371,[ 9 98] ; [ 51 484],[10. 97.] ; [ 50. 485.],0
p5,1,0.835792,0.042965,[15 92] ; [ 71 464],[14.33333333 92.66666667] ; [ 71.66666667 463.33333333],0
v3,1,0.965616,0.001858,[46 59] ; [229 291],[46.2 58.8] ; [228.8 291.2],0
r2,1,0.982687,0.000471,[107   2] ; [526  10],[106.97209302   2.02790698] ; [526.02790698   9.97209302],0
