Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.767526,[91 25] ; [ 3 19],[79.01449275 36.98550725] ; [14.98550725  7.01449275],1
v4,1,1.7e-05,18.510451,[98 16] ; [10 12],[90.52941176 23.47058824] ; [17.47058824  4.52941176],1
r3,1,8.4e-05,15.465745,[97 19] ; [10 12],[89.94202899 26.05797101] ; [17.05797101  4.94202899],1
r1,1,0.000105,15.037063,[89 26] ; [ 8 14],[81.42335766 33.57664234] ; [15.57664234  6.42335766],1
s2,1,0.002036,9.51695,[44 71] ; [ 1 21],[37.77372263 77.22627737] ; [ 7.22627737 14.77372263],0
a6,1,0.002913,8.860941,[80 35] ; [ 8 14],[73.86861314 41.13138686] ; [14.13138686  7.86861314],0
u3,1,0.006003,7.549533,[29 11] ; [3 8],[25.09803922 14.90196078] ; [6.90196078 4.09803922],0
d5,1,0.010625,6.527015,[84 31] ; [10 12],[78.90510949 36.09489051] ; [15.09489051  6.90510949],0
b1,1,0.013334,6.124313,[51 65] ; [16  6],[56.31884058 59.68115942] ; [10.68115942 11.31884058],0
s3,1,0.013706,6.0756,[61 54] ; [ 5 16],[55.80882353 59.19117647] ; [10.19117647 10.80882353],0
d1,1,0.016285,5.77182,[53 63] ; [ 4 18],[47.91304348 68.08695652] ; [ 9.08695652 12.91304348],0
p3,1,0.029401,4.743999,[37 79] ; [ 2 20],[32.7826087 83.2173913] ; [ 6.2173913 15.7826087],0
p2,1,0.044433,4.040018,[74 42] ; [ 9 13],[69.76811594 46.23188406] ; [13.23188406  8.76811594],0
d3,1,0.057846,3.598087,[72 43] ; [ 9 13],[67.99270073 47.00729927] ; [13.00729927  8.99270073],0
v2,1,0.151847,2.053596,[45 62] ; [ 5 15],[42.12598425 64.87401575] ; [ 7.87401575 12.12598425],0
s7,1,0.205503,1.60283,[32 75] ; [ 3 16],[29.72222222 77.27777778] ; [ 5.27777778 13.72222222],0
s8,1,0.217746,1.519163,[30 86] ; [ 3 19],[27.73913043 88.26086957] ; [ 5.26086957 16.73913043],0
d2,1,0.230247,1.439335,[47 68] ; [ 6 16],[44.48905109 70.51094891] ; [ 8.51094891 13.48905109],0
s6,1,0.244887,1.352237,[52 63] ; [ 7 15],[49.52554745 65.47445255] ; [ 9.47445255 12.52554745],0
p11,1,0.248629,1.330988,[63 53] ; [ 9 13],[60.52173913 55.47826087] ; [11.47826087 10.52173913],0
p7,1,0.272977,1.201724,[42 70] ; [11 11],[44.29850746 67.70149254] ; [ 8.70149254 13.29850746],0
a3,1,0.284315,1.146349,[75 41] ; [11 10],[72.81751825 43.18248175] ; [13.18248175  7.81751825],0
a1,1,0.284569,1.145141,[  8 108] ; [ 3 19],[  9.24637681 106.75362319] ; [ 1.75362319 20.24637681],0
p8,1,0.288679,1.125773,[35 80] ; [ 4 17],[32.97794118 82.02205882] ; [ 6.02205882 14.97794118],0
d4,1,0.291775,1.111413,[85 29] ; [14  8],[82.98529412 31.01470588] ; [16.01470588  5.98529412],0
b3,1,0.298427,1.08121,[19 50] ; [ 2 12],[17.45783133 51.54216867] ; [ 3.54216867 10.45783133],0
b2,1,0.298427,1.08121,[19 50] ; [ 2 12],[17.45783133 51.54216867] ; [ 3.54216867 10.45783133],0
p10,1,0.314027,1.013665,[63 52] ; [ 9 12],[60.88235294 54.11764706] ; [11.11764706  9.88235294],0
n4,1,0.31518,1.008844,[61 55] ; [ 9 13],[58.84057971 57.15942029] ; [11.15942029 10.84057971],0
v3,1,0.316947,1.001503,[30 75] ; [ 4 18],[28.11023622 76.88976378] ; [ 5.88976378 16.11023622],0
a5,1,0.326301,0.963522,[76 40] ; [12 10],[73.97101449 42.02898551] ; [14.02898551  7.97101449],0
s5,1,0.353034,0.862521,[19 93] ; [ 2 20],[17.55223881 94.44776119] ; [ 3.44776119 18.55223881],0
p12,1,0.414471,0.665939,[  2 112] ; [ 1 21],[  2.51470588 111.48529412] ; [ 0.48529412 21.51470588],0
p9,1,0.420264,0.649578,[71 44] ; [11 10],[69.33823529 45.66176471] ; [12.66176471  8.33823529],0
a7,1,0.459547,0.546998,[78 38] ; [13  9],[76.49275362 39.50724638] ; [14.50724638  7.49275362],0
s4,1,0.460281,0.545211,[ 10 106] ; [ 3 19],[ 10.92753623 105.07246377] ; [ 2.07246377 19.92753623],0
