Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,33.56863,[11 33] ; [60 16],[26.03333333 17.96666667] ; [44.96666667 31.03333333],1
a4,1,3e-06,21.911942,[ 7 37] ; [45 30],[19.22689076 24.77310924] ; [32.77310924 42.22689076],1
d2,1,0.000187,13.960898,[10 34] ; [43 31],[19.76271186 24.23728814] ; [33.23728814 40.76271186],1
a3,1,0.000265,13.305626,[19 25] ; [58 18],[28.23333333 15.76666667] ; [48.76666667 27.23333333],1
a5,1,0.001162,10.550239,[18 26] ; [54 22],[26.4 17.6] ; [45.6 30.4],0
d3,1,0.001235,10.437378,[ 6 38] ; [32 44],[13.93333333 30.06666667] ; [24.06666667 51.93333333],0
s2,1,0.003518,8.517339,[ 8 35] ; [34 41],[15.30508475 27.69491525] ; [26.69491525 48.30508475],0
r3,1,0.02069,5.352678,[29 15] ; [64 12],[34.1  9.9] ; [58.9 17.1],0
v2,1,0.028799,4.779564,[ 8 32] ; [29 43],[13.21428571 26.78571429] ; [23.78571429 48.21428571],0
s7,1,0.045759,3.990443,[11 32] ; [31 39],[15.98230088 27.01769912] ; [26.01769912 43.98230088],0
s5,1,0.057082,3.620202,[ 5 37] ; [19 51],[ 9. 33.] ; [15. 55.],0
s3,1,0.059432,3.553173,[13 30] ; [36 39],[17.8559322 25.1440678] ; [31.1440678 43.8559322],0
s8,1,0.061032,3.509104,[ 9 35] ; [28 48],[13.56666667 30.43333333] ; [23.43333333 52.56666667],0
a8,1,0.083942,2.986871,[ 6 34] ; [ 4 70],[ 3.50877193 36.49122807] ; [ 6.49122807 67.50877193],0
p4,1,0.109206,2.565674,[10 34] ; [28 48],[13.93333333 30.06666667] ; [24.06666667 51.93333333],0
p3,1,0.110129,2.55237,[ 9 35] ; [26 50],[12.83333333 31.16666667] ; [22.16666667 53.83333333],0
r1,1,0.120078,2.416302,[22 22] ; [49 27],[26.03333333 17.96666667] ; [44.96666667 31.03333333],0
p1,1,0.18192,1.781868,[ 2 42] ; [ 9 67],[ 4.03333333 39.96666667] ; [ 6.96666667 69.03333333],0
n6,1,0.202378,1.625131,[28 16] ; [56 19],[31.05882353 12.94117647] ; [52.94117647 22.05882353],0
n5,1,0.292408,1.108502,[33 11] ; [50 26],[30.43333333 13.56666667] ; [52.56666667 23.43333333],0
p6,1,0.29909,1.078247,[ 3 40] ; [10 66],[ 4.69747899 38.30252101] ; [ 8.30252101 67.69747899],0
r2,1,0.305938,1.04813,[35  9] ; [65 10],[36.97478992  7.02521008] ; [63.02521008 11.97478992],0
v1,1,0.317058,1.001045,[14 29] ; [31 43],[16.53846154 26.46153846] ; [28.46153846 45.53846154],0
a6,1,0.327524,0.958662,[22 22] ; [31 45],[19.43333333 24.56666667] ; [33.56666667 42.43333333],0
p9,1,0.356205,0.851227,[26 16] ; [52 22],[28.24137931 13.75862069] ; [49.75862069 24.24137931],0
u2,1,0.358597,0.8428,[ 9 16] ; [9 9],[10.46511628 14.53488372] ; [ 7.53488372 10.46511628],0
r4,1,0.377619,0.77844,[26 18] ; [51 25],[28.23333333 15.76666667] ; [48.76666667 27.23333333],0
p10,1,0.429431,0.624361,[22 21] ; [44 31],[24.05084746 18.94915254] ; [41.94915254 33.05084746],0
b2,1,0.454,0.560647,[10 15] ; [26 27],[11.53846154 13.46153846] ; [24.46153846 28.53846154],0
b3,1,0.454,0.560647,[10 15] ; [26 27],[11.53846154 13.46153846] ; [24.46153846 28.53846154],0
b5,1,0.471063,0.519481,[25 19] ; [38 38],[23.1 20.9] ; [39.9 36.1],0
p5,1,0.497618,0.460012,[ 3 41] ; [ 3 72],[ 2.21848739 41.78151261] ; [ 3.78151261 71.21848739],0
n3,1,0.498335,0.45848,[12  7] ; [16 14],[10.85714286  8.14285714] ; [17.14285714 12.85714286],0
b1,1,0.53598,0.383041,[20 24] ; [39 37],[21.63333333 22.36666667] ; [37.36666667 38.63333333],0
p2,1,0.577588,0.31015,[22 22] ; [42 34],[23.46666667 20.53333333] ; [40.53333333 35.46666667],0
v3,1,0.637809,0.221619,[11 30] ; [16 54],[ 9.97297297 31.02702703] ; [17.02702703 52.97297297],0
u3,1,0.640078,0.21864,[ 8 17] ; [ 7 11],[ 8.72093023 16.27906977] ; [ 6.27906977 11.72093023],0
a1,1,0.646943,0.209776,[ 2 42] ; [ 5 71],[ 2.56666667 41.43333333] ; [ 4.43333333 71.56666667],0
s4,1,0.698294,0.150253,[ 7 37] ; [10 65],[ 6.28571429 37.71428571] ; [10.71428571 64.28571429],0
s6,1,0.77633,0.080716,[22 22] ; [39 35],[22.74576271 21.25423729] ; [38.25423729 35.74576271],0
p8,1,0.785069,0.074376,[ 9 35] ; [14 62],[ 8.43333333 35.56666667] ; [14.56666667 61.43333333],0
b4,1,0.788513,0.071954,[26 18] ; [43 33],[25.3 18.7] ; [43.7 32.3],0
n4,1,0.822596,0.050269,[31 13] ; [55 21],[31.53333333 12.46666667] ; [54.46666667 21.53333333],0
a2,1,0.829172,0.046554,[ 3 41] ; [ 6 70],[ 3.3 40.7] ; [ 5.7 70.3],0
n1,1,0.869613,0.026945,[ 9 12] ; [14 17],[ 9.28846154 11.71153846] ; [13.71153846 17.28846154],0
s1,1,0.933655,0.00693,[ 3 40] ; [ 5 71],[ 2.8907563 40.1092437] ; [ 5.1092437 70.8907563],0
n2,1,0.935358,0.006578,[14  7] ; [21 10],[14.13461538  6.86538462] ; [20.86538462 10.13461538],0
p11,1,0.958199,0.002747,[28 16] ; [48 28],[27.86666667 16.13333333] ; [48.13333333 27.86666667],0
p12,1,0.974582,0.001015,[ 3 41] ; [ 5 70],[ 2.95798319 41.04201681] ; [ 5.04201681 69.95798319],0
v4,1,0.987437,0.000248,[34  9] ; [60 16],[33.96638655  9.03361345] ; [60.03361345 15.96638655],0
