Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.5e-05,16.628295,[38 17] ; [ 8 25],[28.75 26.25] ; [17.25 15.75],1
s5,1,0.000365,12.702497,[22 31] ; [ 2 31],[14.79069767 38.20930233] ; [ 9.20930233 23.79069767],1
s3,1,0.003084,8.756866,[40 15] ; [13 19],[33.50574713 21.49425287] ; [19.49425287 12.50574713],0
r4,1,0.010411,6.563166,[50  5] ; [23 10],[45.625  9.375] ; [27.375  5.625],0
d4,1,0.01543,5.866667,[33 22] ; [11 22],[27.5 27.5] ; [16.5 16.5],0
p5,1,0.019917,5.41917,[15 40] ; [ 2 29],[10.87209302 44.12790698] ; [ 6.12790698 24.87209302],0
s7,1,0.021564,5.280599,[32 20] ; [11 20],[26.93975904 25.06024096] ; [16.06024096 14.93975904],0
r3,1,0.024141,5.084444,[52  3] ; [26  7],[48.75  6.25] ; [29.25  3.75],0
a4,1,0.054064,3.710728,[11 43] ; [13 20],[14.89655172 39.10344828] ; [ 9.10344828 23.89655172],0
s8,1,0.076916,3.128889,[29 26] ; [11 22],[25. 30.] ; [15. 18.],0
p9,1,0.086768,2.933333,[48  7] ; [24  9],[45. 10.] ; [27.  6.],0
n2,1,0.092133,2.836706,[3 5] ; [7 2],[4.70588235 3.29411765] ; [5.29411765 3.70588235],0
d1,1,0.125551,2.346667,[ 7 48] ; [ 1 32],[ 5. 50.] ; [ 3. 30.],0
s1,1,0.132732,2.260257,[ 2 52] ; [ 4 29],[ 3.72413793 50.27586207] ; [ 2.27586207 30.72413793],0
p10,1,0.135238,2.231319,[45  9] ; [23 10],[42.20689655 11.79310345] ; [25.79310345  7.20689655],0
p11,1,0.161989,1.955556,[44 11] ; [22 11],[41.25 13.75] ; [24.75  8.25],0
a6,1,0.195853,1.673028,[36 19] ; [17 16],[33.125 21.875] ; [19.875 13.125],0
n5,1,0.19996,1.642667,[42 13] ; [21 12],[39.375 15.625] ; [23.625  9.375],0
n3,1,0.200441,1.639156,[5 3] ; [8 1],[6.11764706 1.88235294] ; [6.88235294 2.11764706],0
n1,1,0.201352,1.63254,[2 6] ; [5 4],[3.29411765 4.70588235] ; [3.70588235 5.29411765],0
p8,1,0.226376,1.463489,[39 16] ; [18 13],[36.45348837 18.54651163] ; [20.54651163 10.45348837],0
a8,1,0.253138,1.305902,[ 8 43] ; [ 2 27],[ 6.375 44.625] ; [ 3.625 25.375],0
a3,1,0.317209,1.000421,[29 26] ; [21 12],[31.25 23.75] ; [18.75 14.25],0
n4,1,0.319517,0.990921,[39 16] ; [20 13],[36.875 18.125] ; [22.125 10.875],0
p12,1,0.335822,0.926316,[ 9 46] ; [ 3 30],[ 7.5 47.5] ; [ 4.5 28.5],0
r2,1,0.3534,0.861212,[48  6] ; [27  6],[46.55172414  7.44827586] ; [28.44827586  4.55172414],0
b1,1,0.376462,0.782222,[23 32] ; [17 16],[25. 30.] ; [15. 18.],0
b4,1,0.398916,0.71159,[35 20] ; [18 15],[33.125 21.875] ; [19.875 13.125],0
r1,1,0.416263,0.660843,[38 17] ; [20 13],[36.25 18.75] ; [21.75 11.25],0
u2,1,0.416817,0.659273,[16  9] ; [6 6],[14.86486486 10.13513514] ; [7.13513514 4.86486486],0
v2,1,0.445575,0.581884,[22 31] ; [16 16],[23.69411765 29.30588235] ; [14.30588235 17.69411765],0
b5,1,0.453817,0.561102,[34 21] ; [23 10],[35.625 19.375] ; [21.375 11.625],0
s4,1,0.453842,0.561039,[ 8 47] ; [ 3 30],[ 6.875 48.125] ; [ 4.125 28.875],0
a2,1,0.453842,0.561039,[ 8 47] ; [ 3 30],[ 6.875 48.125] ; [ 4.125 28.875],0
p6,1,0.578435,0.308772,[25 30] ; [13 20],[23.75 31.25] ; [14.25 18.75],0
a1,1,0.597118,0.279365,[ 2 53] ; [ 2 31],[ 2.5 52.5] ; [ 1.5 31.5],0
d3,1,0.620204,0.245581,[28 27] ; [15 18],[26.875 28.125] ; [16.125 16.875],0
p2,1,0.651622,0.203861,[47  8] ; [27  6],[46.25  8.75] ; [27.75  5.25],0
v4,1,0.670609,0.18089,[49  5] ; [29  4],[48.4137931  5.5862069] ; [29.5862069  3.4137931],0
a5,1,0.693832,0.154969,[34 21] ; [19 14],[33.125 21.875] ; [19.875 13.125],0
p3,1,0.693832,0.154969,[34 21] ; [19 14],[33.125 21.875] ; [19.875 13.125],0
u4,1,0.711852,0.136434,[ 1 54] ; [ 1 32],[ 1.25 53.75] ; [ 0.75 32.25],0
a7,1,0.773268,0.083003,[35 20] ; [22 11],[35.625 19.375] ; [21.375 11.625],0
p1,1,0.826192,0.048219,[ 9 46] ; [ 6 27],[ 9.375 45.625] ; [ 5.625 27.375],0
n6,1,0.826192,0.048219,[46  9] ; [27  6],[45.625  9.375] ; [27.375  5.625],0
v3,1,0.842035,0.039717,[18 36] ; [10 22],[17.58139535 36.41860465] ; [10.41860465 21.58139535],0
d2,1,0.854723,0.033524,[16 39] ; [ 9 24],[15.625 39.375] ; [ 9.375 23.625],0
b2,1,0.881893,0.022073,[12 22] ; [ 7 14],[11.74545455 22.25454545] ; [ 7.25454545 13.74545455],0
b3,1,0.881893,0.022073,[12 22] ; [ 7 14],[11.74545455 22.25454545] ; [ 7.25454545 13.74545455],0
p7,1,0.898839,0.016162,[41 14] ; [25  8],[41.25 13.75] ; [24.75  8.25],0
u3,1,0.909285,0.012982,[12 13] ; [6 6],[12.16216216 12.83783784] ; [5.83783784 6.16216216],0
v1,1,0.912243,0.012146,[26 29] ; [16 17],[26.25 28.75] ; [15.75 17.25],0
