Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00318,8.701298,[11  7] ; [17 52],[ 5.79310345 12.20689655] ; [22.20689655 46.79310345],0
p7,1,0.008983,6.826292,[12  5] ; [23 42],[7.25609756 9.74390244] ; [27.74390244 37.25609756],0
v1,1,0.012484,6.240772,[ 2 16] ; [28 37],[ 6.5060241 11.4939759] ; [23.4939759 41.5060241],0
s7,1,0.018522,5.546052,[11  7] ; [20 45],[ 6.72289157 11.27710843] ; [24.27710843 40.72289157],0
s6,1,0.02002,5.410153,[12  6] ; [25 44],[ 7.65517241 10.34482759] ; [29.34482759 39.65517241],0
p6,1,0.03161,4.619529,[ 8 10] ; [13 53],[ 4.5 13.5] ; [16.5 49.5],0
s3,1,0.035244,4.433306,[11  7] ; [23 45],[ 7.11627907 10.88372093] ; [26.88372093 41.11627907],0
v3,1,0.038569,4.27977,[ 1 17] ; [20 49],[ 4.34482759 13.65517241] ; [16.65517241 52.34482759],0
p8,1,0.052542,3.758431,[10  8] ; [21 47],[ 6.48837209 11.51162791] ; [24.51162791 43.48837209],0
u2,1,0.053941,3.71451,[8 2] ; [12 15],[5.40540541 4.59459459] ; [14.59459459 12.40540541],0
a7,1,0.073127,3.211406,[13  5] ; [33 35],[9.62790698 8.37209302] ; [36.37209302 31.62790698],0
b3,1,0.132768,2.259837,[ 2 11] ; [13 21],[4.14893617 8.85106383] ; [10.85106383 23.14893617],0
b2,1,0.132768,2.259837,[ 2 11] ; [13 21],[4.14893617 8.85106383] ; [10.85106383 23.14893617],0
b1,1,0.147991,2.092842,[ 7 11] ; [40 29],[9.72413793 8.27586207] ; [37.27586207 31.72413793],0
r2,1,0.163738,1.939356,[9 8] ; [46 19],[11.40243902  5.59756098] ; [43.59756098 21.40243902],0
s5,1,0.195146,1.678331,[ 4 11] ; [ 9 59],[ 2.34939759 12.65060241] ; [10.65060241 57.34939759],0
a3,1,0.22716,1.458555,[ 8 10] ; [41 27],[10.25581395  7.74418605] ; [38.74418605 29.25581395],0
p2,1,0.263642,1.249529,[15  3] ; [47 20],[13.12941176  4.87058824] ; [48.87058824 18.12941176],0
p11,1,0.270862,1.212375,[12  6] ; [36 33],[9.93103448 8.06896552] ; [38.06896552 30.93103448],0
r1,1,0.291221,1.113968,[ 3 15] ; [20 49],[ 4.75862069 13.24137931] ; [18.24137931 50.75862069],0
p4,1,0.32934,0.951493,[9 9] ; [25 42],[ 7.2 10.8] ; [26.8 40.2],0
p3,1,0.339343,0.912912,[ 7 11] ; [18 48],[ 5.35714286 12.64285714] ; [19.64285714 46.35714286],0
d5,1,0.348729,0.878077,[11  7] ; [50 19],[12.62068966  5.37931034] ; [48.37931034 20.62068966],0
b4,1,0.359871,0.838344,[ 8 10] ; [39 30],[9.72413793 8.27586207] ; [37.27586207 31.72413793],0
p9,1,0.360191,0.837228,[10  8] ; [45 22],[11.64705882  6.35294118] ; [43.35294118 23.64705882],0
b5,1,0.375572,0.785147,[12  6] ; [38 31],[10.34482759  7.65517241] ; [39.65517241 29.34482759],0
d1,1,0.375572,0.785147,[ 6 12] ; [31 38],[ 7.65517241 10.34482759] ; [29.34482759 39.65517241],0
d3,1,0.409542,0.680131,[12  6] ; [38 30],[10.46511628  7.53488372] ; [39.53488372 28.46511628],0
a2,1,0.453743,0.561285,[ 1 17] ; [ 8 61],[ 1.86206897 16.13793103] ; [ 7.13793103 61.86206897],0
v2,1,0.480466,0.497805,[ 6 11] ; [30 37],[7.28571429 9.71428571] ; [28.71428571 38.28571429],0
p10,1,0.486106,0.485134,[12  6] ; [38 28],[10.71428571  7.28571429] ; [39.28571429 26.71428571],0
n5,1,0.545056,0.36625,[12  6] ; [40 28],[10.88372093  7.11627907] ; [41.11627907 26.88372093],0
n6,1,0.658763,0.195029,[11  7] ; [46 23],[11.79310345  6.20689655] ; [45.20689655 23.79310345],0
a1,1,0.662703,0.190256,[ 1 17] ; [ 6 63],[ 1.44827586 16.55172414] ; [ 5.55172414 63.44827586],0
n2,1,0.680519,0.169542,[6 2] ; [25 12],[5.51111111 2.48888889] ; [25.48888889 11.51111111],0
n1,1,0.680519,0.169542,[2 6] ; [12 25],[2.48888889 5.51111111] ; [11.51111111 25.48888889],0
s8,1,0.685315,0.164204,[ 5 13] ; [16 53],[ 4.34482759 13.65517241] ; [16.65517241 52.34482759],0
a5,1,0.714907,0.133425,[ 8 10] ; [34 35],[8.68965517 9.31034483] ; [33.31034483 35.68965517],0
a4,1,0.737353,0.112466,[ 5 13] ; [22 47],[ 5.5862069 12.4137931] ; [21.4137931 47.5862069],0
u3,1,0.763307,0.090686,[5 5] ; [12 15],[4.59459459 5.40540541] ; [12.40540541 14.59459459],0
n3,1,0.76553,0.088939,[5 3] ; [21 16],[4.62222222 3.37777778] ; [21.37777778 15.62222222],0
a6,1,0.783895,0.075211,[9 9] ; [37 32],[9.51724138 8.48275862] ; [36.48275862 32.51724138],0
u1,1,0.827521,0.047472,[ 1 17] ; [ 3 66],[ 0.82758621 17.17241379] ; [ 3.17241379 65.82758621],0
n4,1,0.941327,0.005417,[10  8] ; [39 30],[10.13793103  7.86206897] ; [38.86206897 30.13793103],0
r3,1,0.95956,0.002571,[11  7] ; [42 26],[11.09302326  6.90697674] ; [41.90697674 26.09302326],0
d2,1,0.95956,0.002571,[ 7 11] ; [26 42],[ 6.90697674 11.09302326] ; [26.09302326 41.90697674],0
d4,1,0.989035,0.000189,[13  5] ; [49 19],[12.97674419  5.02325581] ; [49.02325581 18.97674419],0
