Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.2e-05,18.013615,[99 31] ; [14 22],[88.4939759 41.5060241] ; [24.5060241 11.4939759],1
n4,1,0.001713,9.833997,[97 33] ; [17 19],[89.27710843 40.72289157] ; [24.72289157 11.27710843],0
p11,1,0.00312,8.736154,[101  29] ; [19 17],[93.97590361 36.02409639] ; [26.02409639  9.97590361],0
p2,1,0.004846,7.93601,[99 30] ; [19 17],[92.25454545 36.74545455] ; [25.74545455 10.25454545],0
r4,1,0.006984,7.27715,[119  11] ; [27  9],[114.3373494  15.6626506] ; [31.6626506  4.3373494],0
p10,1,0.014101,6.02551,[108  21] ; [22 12],[102.88343558  26.11656442] ; [27.11656442  6.88343558],0
s6,1,0.027368,4.867416,[106  22] ; [23 12],[101.3006135  26.6993865] ; [27.6993865  7.3006135],0
u3,1,0.031484,4.626365,[24 19] ; [10  1],[27.07407407 15.92592593] ; [6.92592593 4.07407407],0
p8,1,0.037366,4.33364,[51 77] ; [ 7 27],[45.82716049 82.17283951] ; [12.17283951 21.82716049],0
p7,1,0.043227,4.086486,[68 53] ; [12 21],[62.85714286 58.14285714] ; [17.14285714 15.85714286],0
d4,1,0.056871,3.626374,[100  30] ; [32  3],[104.  26.] ; [28.  7.],0
a4,1,0.059012,3.564939,[55 75] ; [ 9 27],[50.12048193 79.87951807] ; [13.87951807 22.12048193],0
a2,1,0.086157,2.944747,[ 27 103] ; [ 3 33],[ 23.4939759 106.5060241] ; [ 6.5060241 29.4939759],0
d3,1,0.095573,2.777908,[72 57] ; [25 10],[76.29878049 52.70121951] ; [20.70121951 14.29878049],0
s3,1,0.097643,2.743623,[107  21] ; [34  2],[110.04878049  17.95121951] ; [30.95121951  5.04878049],0
v3,1,0.10323,2.654917,[54 72] ; [ 9 24],[49.9245283 76.0754717] ; [13.0754717 19.9245283],0
d5,1,0.126677,2.332767,[104  25] ; [24 11],[100.68292683  28.31707317] ; [27.31707317  7.68292683],0
s8,1,0.16883,1.893298,[71 59] ; [15 21],[67.34939759 62.65060241] ; [18.65060241 17.34939759],0
a5,1,0.176498,1.826868,[88 42] ; [20 16],[84.57831325 45.42168675] ; [23.42168675 12.57831325],0
p9,1,0.18637,1.746085,[106  21] ; [25  9],[103.33540373  23.66459627] ; [27.66459627  6.33540373],0
s4,1,0.186853,1.742255,[32 96] ; [13 23],[35.12195122 92.87804878] ; [ 9.87804878 26.12195122],0
b1,1,0.195236,1.67766,[46 84] ; [17 19],[49.3373494 80.6626506] ; [13.6626506 22.3373494],0
u2,1,0.22723,1.458116,[21 22] ; [7 3],[22.71698113 20.28301887] ; [5.28301887 4.71698113],0
v2,1,0.242009,1.368852,[73 49] ; [16 17],[70.0516129 51.9483871] ; [18.9483871 14.0516129],0
r3,1,0.247984,1.334627,[125   5] ; [32  3],[123.6969697   6.3030303] ; [33.3030303  1.6969697],0
u1,1,0.256201,1.289172,[ 25 105] ; [ 4 32],[ 22.71084337 107.28915663] ; [ 6.28915663 29.71084337],0
n2,1,0.336323,0.924397,[23  8] ; [13  2],[24.26086957  6.73913043] ; [11.73913043  3.26086957],0
