Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.2e-05,18.013615,[99 31] ; [14 22],[88.4939759 41.5060241] ; [24.5060241 11.4939759],1
n1,1,0.342579,0.900757,[10 21] ; [7 8],[11.45652174 19.54347826] ; [5.54347826 9.45652174],0
v4,1,0.389669,0.739975,[123   6] ; [33  3],[121.96363636   7.03636364] ; [34.03636364  1.96363636],0
d2,1,0.417707,0.656757,[62 68] ; [14 21],[59.87878788 70.12121212] ; [16.12121212 18.87878788],0
b4,1,0.541869,0.372086,[76 54] ; [19 17],[74.39759036 55.60240964] ; [20.60240964 15.39759036],0
s1,1,0.619126,0.247098,[  8 121] ; [ 3 32],[  8.65243902 120.34756098] ; [ 2.34756098 32.65243902],0
a1,1,0.627327,0.235702,[  6 124] ; [ 1 35],[  5.48192771 124.51807229] ; [ 1.51807229 34.48192771],0
s5,1,0.639444,0.21947,[53 73] ; [12 20],[51.83544304 74.16455696] ; [13.16455696 18.83544304],0
p1,1,0.64595,0.211044,[ 10 118] ; [ 2 34],[  9.36585366 118.63414634] ; [ 2.63414634 33.36585366],0
s7,1,0.664447,0.188166,[77 50] ; [22 12],[78.0931677 48.9068323] ; [20.9068323 13.0931677],0
v1,1,0.669396,0.182309,[62 65] ; [18 16],[63.10559006 63.89440994] ; [16.89440994 17.10559006],0
b2,1,0.710864,0.137416,[28 52] ; [6 9],[28.63157895 51.36842105] ; [5.36842105 9.63157895],0
b3,1,0.710864,0.137416,[28 52] ; [6 9],[28.63157895 51.36842105] ; [5.36842105 9.63157895],0
p6,1,0.761897,0.091803,[30 99] ; [ 9 26],[30.67682927 98.32317073] ; [ 8.32317073 26.67682927],0
a3,1,0.820014,0.051768,[87 42] ; [25 11],[87.56363636 41.43636364] ; [24.43636364 11.56363636],0
b5,1,0.829161,0.04656,[82 48] ; [22 14],[81.44578313 48.55421687] ; [22.55421687 13.44578313],0
r2,1,0.85119,0.035194,[127   3] ; [34  1],[126.84848485   3.15151515] ; [34.15151515  0.84848485],0
r1,1,0.913982,0.011668,[100  30] ; [28  8],[100.24096386  29.75903614] ; [27.75903614  8.24096386],0
p3,1,0.913982,0.011668,[ 30 100] ; [ 8 28],[ 29.75903614 100.24096386] ; [ 8.24096386 27.75903614],0
a8,1,0.92414,0.009067,[20 98] ; [ 6 28],[20.18421053 97.81578947] ; [ 5.81578947 28.18421053],0
d1,1,0.934891,0.006674,[66 64] ; [18 18],[65.78313253 64.21686747] ; [18.21686747 17.78313253],0
p12,1,0.939234,0.005811,[  7 123] ; [ 2 33],[  7.09090909 122.90909091] ; [ 1.90909091 33.09090909],0
n3,1,0.943993,0.004935,[21 11] ; [10  5],[21.10638298 10.89361702] ; [9.89361702 5.10638298],0
a7,1,0.958598,0.002695,[89 40] ; [25 11],[89.12727273 39.87272727] ; [24.87272727 11.12727273],0
a6,1,0.973534,0.001101,[77 52] ; [21 14],[77.08536585 51.91463415] ; [20.91463415 14.08536585],0
