Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,3e-06,21.894168,[ 1 17] ; [30 12],[9.3 8.7] ; [21.7 20.3],1
s7,1,0.000143,14.461041,[ 1 17] ; [22 15],[ 7.52727273 10.47272727] ; [15.47272727 21.52727273],1
d4,1,0.000226,13.605628,[ 7 11] ; [36  6],[12.9  5.1] ; [30.1 11.9],1
a3,1,0.000409,12.492866,[ 5 13] ; [32 10],[11.1  6.9] ; [25.9 16.1],1
d2,1,0.0017,9.84853,[ 3 15] ; [25 16],[8.54237288 9.45762712] ; [19.45762712 21.54237288],0
a4,1,0.003877,8.340548,[ 3 15] ; [24 18],[8.1 9.9] ; [18.9 23.1],0
d3,1,0.008058,7.020499,[ 4 14] ; [25 17],[8.7 9.3] ; [20.3 21.7],0
s8,1,0.015725,5.833333,[ 3 15] ; [21 21],[ 7.2 10.8] ; [16.8 25.2],0
a5,1,0.041491,4.155844,[10  8] ; [34  8],[13.2  4.8] ; [30.8 11.2],0
v2,1,0.066169,3.375582,[13  5] ; [19 22],[9.76271186 8.23728814] ; [22.23728814 18.76271186],0
p9,1,0.072998,3.214286,[9 9] ; [31 11],[12.  6.] ; [28. 14.],0
s2,1,0.127978,2.31686,[ 6 12] ; [23 19],[8.7 9.3] ; [20.3 21.7],0
b5,1,0.153127,2.040816,[ 8 10] ; [27 15],[10.5  7.5] ; [24.5 17.5],0
s6,1,0.160601,1.968558,[9 9] ; [29 13],[11.4  6.6] ; [26.6 15.4],0
v4,1,0.184844,1.758242,[14  4] ; [38  4],[15.6  2.4] ; [36.4  5.6],0
a7,1,0.223679,1.480611,[9 9] ; [28 14],[11.1  6.9] ; [25.9 16.1],0
p10,1,0.231998,1.428571,[10  8] ; [30 12],[12.  6.] ; [28. 14.],0
p8,1,0.300623,1.071429,[9 9] ; [15 27],[ 7.2 10.8] ; [16.8 25.2],0
n6,1,0.346932,0.884648,[13  5] ; [34  7],[14.33898305  3.66101695] ; [32.66101695  8.33898305],0
p12,1,0.366256,0.816327,[ 2 16] ; [ 2 40],[ 1.2 16.8] ; [ 2.8 39.2],0
p5,1,0.421734,0.645477,[ 1 17] ; [ 5 35],[ 1.86206897 16.13793103] ; [ 4.13793103 35.86206897],0
s3,1,0.463635,0.537105,[ 8 10] ; [23 19],[9.3 8.7] ; [21.7 20.3],0
p4,1,0.495103,0.465417,[9 9] ; [25 17],[10.2  7.8] ; [23.8 18.2],0
s4,1,0.50986,0.434354,[ 3 15] ; [10 31],[ 3.96610169 14.03389831] ; [ 9.03389831 31.96610169],0
p6,1,0.550097,0.357143,[ 5 13] ; [15 27],[ 6. 12.] ; [14. 28.],0
b1,1,0.573138,0.31746,[10  8] ; [20 22],[9. 9.] ; [21. 21.],0
n5,1,0.573663,0.316592,[12  6] ; [31 11],[12.9  5.1] ; [30.1 11.9],0
u2,1,0.580013,0.306213,[5 8] ; [5 5],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
r2,1,0.610299,0.25974,[16  2] ; [39  3],[16.5  1.5] ; [38.5  3.5],0
a1,1,0.610299,0.25974,[ 1 17] ; [ 4 38],[ 1.5 16.5] ; [ 3.5 38.5],0
b3,1,0.642835,0.215054,[3 6] ; [13 18],[3.6 5.4] ; [12.4 18.6],0
b2,1,0.642835,0.215054,[3 6] ; [13 18],[3.6 5.4] ; [12.4 18.6],0
a6,1,0.645485,0.21164,[10  8] ; [26 16],[10.8  7.2] ; [25.2 16.8],0
v3,1,0.682889,0.166892,[ 7 11] ; [13 26],[ 6.31578947 11.68421053] ; [13.68421053 25.31578947],0
n4,1,0.744954,0.10582,[14  4] ; [31 11],[13.5  4.5] ; [31.5 10.5],0
u3,1,0.767896,0.087101,[7 6] ; [6 4],[7.34782609 5.65217391] ; [5.65217391 4.34782609],0
s5,1,0.77264,0.083477,[ 5 12] ; [13 26],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
b4,1,0.775097,0.081633,[10  8] ; [25 17],[10.5  7.5] ; [24.5 17.5],0
r4,1,0.812897,0.056022,[15  3] ; [36  6],[15.3  2.7] ; [35.7  6.3],0
r3,1,0.851024,0.035273,[16  2] ; [38  4],[16.2  1.8] ; [37.8  4.2],0
p1,1,0.851024,0.035273,[ 2 16] ; [ 4 38],[ 1.8 16.2] ; [ 4.2 37.8],0
s1,1,0.851024,0.035273,[ 2 16] ; [ 4 38],[ 1.8 16.2] ; [ 4.2 37.8],0
p11,1,0.859357,0.031397,[12  6] ; [27 15],[11.7  6.3] ; [27.3 14.7],0
p7,1,0.865698,0.028603,[9 9] ; [22 20],[9.3 8.7] ; [21.7 20.3],0
a8,1,0.947315,0.004366,[ 2 16] ; [ 4 34],[ 1.92857143 16.07142857] ; [ 4.07142857 33.92857143],0
r1,1,0.95015,0.003909,[13  5] ; [30 12],[12.9  5.1] ; [30.1 11.9],0
v1,1,0.9518,0.003654,[ 8 10] ; [17 22],[ 7.89473684 10.10526316] ; [17.10526316 21.89473684],0
n1,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
