Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,34.427043,[15  2] ; [14 68],[ 4.97979798 12.02020202] ; [24.02020202 57.97979798],1
s2,1,0.000429,12.399369,[10  7] ; [16 71],[ 4.25 12.75] ; [21.75 65.25],1
p10,1,0.000553,11.929412,[15  2] ; [36 49],[8.5 8.5] ; [42.5 42.5],1
s3,1,0.001206,10.48081,[11  5] ; [23 62],[ 5.38613861 10.61386139] ; [28.61386139 56.38613861],0
p2,1,0.00385,8.353437,[15  3] ; [39 46],[9.4368932 8.5631068] ; [44.5631068 40.4368932],0
p4,1,0.004589,8.034666,[9 9] ; [16 70],[ 4.32692308 13.67307692] ; [20.67307692 65.32692308],0
p9,1,0.005967,7.560105,[14  3] ; [38 45],[8.84 8.16] ; [43.16 39.84],0
s6,1,0.008688,6.885951,[10  7] ; [23 64],[ 5.39423077 11.60576923] ; [27.60576923 59.39423077],0
p11,1,0.027413,4.864617,[13  5] ; [38 49],[8.74285714 9.25714286] ; [42.25714286 44.74285714],0
v3,1,0.031983,4.599397,[ 7 11] ; [14 71],[ 3.66990291 14.33009709] ; [17.33009709 67.66990291],0
p6,1,0.033048,4.543312,[ 5 13] ; [ 8 77],[ 2.27184466 15.72815534] ; [10.72815534 74.27184466],0
d1,1,0.047443,3.929609,[10  8] ; [27 60],[ 6.34285714 11.65714286] ; [30.65714286 56.34285714],0
v4,1,0.053883,3.716322,[13  3] ; [46 37],[9.53535354 6.46464646] ; [49.46464646 33.53535354],0
u3,1,0.056337,3.642079,[4 2] ; [11 29],[1.95652174 4.04347826] ; [13.04347826 26.95652174],0
p8,1,0.085056,2.965536,[ 7 11] ; [17 68],[ 4.19417476 13.80582524] ; [19.80582524 65.19417476],0
n2,1,0.097459,2.74664,[8 2] ; [22 21],[5.66037736 4.33962264] ; [24.33962264 18.66037736],0
d4,1,0.100549,2.696806,[14  4] ; [49 37],[10.90384615  7.09615385] ; [52.09615385 33.90384615],0
r1,1,0.118952,2.431071,[8 9] ; [24 62],[ 5.2815534 11.7184466] ; [26.7184466 59.2815534],0
a7,1,0.130662,2.284624,[12  6] ; [40 45],[9.08737864 8.91262136] ; [42.91262136 42.08737864],0
n4,1,0.144619,2.128109,[13  5] ; [46 40],[10.21153846  7.78846154] ; [48.78846154 37.21153846],0
v1,1,0.155993,2.012651,[7 9] ; [22 62],[ 4.64 11.36] ; [24.36 59.64],0
d3,1,0.161565,1.959518,[11  7] ; [37 49],[8.30769231 9.69230769] ; [39.69230769 46.30769231],0
p5,1,0.173935,1.848697,[ 2 16] ; [ 3 82],[ 0.87378641 17.12621359] ; [ 4.12621359 80.87378641],0
d5,1,0.18204,1.780892,[13  5] ; [48 39],[10.45714286  7.54285714] ; [50.54285714 36.45714286],0
b1,1,0.182465,1.777429,[ 6 12] ; [44 43],[8.57142857 9.42857143] ; [41.42857143 45.57142857],0
n5,1,0.199767,1.644079,[13  4] ; [51 34],[10.66666667  6.33333333] ; [53.33333333 31.66666667],0
