Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.9e-05,16.499401,[24 65] ; [20  9],[33.18644068 55.81355932] ; [10.81355932 18.18644068],1
u1,1,0.340304,0.909286,[ 7 82] ; [ 4 25],[ 8.29661017 80.70338983] ; [ 2.70338983 26.29661017],0
p3,1,0.34617,0.887447,[17 71] ; [ 8 21],[18.8034188 69.1965812] ; [ 6.1965812 22.8034188],0
d5,1,0.372403,0.795631,[70 19] ; [25  4],[71.65254237 17.34745763] ; [23.34745763  5.65254237],0
n6,1,0.383938,0.758055,[47 42] ; [18 11],[49.02542373 39.97457627] ; [15.97457627 13.02542373],0
v4,1,0.38575,0.752298,[73 15] ; [26  3],[74.46153846 13.53846154] ; [24.53846154  4.46153846],0
p8,1,0.412119,0.672678,[19 70] ; [ 4 24],[17.4957265 71.5042735] ; [ 5.5042735 22.4957265],0
b4,1,0.45365,0.561515,[59 30] ; [17 12],[57.3220339 31.6779661] ; [18.6779661 10.3220339],0
p6,1,0.469158,0.523959,[ 8 80] ; [ 4 25],[ 9.02564103 78.97435897] ; [ 2.97435897 26.02564103],0
n3,1,0.482096,0.494118,[20 12] ; [5 5],[19.04761905 12.95238095] ; [5.95238095 4.04761905],0
r3,1,0.501926,0.450861,[79 10] ; [27  2],[79.94915254  9.05084746] ; [26.05084746  2.94915254],0
a7,1,0.596893,0.279707,[63 26] ; [22  7],[64.11016949 24.88983051] ; [20.88983051  8.11016949],0
b1,1,0.628885,0.233575,[32 57] ; [ 9 20],[30.92372881 58.07627119] ; [10.07627119 18.92372881],0
a3,1,0.651051,0.204578,[51 38] ; [18 11],[52.04237288 36.95762712] ; [16.95762712 12.04237288],0
n2,1,0.668374,0.18351,[18 14] ; [7 4],[18.60465116 13.39534884] ; [6.39534884 4.60465116],0
p11,1,0.675261,0.175509,[50 39] ; [15 14],[49.02542373 39.97457627] ; [15.97457627 13.02542373],0
r4,1,0.677599,0.172841,[64 25] ; [22  7],[64.86440678 24.13559322] ; [21.13559322  7.86440678],0
v3,1,0.690685,0.158345,[22 59] ; [ 9 20],[22.82727273 58.17272727] ; [ 8.17272727 20.82727273],0
a4,1,0.762069,0.091667,[31 58] ; [11 18],[31.6779661 57.3220339] ; [10.3220339 18.6779661],0
a2,1,0.770756,0.084906,[11 78] ; [ 3 26],[10.55932203 78.44067797] ; [ 3.44067797 25.55932203],0
v2,1,0.786651,0.073258,[41 43] ; [15 14],[41.62831858 42.37168142] ; [14.37168142 14.62831858],0
d3,1,0.800836,0.063638,[56 33] ; [19 10],[56.56779661 32.43220339] ; [18.43220339 10.56779661],0
s1,1,0.808101,0.058989,[ 4 85] ; [ 1 28],[ 3.77118644 85.22881356] ; [ 1.22881356 27.77118644],0
a8,1,0.808987,0.058435,[ 4 79] ; [ 1 26],[ 3.77272727 79.22727273] ; [ 1.22727273 25.77272727],0
a5,1,0.900779,0.015544,[51 38] ; [17 12],[51.28813559 37.71186441] ; [16.71186441 12.28813559],0
p2,1,0.985331,0.000338,[52 37] ; [17 12],[52.04237288 36.95762712] ; [16.95762712 12.04237288],0
