Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,41.905472,[224  26] ; [36 29],[206.34920635  43.65079365] ; [53.65079365 11.34920635],1
d2,1,0.0,35.088472,[163  86] ; [16 49],[141.94585987 107.05414013] ; [37.05414013 27.94585987],1
a4,1,0.0,30.215152,[150 101] ; [14 51],[130.26582278 120.73417722] ; [33.73417722 31.26582278],1
d1,1,0.0,26.435997,[185  66] ; [26 39],[167.59810127  83.40189873] ; [43.40189873 21.59810127],1
a6,1,2.5e-05,17.778812,[173  75] ; [27 38],[158.46645367  89.53354633] ; [41.53354633 23.46645367],1
n6,1,0.000134,14.580422,[226  19] ; [49 16],[217.33870968  27.66129032] ; [57.66129032  7.33870968],1
n4,1,0.000189,13.93767,[222  27] ; [46 19],[212.52229299  36.47770701] ; [55.47770701  9.52229299],1
u1,1,0.000246,13.443587,[ 75 176] ; [ 5 60],[ 63.5443038 187.4556962] ; [16.4556962 48.5443038],1
v2,1,0.001196,10.496189,[162  81] ; [28 35],[150.88235294  92.11764706] ; [39.11764706 23.88235294],0
r4,1,0.004203,8.193917,[236  15] ; [54 11],[230.34810127  20.65189873] ; [59.65189873  5.34810127],0
d5,1,0.008873,6.848284,[216  32] ; [48 17],[209.17571885  38.82428115] ; [54.82428115 10.17571885],0
p3,1,0.009676,6.69362,[148 101] ; [27 38],[138.77388535 110.22611465] ; [36.22611465 28.77388535],0
v1,1,0.013909,6.049675,[155  88] ; [30 34],[146.43322476  96.56677524] ; [38.56677524 25.43322476],0
p1,1,0.015292,5.882554,[ 23 226] ; [13 52],[ 28.5477707 220.4522293] ; [ 7.4522293 57.5477707],0
d4,1,0.018758,5.523909,[219  29] ; [50 15],[213.13738019  34.86261981] ; [55.86261981  9.13738019],0
r1,1,0.018925,5.508432,[217  32] ; [49 16],[210.93630573  38.06369427] ; [55.06369427  9.93630573],0
b3,1,0.019371,5.467693,[81 95] ; [11 31],[ 74.27522936 101.72477064] ; [17.72477064 24.27522936],0
b2,1,0.019371,5.467693,[81 95] ; [11 31],[ 74.27522936 101.72477064] ; [17.72477064 24.27522936],0
s4,1,0.021305,5.30164,[ 57 192] ; [24 41],[ 64.23248408 184.76751592] ; [16.76751592 48.23248408],0
n3,1,0.021637,5.274762,[39 10] ; [8 8],[35.43076923 13.56923077] ; [11.56923077  4.43076923],0
s6,1,0.028439,4.801244,[228  17] ; [54 10],[223.59223301  21.40776699] ; [58.40776699  5.59223301],0
p9,1,0.03111,4.646889,[232  18] ; [53 10],[227.63578275  22.36421725] ; [57.36421725  5.63578275],0
p4,1,0.040576,4.193651,[175  74] ; [37 28],[168.11464968  80.88535032] ; [43.88535032 21.11464968],0
d3,1,0.049766,3.849341,[184  65] ; [40 25],[177.63057325  71.36942675] ; [46.36942675 18.63057325],0
a8,1,0.061868,3.486577,[ 46 182] ; [ 6 55],[ 41.02422145 186.97577855] ; [10.97577855 50.02422145],0
p11,1,0.089591,2.881707,[202  49] ; [46 19],[196.98734177  54.01265823] ; [51.01265823 13.98734177],0
p6,1,0.121286,2.400638,[126 123] ; [25 38],[120.50961538 128.49038462] ; [30.49038462 32.50961538],0
