Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,89.915098,[42 47] ; [220  15],[71.9691358 17.0308642] ; [190.0308642  44.9691358],1
v4,1,0.0,36.031576,[63 26] ; [222  12],[78.52941176 10.47058824] ; [206.47058824  27.52941176],1
r3,1,0.0,34.080567,[63 25] ; [222  12],[77.88819876 10.11180124] ; [207.11180124  26.88819876],1
r2,1,0.0,33.831589,[65 21] ; [227   8],[78.2305296  7.7694704] ; [213.7694704  21.2305296],1
s6,1,6e-06,20.503241,[38 50] ; [165  69],[55.47826087 32.52173913] ; [147.52173913  86.47826087],1
n6,1,1.8e-05,18.437733,[62 27] ; [209  25],[74.67182663 14.32817337] ; [196.32817337  37.67182663],1
d4,1,2.9e-05,17.461492,[53 36] ; [190  42],[67.37383178 21.62616822] ; [175.62616822  56.37383178],1
d3,1,6.1e-05,16.079421,[40 48] ; [163  71],[55.47826087 32.52173913] ; [147.52173913  86.47826087],1
a7,1,0.000294,13.105908,[44 45] ; [166  68],[57.86377709 31.13622291] ; [152.13622291  81.86377709],1
u1,1,0.000377,12.640956,[ 6 83] ; [ 57 178],[17.30555556 71.69444444] ; [ 45.69444444 189.30555556],1
u3,1,0.000455,12.292673,[ 8 25] ; [39 24],[16.15625 16.84375] ; [30.84375 32.15625],1
a2,1,0.000605,11.759648,[11 78] ; [ 73 162],[23.07407407 65.92592593] ; [ 60.92592593 174.07407407],1
d1,1,0.000742,11.381791,[34 55] ; [139  96],[47.52160494 41.47839506] ; [125.47839506 109.52160494],1
v2,1,0.000749,11.363054,[28 56] ; [124 102],[41.18709677 42.81290323] ; [110.81290323 115.18709677],1
s7,1,0.000895,11.0328,[25 59] ; [115 111],[37.93548387 46.06451613] ; [102.06451613 123.93548387],1
s2,1,0.000939,10.943361,[30 59] ; [125 105],[43.24451411 45.75548589] ; [111.75548589 118.24451411],1
s8,1,0.001053,10.732015,[20 69] ; [ 99 136],[32.6882716 56.3117284] ; [ 86.3117284 148.6882716],0
a5,1,0.001424,10.174951,[50 39] ; [175  60],[61.80555556 27.19444444] ; [163.19444444  71.80555556],0
v3,1,0.001545,10.023929,[20 66] ; [ 96 129],[32.07717042 53.92282958] ; [ 83.92282958 141.07717042],0
d5,1,0.001718,9.82912,[60 29] ; [195  39],[70.26315789 18.73684211] ; [184.73684211  49.26315789],0
u2,1,0.003734,8.408834,[ 9 23] ; [37 25],[15.65957447 16.34042553] ; [30.34042553 31.65957447],0
s3,1,0.003797,8.37836,[37 52] ; [137  93],[48.54545455 40.45454545] ; [125.45454545 104.54545455],0
p10,1,0.004531,8.057683,[55 33] ; [182  51],[64.97196262 23.02803738] ; [172.02803738  60.97196262],0
v1,1,0.007005,7.271577,[30 55] ; [120 109],[40.60509554 44.39490446] ; [109.39490446 119.60509554],0
n4,1,0.008637,6.896447,[69 20] ; [209  26],[76.36419753 12.63580247] ; [201.63580247  33.36419753],0
s5,1,0.012163,6.286897,[14 70] ; [ 71 159],[22.7388535 61.2611465] ; [ 62.2611465 167.7388535],0
p7,1,0.018929,5.508103,[27 61] ; [103 125],[36.20253165 51.79746835] ; [ 93.79746835 134.20253165],0
p12,1,0.020121,5.4014,[ 1 88] ; [ 19 216],[ 5.49382716 83.50617284] ; [ 14.50617284 220.49382716],0
p2,1,0.059859,3.541285,[54 34] ; [169  65],[60.94409938 27.05590062] ; [162.05590062  71.94409938],0
a3,1,0.06218,3.478255,[56 33] ; [172  62],[62.82352941 26.17647059] ; [165.17647059  68.82352941],0
p4,1,0.063456,3.444667,[32 57] ; [111 123],[39.40247678 49.59752322] ; [103.59752322 130.40247678],0
a6,1,0.064713,3.41228,[54 35] ; [167  67],[60.89473684 28.10526316] ; [160.10526316  73.89473684],0
a4,1,0.068608,3.316011,[34 54] ; [117 117],[41.26708075 46.73291925] ; [109.73291925 124.26708075],0
p11,1,0.099442,2.71447,[56 33] ; [170  65],[62.08024691 26.91975309] ; [163.91975309  71.08024691],0
