Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000397,12.548112,[ 9 22] ; [10  1],[14.02380952 16.97619048] ; [4.97619048 6.02380952],1
v2,1,0.000547,11.946667,[ 4 26] ; [8 4],[ 8.57142857 21.42857143] ; [3.42857143 8.57142857],1
b4,1,0.000992,10.841754,[23  9] ; [ 2 10],[18.18181818 13.81818182] ; [6.81818182 5.18181818],1
a4,1,0.005246,7.79272,[ 7 25] ; [8 4],[10.90909091 21.09090909] ; [4.09090909 7.90909091],0
a3,1,0.008646,6.894451,[12 19] ; [10  2],[15.86046512 15.13953488] ; [6.13953488 5.86046512],0
b5,1,0.011537,6.380607,[19 13] ; [ 2 10],[15.27272727 16.72727273] ; [5.72727273 6.27272727],0
s2,1,0.017379,5.657689,[ 1 31] ; [3 8],[ 2.97674419 29.02325581] ; [1.02325581 9.97674419],0
s1,1,0.024582,5.053125,[ 1 31] ; [3 9],[ 2.90909091 29.09090909] ; [ 1.09090909 10.90909091],0
u3,1,0.034799,4.455,[ 1 19] ; [1 1],[ 1.81818182 18.18181818] ; [0.18181818 1.81818182],0
d2,1,0.038182,4.296875,[ 6 26] ; [6 6],[ 8.72727273 23.27272727] ; [3.27272727 8.72727273],0
p9,1,0.044482,4.038179,[14 16] ; [9 2],[16.82926829 13.17073171] ; [6.17073171 4.82926829],0
p4,1,0.063574,3.441592,[ 9 23] ; [7 5],[11.63636364 20.36363636] ; [4.36363636 7.63636364],0
d1,1,0.06639,3.370098,[ 5 27] ; [5 7],[ 7.27272727 24.72727273] ; [2.72727273 9.27272727],0
p8,1,0.079084,3.083623,[ 7 24] ; [6 6],[ 9.37209302 21.62790698] ; [3.62790698 8.37209302],0
p3,1,0.079923,3.066471,[ 6 26] ; [5 6],[ 8.18604651 23.81395349] ; [2.81395349 8.18604651],0
v3,1,0.080929,3.046154,[ 2 30] ; [3 9],[ 3.63636364 28.36363636] ; [ 1.36363636 10.63636364],0
s4,1,0.080929,3.046154,[ 2 30] ; [3 9],[ 3.63636364 28.36363636] ; [ 1.36363636 10.63636364],0
a5,1,0.083551,2.994444,[12 20] ; [8 4],[14.54545455 17.45454545] ; [5.45454545 6.54545455],0
p7,1,0.100344,2.700073,[10 22] ; [7 5],[12.36363636 19.63636364] ; [4.63636364 7.36363636],0
s5,1,0.112484,2.51897,[ 1 31] ; [ 2 10],[ 2.18181818 29.81818182] ; [ 0.81818182 11.18181818],0
a1,1,0.112484,2.51897,[ 1 31] ; [ 2 10],[ 2.18181818 29.81818182] ; [ 0.81818182 11.18181818],0
p11,1,0.123503,2.372326,[13 19] ; [8 4],[15.27272727 16.72727273] ; [5.72727273 6.27272727],0
p6,1,0.151928,2.052786,[ 3 28] ; [3 8],[ 4.42857143 26.57142857] ; [1.57142857 9.42857143],0
d4,1,0.188722,1.727564,[17 15] ; [9 3],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
s7,1,0.215311,1.535354,[ 3 24] ; [3 8],[ 4.26315789 22.73684211] ; [1.73684211 9.26315789],0
n5,1,0.255291,1.294118,[18 14] ; [9 3],[19.63636364 12.36363636] ; [7.36363636 4.63636364],0
b1,1,0.255291,1.294118,[18 14] ; [9 3],[19.63636364 12.36363636] ; [7.36363636 4.63636364],0
a2,1,0.284423,1.145833,[ 2 30] ; [ 2 10],[ 2.90909091 29.09090909] ; [ 1.09090909 10.90909091],0
p1,1,0.284423,1.145833,[ 2 30] ; [ 2 10],[ 2.90909091 29.09090909] ; [ 1.09090909 10.90909091],0
r3,1,0.334932,0.929736,[18 14] ; [8 3],[19.34883721 12.65116279] ; [6.65116279 4.34883721],0
n1,1,0.350122,0.873016,[ 5 10] ; [1 6],[ 4.09090909 10.90909091] ; [1.90909091 5.09090909],0
n4,1,0.388395,0.743961,[14 18] ; [7 5],[15.27272727 16.72727273] ; [5.72727273 6.27272727],0
p2,1,0.419298,0.652281,[17 15] ; [8 4],[18.18181818 13.81818182] ; [6.81818182 5.18181818],0
b2,1,0.420113,0.65,[ 6 12] ; [4 4],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
b3,1,0.420113,0.65,[ 6 12] ; [4 4],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
n2,1,0.421374,0.646479,[8 7] ; [5 2],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
p12,1,0.460107,0.545635,[ 1 31] ; [ 1 11],[ 1.45454545 30.54545455] ; [ 0.54545455 11.45454545],0
u1,1,0.460107,0.545635,[ 1 31] ; [ 1 11],[ 1.45454545 30.54545455] ; [ 0.54545455 11.45454545],0
s8,1,0.497305,0.460684,[ 3 29] ; [ 2 10],[ 3.63636364 28.36363636] ; [ 1.36363636 10.63636364],0
r1,1,0.516211,0.421456,[10 22] ; [5 7],[10.90909091 21.09090909] ; [4.09090909 7.90909091],0
v4,1,0.622101,0.242926,[16 16] ; [7 5],[16.72727273 15.27272727] ; [6.27272727 5.72727273],0
a7,1,0.622101,0.242926,[16 16] ; [5 7],[15.27272727 16.72727273] ; [5.72727273 6.27272727],0
a6,1,0.658202,0.195715,[13 19] ; [4 8],[12.36363636 19.63636364] ; [4.63636364 7.36363636],0
d3,1,0.798041,0.065476,[12 20] ; [4 8],[11.63636364 20.36363636] ; [4.36363636 7.63636364],0
s3,1,0.875284,0.024633,[ 5 26] ; [2 9],[ 5.16666667 25.83333333] ; [1.83333333 9.16666667],0
n3,1,0.898977,0.016117,[9 6] ; [4 3],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
n6,1,0.92177,0.009644,[18 14] ; [6 5],[17.86046512 14.13953488] ; [6.13953488 4.86046512],0
r4,1,0.93295,0.007079,[ 5 27] ; [ 2 10],[ 5.09090909 26.90909091] ; [ 1.90909091 10.09090909],0
d5,1,1.0,0.0,[16 16] ; [6 6],[16. 16.] ; [6. 6.],0
