Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.031308,4.635989,[10  5] ; [3 9],[7.22222222 7.77777778] ; [5.77777778 6.22222222],0
n6,1,0.096104,2.769034,[ 4 11] ; [7 5],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
p6,1,0.182698,1.775543,[ 1 14] ; [3 9],[ 2.22222222 12.77777778] ; [ 1.77777778 10.22222222],0
d3,1,0.193931,1.6875,[10  5] ; [5 7],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
u2,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
n2,1,0.204894,1.607143,[2 4] ; [6 3],[3.2 2.8] ; [4.8 4.2],0
p4,1,0.212183,1.556471,[ 4 11] ; [6 6],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
d2,1,0.214193,1.542857,[ 2 13] ; [4 8],[ 3.33333333 11.66666667] ; [2.66666667 9.33333333],0
d4,1,0.22052,1.500987,[12  3] ; [7 5],[10.55555556  4.44444444] ; [8.44444444 3.55555556],0
b3,1,0.236724,1.4,[1 6] ; [3 4],[2. 5.] ; [2. 5.],0
b2,1,0.236724,1.4,[1 6] ; [3 4],[2. 5.] ; [2. 5.],0
b5,1,0.343446,0.897527,[9 6] ; [5 7],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
b4,1,0.343446,0.897527,[9 6] ; [5 7],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
a5,1,0.381133,0.767045,[ 5 10] ; [6 6],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
s1,1,0.411314,0.675,[ 1 14] ; [ 2 10],[ 1.66666667 13.33333333] ; [ 1.33333333 10.66666667],0
b1,1,0.411314,0.675,[9 6] ; [9 3],[10.  5.] ; [8. 4.],0
s4,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
s3,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
v2,1,0.438058,0.601364,[ 2 13] ; [3 9],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
s7,1,0.475512,0.509138,[ 3 10] ; [4 7],[3.79166667 9.20833333] ; [3.20833333 7.79166667],0
r1,1,0.483522,0.490909,[7 8] ; [4 8],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
p3,1,0.534561,0.385714,[ 4 11] ; [ 2 10],[ 3.33333333 11.66666667] ; [2.66666667 9.33333333],0
d1,1,0.534561,0.385714,[ 4 11] ; [ 2 10],[ 3.33333333 11.66666667] ; [2.66666667 9.33333333],0
v3,1,0.534561,0.385714,[ 4 11] ; [ 2 10],[ 3.33333333 11.66666667] ; [2.66666667 9.33333333],0
r2,1,0.603332,0.27,[9 6] ; [6 6],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
a6,1,0.65591,0.198529,[ 5 10] ; [5 7],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
s2,1,0.681225,0.16875,[ 2 13] ; [ 1 11],[ 1.66666667 13.33333333] ; [ 1.33333333 10.66666667],0
a2,1,0.681225,0.16875,[ 2 13] ; [ 1 11],[ 1.66666667 13.33333333] ; [ 1.33333333 10.66666667],0
s8,1,0.681225,0.16875,[ 2 13] ; [ 1 11],[ 1.66666667 13.33333333] ; [ 1.33333333 10.66666667],0
p9,1,0.691398,0.157576,[8 7] ; [5 6],[7.5 7.5] ; [5.5 5.5],0
p11,1,0.721501,0.127059,[6 9] ; [4 8],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
v1,1,0.721501,0.127059,[6 9] ; [4 8],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
a3,1,0.721501,0.127059,[9 6] ; [8 4],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
p2,1,0.795012,0.0675,[8 7] ; [7 5],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
n3,1,0.832662,0.044643,[3 3] ; [4 5],[2.8 3.2] ; [4.2 4.8],0
p8,1,0.850646,0.035455,[6 9] ; [4 7],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
d5,1,0.86324,0.02967,[8 7] ; [6 6],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
p10,1,0.86324,0.02967,[8 7] ; [6 6],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
s5,1,0.869482,0.027,[ 1 14] ; [ 1 11],[ 1.11111111 13.88888889] ; [ 0.88888889 11.11111111],0
p1,1,0.869482,0.027,[ 1 14] ; [ 1 11],[ 1.11111111 13.88888889] ; [ 0.88888889 11.11111111],0
a4,1,0.921775,0.009643,[ 4 11] ; [3 9],[ 3.88888889 11.11111111] ; [3.11111111 8.88888889],0
p7,1,0.951159,0.003752,[6 8] ; [5 7],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
n1,1,1.0,0.0,[2 4] ; [3 6],[2. 4.] ; [3. 6.],0
v4,1,1.0,0.0,[10  5] ; [8 4],[10.  5.] ; [8. 4.],0
