Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,105.525533,[ 65 160] ; [324 137],[127.58746356  97.41253644] ; [261.41253644 199.58746356],1
r4,1,0.010794,6.498993,[198  29] ; [431  32],[206.93188406  20.06811594] ; [422.06811594  40.93188406],0
s6,1,0.019215,5.481833,[144  80] ; [328 121],[157.09955423  66.90044577] ; [314.90044577 134.09955423],0
n4,1,0.024656,5.047891,[168  59] ; [377  86],[179.29710145  47.70289855] ; [365.70289855  97.29710145],0
a1,1,0.033198,4.535527,[  5 222] ; [ 27 436],[ 10.52753623 216.47246377] ; [ 21.47246377 441.52753623],0
d3,1,0.035261,4.432515,[146  81] ; [332 128],[157.94177584  69.05822416] ; [320.05822416 139.94177584],0
b4,1,0.036669,4.365737,[144  83] ; [255 208],[131.26521739  95.73478261] ; [267.73478261 195.26521739],0
b5,1,0.03959,4.235386,[148  79] ; [264 199],[135.54202899  91.45797101] ; [276.45797101 186.54202899],0
n6,1,0.041129,4.170709,[190  36] ; [410  48],[198.24561404  27.75438596] ; [401.75438596  56.24561404],0
d1,1,0.043613,4.071465,[124 103] ; [290 173],[136.2  90.8] ; [277.8 185.2],0
n5,1,0.049419,3.86106,[168  58] ; [372  88],[177.90087464  48.09912536] ; [362.09912536  97.90087464],0
a5,1,0.075128,3.167268,[163  64] ; [361 102],[172.3884058  54.6115942] ; [351.6115942 111.3884058],0
v4,1,0.077838,3.109483,[213  14] ; [442  15],[217.37573099   9.62426901] ; [437.62426901  19.37573099],0
u1,1,0.10376,2.646774,[ 34 193] ; [ 93 370],[ 41.78115942 185.21884058] ; [ 85.21884058 377.78115942],0
n3,1,0.114237,2.49461,[42 20] ; [62 16],[46.05714286 15.94285714] ; [57.94285714 20.05714286],0
b1,1,0.13086,2.282273,[ 72 155] ; [174 289],[ 80.93043478 146.06956522] ; [165.06956522 297.93043478],0
a4,1,0.138357,2.196139,[ 95 132] ; [221 241],[104.11030479 122.88969521] ; [211.88969521 250.11030479],0
d4,1,0.191899,1.702981,[182  45] ; [388  73],[188.06686047  38.93313953] ; [381.93313953  79.06686047],0
s2,1,0.228741,1.448672,[113 111] ; [254 205],[120.36310395 103.63689605] ; [246.63689605 212.36310395],0
s3,1,0.233339,1.420392,[120 105] ; [264 190],[127.24594993  97.75405007] ; [256.75405007 197.24594993],0
s1,1,0.236037,1.404107,[  9 215] ; [ 11 449],[  6.5497076 217.4502924] ; [ 13.4502924 446.5497076],0
r2,1,0.237807,1.39355,[211  16] ; [432  22],[214.33333333  12.66666667] ; [428.66666667  25.33333333],0
n1,1,0.285063,1.142791,[25 37] ; [25 54],[21.9858156 40.0141844] ; [28.0141844 50.9858156],0
s4,1,0.353643,0.860342,[ 36 190] ; [ 86 371],[ 40.36896047 185.63103953] ; [ 81.63103953 375.36896047],0
d2,1,0.409754,0.679514,[103 123] ; [226 236],[108.07267442 117.92732558] ; [220.92732558 241.07267442],0
a6,1,0.514323,0.425261,[152  75] ; [320 141],[155.73255814  71.26744186] ; [316.26744186 144.73255814],0
u2,1,0.584773,0.298582,[46 35] ; [65 42],[47.82446809 33.17553191] ; [63.17553191 43.82446809],0
p1,1,0.624821,0.23915,[ 20 207] ; [ 46 415],[ 21.77616279 205.22383721] ; [ 44.22383721 416.77616279],0
b2,1,0.662358,0.190672,[44 71] ; [119 174],[45.94362745 69.05637255] ; [117.05637255 175.94362745],0
b3,1,0.662358,0.190672,[44 71] ; [119 174],[45.94362745 69.05637255] ; [117.05637255 175.94362745],0
n2,1,0.706217,0.142085,[48 14] ; [59 20],[47.04964539 14.95035461] ; [59.95035461 19.04964539],0
u3,1,0.756946,0.095787,[48 33] ; [61 46],[46.96276596 34.03723404] ; [62.03723404 44.96276596],0
p12,1,0.856937,0.032499,[ 23 203] ; [ 45 417],[ 22.3372093 203.6627907] ; [ 45.6627907 416.3372093],0
u4,1,0.866109,0.028427,[  4 223] ; [  9 453],[  4.28301887 222.71698113] ; [  8.71698113 453.28301887],0
a7,1,0.909325,0.012971,[166  61] ; [339 122],[166.62063953  60.37936047] ; [338.37936047 122.62063953],0
