Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.968986,[18 31] ; [58 14],[30.7768595 18.2231405] ; [45.2231405 26.7768595],1
n6,1,0.011097,6.449641,[27 23] ; [54 17],[33.47107438 16.52892562] ; [47.52892562 23.47107438],0
s7,1,0.016746,5.722826,[10 38] ; [29 40],[16. 32.] ; [23. 46.],0
p7,1,0.017814,5.61434,[29 18] ; [28 43],[22.70338983 24.29661017] ; [34.29661017 36.70338983],0
r2,1,0.028657,4.788097,[34 16] ; [61 11],[38.93442623 11.06557377] ; [56.06557377 15.93442623],0
n1,1,0.031424,4.629646,[ 4 16] ; [11 10],[ 7.31707317 12.68292683] ; [ 7.68292683 13.31707317],0
b3,1,0.045845,3.987283,[ 6 20] ; [22 25],[ 9.97260274 16.02739726] ; [18.02739726 28.97260274],0
b2,1,0.045845,3.987283,[ 6 20] ; [22 25],[ 9.97260274 16.02739726] ; [18.02739726 28.97260274],0
r4,1,0.06364,3.439884,[28 22] ; [52 20],[32.78688525 17.21311475] ; [47.21311475 24.78688525],0
p5,1,0.072604,3.223148,[ 2 47] ; [10 61],[ 4.9 44.1] ; [ 7.1 63.9],0
p1,1,0.077647,3.11347,[ 3 47] ; [12 60],[ 6.14754098 43.85245902] ; [ 8.85245902 63.14754098],0
r1,1,0.086935,2.930232,[22 28] ; [43 29],[26.63934426 23.36065574] ; [38.36065574 33.63934426],0
v3,1,0.104684,2.632691,[ 5 45] ; [15 56],[ 8.26446281 41.73553719] ; [11.73553719 59.26446281],0
s6,1,0.14201,2.156041,[20 30] ; [37 32],[23.94957983 26.05042017] ; [33.05042017 35.94957983],0
d4,1,0.159404,1.97987,[28 22] ; [31 41],[24.18032787 25.81967213] ; [34.81967213 37.18032787],0
u2,1,0.170131,1.88179,[14 14] ; [13 26],[11.28358209 16.71641791] ; [15.71641791 23.28358209],0
p2,1,0.213157,1.549852,[36 14] ; [44 28],[32.78688525 17.21311475] ; [47.21311475 24.78688525],0
