Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.031593,4.620439,[ 6 12] ; [19 10],[9.57446809 8.42553191] ; [15.42553191 13.57446809],0
s8,1,0.435797,0.607324,[ 4 13] ; [10 19],[ 5.17391304 11.82608696] ; [ 8.82608696 20.17391304],0
u3,1,0.451967,0.565714,[3 4] ; [9 6],[3.81818182 3.18181818] ; [8.18181818 6.81818182],0
u2,1,0.451967,0.565714,[4 3] ; [6 9],[3.18181818 3.81818182] ; [6.81818182 8.18181818],0
n6,1,0.460106,0.545638,[11  6] ; [21  7],[12.08888889  4.91111111] ; [19.91111111  8.08888889],0
a3,1,0.460292,0.545185,[11  7] ; [14 14],[9.7826087 8.2173913] ; [15.2173913 12.7826087],0
s5,1,0.466296,0.530739,[ 7 11] ; [ 8 20],[ 5.86956522 12.13043478] ; [ 9.13043478 18.86956522],0
v4,1,0.527821,0.398584,[15  3] ; [26  3],[15.70212766  2.29787234] ; [25.29787234  3.70212766],0
b4,1,0.529195,0.395938,[11  7] ; [15 14],[9.95744681 8.04255319] ; [16.04255319 12.95744681],0
p7,1,0.539361,0.376725,[10  7] ; [19  9],[10.95555556  6.04444444] ; [18.04444444  9.95555556],0
s3,1,0.539361,0.376725,[ 7 10] ; [ 9 19],[ 6.04444444 10.95555556] ; [ 9.95555556 18.04444444],0
v1,1,0.563352,0.333933,[9 9] ; [12 17],[8.04255319 9.95744681] ; [12.95744681 16.04255319],0
u1,1,0.567328,0.327174,[ 1 17] ; [ 3 26],[ 1.53191489 16.46808511] ; [ 2.46808511 26.53191489],0
a8,1,0.595796,0.281384,[ 1 15] ; [ 3 24],[ 1.48837209 14.51162791] ; [ 2.51162791 24.48837209],0
a6,1,0.649836,0.206107,[10  7] ; [19 10],[10.7173913  6.2826087] ; [18.2826087 10.7173913],0
r3,1,0.673123,0.17797,[14  4] ; [24  5],[14.55319149  3.44680851] ; [23.44680851  5.55319149],0
n5,1,0.749811,0.10169,[12  6] ; [18 11],[11.4893617  6.5106383] ; [18.5106383 10.4893617],0
p11,1,0.759908,0.093393,[11  7] ; [19 10],[11.4893617  6.5106383] ; [18.5106383 10.4893617],0
p4,1,0.770816,0.08486,[9 7] ; [15 14],[8.53333333 7.46666667] ; [15.46666667 13.53333333],0
s1,1,0.788823,0.071738,[ 2 16] ; [ 4 25],[ 2.29787234 15.70212766] ; [ 3.70212766 25.29787234],0
a2,1,0.788823,0.071738,[ 2 16] ; [ 4 25],[ 2.29787234 15.70212766] ; [ 3.70212766 25.29787234],0
s6,1,0.789647,0.071166,[11  7] ; [16 12],[10.56521739  7.43478261] ; [16.43478261 11.56521739],0
n4,1,0.8657,0.028602,[11  7] ; [17 12],[10.72340426  7.27659574] ; [17.27659574 11.72340426],0
a4,1,0.868573,0.027381,[ 6 12] ; [10 18],[ 6.26086957 11.73913043] ; [ 9.73913043 18.26086957],0
r4,1,0.880143,0.022737,[14  4] ; [22  7],[13.78723404  4.21276596] ; [22.21276596  6.78723404],0
r2,1,0.881285,0.022302,[15  2] ; [26  3],[15.15217391  1.84782609] ; [25.84782609  3.15217391],0
p3,1,0.936427,0.006362,[9 8] ; [15 14],[8.86956522 8.13043478] ; [15.13043478 13.86956522],0
s7,1,0.951226,0.003741,[ 5 11] ; [ 9 19],[ 5.09090909 10.90909091] ; [ 8.90909091 19.09090909],0
p6,1,0.97951,0.00066,[ 8 10] ; [13 16],[8.04255319 9.95744681] ; [12.95744681 16.04255319],0
n3,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
