Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,41.107237,[ 1 42] ; [67 46],[18.74358974 24.25641026] ; [49.25641026 63.74358974],1
d3,1,0.0,37.384801,[ 8 34] ; [83 30],[24.65806452 17.34193548] ; [66.34193548 46.65806452],1
d5,1,1e-06,24.818031,[18 25] ; [93 20],[30.59615385 12.40384615] ; [80.40384615 32.59615385],1
r1,1,0.000286,13.162759,[21 22] ; [88 24],[30.23870968 12.76129032] ; [78.76129032 33.23870968],1
r3,1,0.002213,9.364067,[28 15] ; [98 15],[34.73076923  8.26923077] ; [91.26923077 21.73076923],0
n5,1,0.002912,8.861893,[27 15] ; [42 70],[18.81818182 23.18181818] ; [50.18181818 61.81818182],0
s3,1,0.003327,8.618784,[11 32] ; [57 53],[19.11111111 23.88888889] ; [48.88888889 61.11111111],0
r4,1,0.003819,8.3681,[22 21] ; [85 28],[29.49358974 13.50641026] ; [77.50641026 35.49358974],0
a7,1,0.005171,7.818496,[21 22] ; [82 31],[28.39102564 14.60897436] ; [74.60897436 38.39102564],0
s2,1,0.010958,6.472098,[ 7 36] ; [42 70],[13.59354839 29.40645161] ; [35.40645161 76.59354839],0
p1,1,0.013732,6.07229,[ 7 36] ; [  5 107],[ 3.32903226 39.67096774] ; [  8.67096774 103.32903226],0
b4,1,0.023778,5.110763,[18 25] ; [70 43],[24.25641026 18.74358974] ; [63.74358974 49.25641026],0
a5,1,0.028517,4.796566,[22 21] ; [79 34],[27.83974359 15.16025641] ; [73.16025641 39.83974359],0
s5,1,0.029284,4.75085,[ 2 39] ; [21 88],[ 6.28666667 34.71333333] ; [16.71333333 92.28666667],0
u2,1,0.052297,3.766257,[10 11] ; [25  9],[13.36363636  7.63636364] ; [21.63636364 12.36363636],0
a3,1,0.05422,3.705915,[22 20] ; [78 35],[27.09677419 14.90322581] ; [72.90322581 40.09677419],0
p2,1,0.06393,3.43237,[22 21] ; [74 36],[26.98039216 16.01960784] ; [69.01960784 40.98039216],0
v4,1,0.076616,3.135272,[30 12] ; [95 18],[33.87096774  8.12903226] ; [91.12903226 21.87096774],0
s6,1,0.086519,2.937985,[14 29] ; [54 59],[18.74358974 24.25641026] ; [49.25641026 63.74358974],0
b5,1,0.090561,2.864381,[21 22] ; [72 41],[25.63461538 17.36538462] ; [67.36538462 45.63461538],0
b1,1,0.138839,2.19078,[27 16] ; [56 57],[22.87820513 20.12179487] ; [60.12179487 52.87820513],0
p10,1,0.148245,2.090218,[19 22] ; [66 45],[22.92763158 18.07236842] ; [62.07236842 48.92763158],0
d2,1,0.161368,1.961364,[13 30] ; [48 65],[16.81410256 26.18589744] ; [44.18589744 68.81410256],0
n3,1,0.162595,1.949927,[16  5] ; [19 14],[13.61111111  7.38888889] ; [21.38888889 11.61111111],0
b2,1,0.209127,1.57746,[ 9 14] ; [17 50],[ 6.64444444 16.35555556] ; [19.35555556 47.64444444],0
b3,1,0.209127,1.57746,[ 9 14] ; [17 50],[ 6.64444444 16.35555556] ; [19.35555556 47.64444444],0
p3,1,0.210895,1.565271,[10 33] ; [37 73],[13.20915033 29.79084967] ; [33.79084967 76.20915033],0
v2,1,0.211265,1.562735,[14 24] ; [52 55],[17.29655172 20.70344828] ; [48.70344828 58.29655172],0
p6,1,0.213294,1.548927,[ 9 33] ; [14 92],[ 6.52702703 35.47297297] ; [16.47297297 89.52702703],0
r2,1,0.220782,1.499279,[33  9] ; [97 15],[35.45454545  6.54545455] ; [94.54545455 17.45454545],0
p8,1,0.228783,1.448413,[18 23] ; [37 74],[14.83552632 26.16447368] ; [40.16447368 70.83552632],0
a2,1,0.247377,1.338056,[ 5 38] ; [22 91],[ 7.44230769 35.55769231] ; [19.55769231 93.44230769],0
a1,1,0.255144,1.294917,[ 5 38] ; [  7 106],[ 3.30769231 39.69230769] ; [  8.69230769 104.30769231],0
p9,1,0.256666,1.286651,[23 18] ; [74 38],[25.99346405 15.00653595] ; [71.00653595 40.99346405],0
s1,1,0.260981,1.263544,[ 4 39] ; [  5 105],[ 2.52941176 40.47058824] ; [  6.47058824 103.52941176],0
a6,1,0.286875,1.13423,[25 18] ; [76 37],[27.83974359 15.16025641] ; [73.16025641 39.83974359],0
n1,1,0.293819,1.102041,[10 11] ; [11 22],[ 8.16666667 12.83333333] ; [12.83333333 20.16666667],0
a8,1,0.301151,1.069091,[ 6 36] ; [ 9 96],[ 4.28571429 37.71428571] ; [10.71428571 94.28571429],0
u3,1,0.30409,1.056171,[10 11] ; [21 13],[11.83636364  9.16363636] ; [19.16363636 14.83636364],0
p11,1,0.359381,0.840054,[22 21] ; [67 46],[24.53205128 18.46794872] ; [64.46794872 48.53205128],0
a4,1,0.362892,0.82786,[13 30] ; [43 70],[15.43589744 27.56410256] ; [40.56410256 72.43589744],0
s7,1,0.406242,0.689772,[ 8 32] ; [28 77],[ 9.93103448 30.06896552] ; [26.06896552 78.93103448],0
p7,1,0.407886,0.684954,[22 20] ; [48 59],[19.73154362 22.26845638] ; [50.26845638 56.73154362],0
v1,1,0.413029,0.670065,[16 26] ; [50 60],[18.23684211 23.76315789] ; [47.76315789 62.23684211],0
p5,1,0.43869,0.599706,[ 1 40] ; [  6 105],[ 1.88815789 39.11184211] ; [  5.11184211 105.88815789],0
s8,1,0.468976,0.524388,[ 9 34] ; [30 83],[10.75 32.25] ; [28.25 84.75],0
p4,1,0.601683,0.272465,[16 27] ; [46 64],[17.4248366 25.5751634] ; [44.5751634 65.4248366],0
v3,1,0.66913,0.182622,[10 31] ; [29 75],[11.02758621 29.97241379] ; [27.97241379 76.02758621],0
n2,1,0.756873,0.095846,[14  8] ; [23 11],[14.53571429  7.46428571] ; [22.46428571 11.53571429],0
n4,1,0.809259,0.058265,[23 20] ; [58 55],[22.32692308 20.67307692] ; [58.67307692 54.32692308],0
