Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.003721,8.415344,[17 19] ; [213  87],[24.64285714 11.35714286] ; [205.35714286  94.64285714],0
s6,1,0.006553,7.391652,[19 16] ; [ 93 204],[11.80722892 23.19277108] ; [100.19277108 196.80722892],0
a2,1,0.012417,6.250357,[ 1 35] ; [ 59 241],[ 6.42857143 29.57142857] ; [ 53.57142857 246.42857143],0
d2,1,0.028517,4.796528,[ 8 28] ; [122 175],[14.05405405 21.94594595] ; [115.94594595 181.05405405],0
s2,1,0.034697,4.460046,[ 7 28] ; [ 26 272],[ 3.46846847 31.53153153] ; [ 29.53153153 268.46846847],0
r3,1,0.039428,4.242317,[27  9] ; [260  37],[31.02702703  4.97297297] ; [255.97297297  41.02702703],0
r1,1,0.053464,3.729351,[19 17] ; [205  93],[24.14371257 11.85628743] ; [199.85628743  98.14371257],0
n4,1,0.0634,3.446139,[19 17] ; [204  95],[23.9641791 12.0358209] ; [199.0358209  99.9641791],0
a4,1,0.06641,3.369599,[ 9 27] ; [122 177],[14.07761194 21.92238806] ; [116.92238806 182.07761194],0
u2,1,0.070848,3.263268,[ 4 12] ; [54 56],[7.36507937 8.63492063] ; [50.63492063 59.36507937],0
v3,1,0.111887,2.527362,[ 6 29] ; [ 87 203],[10.01538462 24.98461538] ; [ 82.98461538 207.01538462],0
d1,1,0.11513,2.482358,[13 23] ; [150 150],[17.46428571 18.53571429] ; [145.53571429 154.46428571],0
u1,1,0.132875,2.258594,[ 1 35] ; [ 32 268],[ 3.53571429 32.46428571] ; [ 29.46428571 270.53571429],0
a8,1,0.153945,2.03272,[ 1 34] ; [ 28 242],[ 3.32786885 31.67213115] ; [ 25.67213115 244.32786885],0
d3,1,0.171424,1.87045,[26  9] ; [187 112],[22.32035928 12.67964072] ; [190.67964072 108.32035928],0
b3,1,0.174315,1.845437,[ 4 17] ; [ 56 110],[ 6.73796791 14.26203209] ; [ 53.26203209 112.73796791],0
b2,1,0.174315,1.845437,[ 4 17] ; [ 56 110],[ 6.73796791 14.26203209] ; [ 53.26203209 112.73796791],0
p11,1,0.1744,1.844706,[22 14] ; [216  84],[25.5 10.5] ; [212.5  87.5],0
r2,1,0.195153,1.678283,[28  7] ; [259  36],[30.43939394  4.56060606] ; [256.56060606  38.43939394],0
d4,1,0.208082,1.584718,[24 12] ; [228  71],[27.08059701  8.91940299] ; [224.91940299  74.08059701],0
n3,1,0.246302,1.344159,[6 6] ; [57 28],[7.79381443 4.20618557] ; [55.20618557 29.79381443],0
p5,1,0.254149,1.300351,[ 1 35] ; [ 24 273],[ 2.7027027 33.2972973] ; [ 22.2972973 274.7027027],0
d5,1,0.289831,1.120404,[24 11] ; [230  70],[26.53731343  8.46268657] ; [227.46268657  72.53731343],0
r4,1,0.291576,1.112332,[25 11] ; [232  68],[27.53571429  8.46428571] ; [229.46428571  70.53571429],0
v2,1,0.307067,1.04325,[15 21] ; [146 142],[17.88888889 18.11111111] ; [143.11111111 144.88888889],0
p2,1,0.325638,0.966166,[24 12] ; [220  76],[26.45783133  9.54216867] ; [217.54216867  78.45783133],0
n6,1,0.330603,0.946535,[30  6] ; [226  71],[27.67567568  8.32432432] ; [228.32432432  68.67567568],0
a5,1,0.340103,0.910044,[21 15] ; [199 101],[23.57142857 12.42857143] ; [196.42857143 103.57142857],0
s5,1,0.350318,0.872307,[ 8 27] ; [ 49 247],[ 6.02719033 28.97280967] ; [ 50.97280967 245.02719033],0
b4,1,0.376159,0.783217,[17 19] ; [165 135],[19.5 16.5] ; [162.5 137.5],0
a3,1,0.378502,0.775562,[20 16] ; [188 110],[22.41916168 13.58083832] ; [185.58083832 112.41916168],0
b1,1,0.461603,0.542004,[12 24] ; [119 181],[14.03571429 21.96428571] ; [116.96428571 183.03571429],0
s7,1,0.46695,0.529184,[ 7 28] ; [ 43 239],[ 5.52050473 29.47949527] ; [ 44.47949527 237.52050473],0
v1,1,0.49063,0.475145,[14 22] ; [133 163],[15.93975904 20.06024096] ; [131.06024096 164.93975904],0
p8,1,0.541858,0.372106,[14 21] ; [134 161],[15.6969697 19.3030303] ; [132.3030303 162.6969697],0
p10,1,0.60017,0.27474,[26 10] ; [199  94],[24.62006079 11.37993921] ; [200.37993921  92.62006079],0
p6,1,0.649416,0.206638,[10 26] ; [ 71 221],[ 8.8902439 27.1097561] ; [ 72.1097561 219.8902439],0
v4,1,0.702723,0.145655,[31  5] ; [264  35],[31.70149254  4.29850746] ; [263.29850746  35.70149254],0
p9,1,0.756055,0.096513,[25 11] ; [210  82],[25.79268293 10.20731707] ; [209.20731707  82.79268293],0
u3,1,0.764596,0.089671,[7 9] ; [53 58],[7.55905512 8.44094488] ; [52.44094488 58.55905512],0
p4,1,0.775186,0.081566,[16 20] ; [139 157],[16.80722892 19.19277108] ; [138.19277108 157.80722892],0
n1,1,0.781185,0.077159,[4 8] ; [25 60],[3.58762887 8.41237113] ; [25.41237113 59.58762887],0
b5,1,0.816872,0.053625,[21 15] ; [181 119],[21.64285714 14.35714286] ; [180.35714286 119.64285714],0
p12,1,0.849224,0.036141,[ 1 35] ; [ 10 286],[ 1.19277108 34.80722892] ; [  9.80722892 286.19277108],0
p3,1,0.851539,0.035027,[13 23] ; [112 185],[13.51351351 22.48648649] ; [111.48648649 185.51351351],0
n2,1,0.85421,0.033764,[8 4] ; [55 31],[7.71428571 4.28571429] ; [55.28571429 30.71428571],0
