Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.514978,[22 41] ; [127  25],[43.66046512 19.33953488] ; [105.33953488  46.66046512],1
s6,1,0.000269,13.274653,[25 37] ; [101  49],[36.8490566 25.1509434] ; [89.1509434 60.8490566],1
v1,1,0.000628,11.690009,[14 45] ; [75 76],[25.0047619 33.9952381] ; [63.9952381 87.0047619],1
p10,1,0.002479,9.15608,[33 26] ; [117  35],[41.94312796 17.05687204] ; [108.05687204  43.94312796],0
p4,1,0.002943,8.84223,[21 42] ; [84 67],[30.91121495 32.08878505] ; [74.08878505 76.91121495],0
p3,1,0.003755,8.398681,[16 47] ; [71 81],[25.49302326 37.50697674] ; [61.50697674 90.49302326],0
v3,1,0.00592,7.574433,[13 47] ; [62 86],[21.63461538 38.36538462] ; [53.36538462 94.63461538],0
p6,1,0.007661,7.111111,[10 50] ; [53 97],[18. 42.] ; [ 45. 105.],0
p8,1,0.008767,6.869785,[19 44] ; [75 76],[27.6728972 35.3271028] ; [66.3271028 84.6728972],0
p1,1,0.012655,6.216766,[ 1 61] ; [ 19 132],[ 5.82159624 56.17840376] ; [ 14.17840376 136.82159624],0
s2,1,0.01282,6.193758,[19 44] ; [73 77],[27.21126761 35.78873239] ; [64.78873239 85.21126761],0
s8,1,0.012896,6.183258,[13 50] ; [58 94],[20.80465116 42.19534884] ; [ 50.19534884 101.80465116],0
s7,1,0.01529,5.88278,[15 47] ; [60 83],[22.68292683 39.31707317] ; [52.31707317 90.68292683],0
p5,1,0.016776,5.719619,[ 2 60] ; [ 22 128],[ 7.01886792 54.98113208] ; [ 16.98113208 133.01886792],0
r1,1,0.037827,4.312768,[34 29] ; [104  47],[40.62616822 22.37383178] ; [97.37383178 53.62616822],0
s3,1,0.045229,4.010074,[26 36] ; [85 64],[32.61611374 29.38388626] ; [78.38388626 70.61611374],0
d3,1,0.047871,3.914522,[41 21] ; [78 74],[34.47663551 27.52336449] ; [84.52336449 67.47663551],0
p9,1,0.048384,3.896587,[39 21] ; [118  33],[44.64454976 15.35545024] ; [112.35545024  38.64454976],0
r4,1,0.074046,3.19097,[48 15] ; [131  21],[52.45116279 10.54883721] ; [126.54883721  25.45116279],0
p12,1,0.077378,3.11913,[ 1 62] ; [ 12 140],[ 3.80930233 59.19069767] ; [  9.19069767 142.80930233],0
b1,1,0.139629,2.182039,[17 46] ; [57 95],[21.68372093 41.31627907] ; [52.31627907 99.68372093],0
n1,1,0.162595,1.949927,[ 5 16] ; [14 19],[ 7.38888889 13.61111111] ; [11.61111111 21.38888889],0
p7,1,0.175801,1.83277,[31 31] ; [89 59],[35.42857143 26.57142857] ; [84.57142857 63.42857143],0
a6,1,0.179725,1.799899,[26 37] ; [78 74],[30.4744186 32.5255814] ; [73.5255814 78.4744186],0
d5,1,0.209963,1.571683,[36 26] ; [102  50],[39.98130841 22.01869159] ; [98.01869159 53.98130841],0
p2,1,0.210784,1.566031,[44 18] ; [120  32],[47.51401869 14.48598131] ; [116.48598131  35.51401869],0
a7,1,0.228521,1.450044,[45 17] ; [96 54],[41.23584906 20.76415094] ; [99.76415094 50.23584906],0
d4,1,0.355297,0.854447,[45 18] ; [98 53],[42.09813084 20.90186916] ; [100.90186916  50.09813084],0
a3,1,0.371535,0.798524,[26 36] ; [73 77],[28.95283019 33.04716981] ; [70.04716981 79.95283019],0
s1,1,0.395114,0.723146,[ 2 61] ; [  9 141],[ 3.25352113 59.74647887] ; [  7.74647887 142.25352113],0
a8,1,0.411558,0.674297,[ 6 53] ; [ 20 118],[ 7.78680203 51.21319797] ; [ 18.21319797 119.78680203],0
d1,1,0.476399,0.507095,[18 45] ; [ 51 101],[20.21860465 42.78139535] ; [ 48.78139535 103.21860465],0
d2,1,0.478324,0.502682,[13 50] ; [ 38 113],[15.01401869 47.98598131] ; [ 35.98598131 115.01401869],0
s4,1,0.583829,0.300085,[ 9 54] ; [ 26 124],[10.35211268 52.64788732] ; [ 24.64788732 125.35211268],0
a1,1,0.59488,0.282788,[ 2 61] ; [  3 149],[ 1.46511628 61.53488372] ; [  3.53488372 148.46511628],0
u2,1,0.595891,0.281238,[19 17] ; [37 41],[17.68421053 18.31578947] ; [38.31578947 39.68421053],0
u3,1,0.641831,0.216356,[17 19] ; [41 38],[18.15652174 17.84347826] ; [39.84347826 39.15652174],0
n3,1,0.713397,0.134908,[15  6] ; [22 11],[14.38888889  6.61111111] ; [22.61111111 10.38888889],0
v4,1,0.715774,0.132578,[58  4] ; [140  12],[57.36448598  4.63551402] ; [140.63551402  11.36448598],0
n2,1,0.722514,0.126097,[13  7] ; [23 10],[13.58490566  6.41509434] ; [22.41509434 10.58490566],0
p11,1,0.761519,0.092104,[46 17] ; [114  38],[46.88372093 16.11627907] ; [113.11627907  38.88372093],0
v2,1,0.765995,0.088576,[27 34] ; [67 77],[27.97073171 33.02926829] ; [66.02926829 77.97073171],0
s5,1,0.840374,0.040568,[14 46] ; [ 36 110],[14.5631068 45.4368932] ; [ 35.4368932 110.5631068],0
b3,1,0.874193,0.02507,[ 8 24] ; [23 64],[ 8.33613445 23.66386555] ; [22.66386555 64.33613445],0
b2,1,0.874193,0.02507,[ 8 24] ; [23 64],[ 8.33613445 23.66386555] ; [22.66386555 64.33613445],0
r2,1,0.882096,0.021997,[55  7] ; [135  16],[55.30516432  6.69483568] ; [134.69483568  16.30516432],0
a4,1,0.890523,0.018946,[12 51] ; [ 30 121],[12.36448598 50.63551402] ; [ 29.63551402 121.36448598],0
r3,1,0.931999,0.007281,[59  4] ; [140  10],[58.85915493  4.14084507] ; [140.14084507   9.85915493],0
b5,1,0.951222,0.003742,[38 25] ; [91 61],[37.8 25.2] ; [91.2 60.8],0
b4,1,0.977257,0.000813,[38 25] ; [92 60],[38.09302326 24.90697674] ; [91.90697674 60.09302326],0
