Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,226.937225,[226  32] ; [ 49 191],[142.46987952 115.53012048] ; [132.53012048 107.46987952],1
s6,1,0.0,99.331338,[227  30] ; [112 128],[175.29778672  81.70221328] ; [163.70221328  76.29778672],1
s7,1,0.0,88.545418,[178  74] ; [ 63 165],[126.525 125.475] ; [114.475 113.525],1
s5,1,0.0,62.73405,[128 121] ; [ 41 197],[ 86.40862423 162.59137577] ; [ 82.59137577 155.40862423],1
s8,1,0.0,56.587312,[157 103] ; [ 65 176],[115.20958084 144.79041916] ; [106.79041916 134.20958084],1
p9,1,1.2e-05,19.218257,[240  19] ; [189  50],[223.11445783  35.88554217] ; [205.88554217  33.11445783],1
s4,1,7e-05,15.815208,[ 56 203] ; [ 21 219],[ 39.96593186 219.03406814] ; [ 37.03406814 202.96593186],1
p10,1,0.000113,14.903505,[232  28] ; [183  57],[215.8  44.2] ; [199.2  40.8],1
p6,1,0.000123,14.750073,[118 142] ; [ 69 171],[ 97.24 162.76] ; [ 89.76 150.24],1
r2,1,0.000237,13.508696,[255   3] ; [220  19],[246.57947686  11.42052314] ; [228.42052314  10.57947686],1
r4,1,0.000308,13.0226,[251  11] ; [211  32],[239.69108911  22.30891089] ; [222.30891089  20.69108911],1
d1,1,0.000376,12.645907,[200  62] ; [150  93],[181.58415842  80.41584158] ; [168.41584158  74.58415842],1
v4,1,0.000417,12.455673,[256   4] ; [222  20],[247.56972112  12.43027888] ; [230.43027888  11.56972112],1
p4,1,0.000762,11.33139,[185  74] ; [138 104],[166.98003992  92.01996008] ; [156.01996008  85.98003992],1
p12,1,0.000836,11.159234,[ 36 225] ; [ 12 228],[ 25.00598802 235.99401198] ; [ 22.99401198 217.00598802],1
u1,1,0.001537,10.033518,[ 88 174] ; [ 51 192],[ 72.11485149 189.88514851] ; [ 66.88514851 176.11485149],0
n6,1,0.002722,8.985296,[229  29] ; [191  51],[216.72  41.28] ; [203.28  38.72],0
d2,1,0.009326,6.759235,[164  95] ; [126 117],[149.62151394 109.37848606] ; [140.37848606 102.62151394],0
v1,1,0.017491,5.646456,[155  98] ; [121 118],[141.92682927 111.07317073] ; [134.07317073 104.92682927],0
n3,1,0.023135,5.15831,[42 11] ; [35 24],[36.4375 16.5625] ; [40.5625 18.4375],0
d4,1,0.024604,5.051534,[233  27] ; [201  42],[224.33399602  35.66600398] ; [209.66600398  33.33399602],0
r3,1,0.026879,4.898552,[253   8] ; [224  18],[247.50894632  13.49105368] ; [229.49105368  12.50894632],0
a2,1,0.02876,4.78193,[111 151] ; [ 80 163],[ 99.09306931 162.90693069] ; [ 91.90693069 151.09306931],0
p2,1,0.029259,4.752311,[227  34] ; [193  49],[217.93240557  43.06759443] ; [202.06759443  39.93240557],0
v3,1,0.044151,4.050771,[110 141] ; [ 82 153],[ 99.16049383 151.83950617] ; [ 92.83950617 142.16049383],0
v2,1,0.059587,3.54885,[164  86] ; [134 100],[153.92561983  96.07438017] ; [144.07438017  89.92561983],0
a3,1,0.062505,3.469645,[215  46] ; [183  59],[206.51689861  54.48310139] ; [191.48310139  50.51689861],0
u4,1,0.067131,3.351807,[ 10 252] ; [  3 240],[  6.74455446 255.25544554] ; [  6.25544554 236.74455446],0
