Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,56.81703,[117 159] ; [243  92],[162.61865794 113.38134206] ; [197.38134206 137.61865794],1
v3,1,0.0,44.681208,[ 75 203] ; [178 153],[115.4909688 162.5090312] ; [137.5090312 193.4909688],1
p2,1,1e-06,25.115885,[209  76] ; [303  38],[233.09904153  51.90095847] ; [278.90095847  62.09904153],1
s8,1,7e-06,20.21289,[ 93 192] ; [173 170],[120.71656051 164.28343949] ; [145.28343949 197.71656051],1
p6,1,7e-06,20.142372,[ 70 213] ; [140 194],[ 96.32090762 186.67909238] ; [113.67909238 220.32090762],1
s6,1,1.8e-05,18.354923,[150 131] ; [239 102],[175.73794212 105.26205788] ; [213.26205788 127.73794212],1
p4,1,2.1e-05,18.137079,[137 145] ; [224 118],[163.14423077 118.85576923] ; [197.85576923 144.14423077],1
p3,1,2.3e-05,17.942508,[110 176] ; [189 152],[136.38596491 149.61403509] ; [162.61403509 178.38596491],1
p9,1,3.8e-05,16.948677,[213  70] ; [299  41],[232.57784912  50.42215088] ; [279.42215088  60.57784912],1
n5,1,3.8e-05,16.947325,[183  99] ; [273  70],[205.7472  76.2528] ; [250.2528  92.7472],1
p7,1,5.2e-05,16.358751,[150 130] ; [232 102],[174.2019544 105.7980456] ; [207.7980456 126.2019544],1
v4,1,8.4e-05,15.46252,[251  33] ; [332  12],[263.64968153  20.35031847] ; [319.35031847  24.64968153],1
p8,1,0.000144,14.44983,[122 161] ; [198 141],[145.59485531 137.40514469] ; [174.40514469 164.59485531],1
s5,1,0.000169,14.150391,[ 65 213] ; [126 210],[ 86.47882736 191.52117264] ; [104.52117264 231.47882736],1
s2,1,0.000446,12.330759,[112 172] ; [183 159],[133.83386581 150.16613419] ; [161.16613419 180.83386581],1
p10,1,0.001226,10.451314,[208  76] ; [285  55],[224.37820513  59.62179487] ; [268.62179487  71.37820513],0
p12,1,0.001388,10.221766,[ 12 273] ; [ 38 302],[ 22.8 262.2] ; [ 27.2 312.8],0
s7,1,0.001617,9.939789,[108 166] ; [171 156],[127.19800333 146.80199667] ; [151.80199667 175.19800333],0
p11,1,0.014708,5.951111,[209  77] ; [281  65],[221.74050633  64.25949367] ; [268.25949367  77.74050633],0
r4,1,0.0253,5.003203,[242  44] ; [313  33],[251.15506329  34.84493671] ; [303.84493671  42.15506329],0
r3,1,0.029627,4.730785,[262  22] ; [333  13],[268.22222222  15.77777778] ; [326.77777778  19.22222222],0
n4,1,0.033819,4.503843,[212  74] ; [280  65],[222.99841521  63.00158479] ; [269.00158479  75.99841521],0
n6,1,0.03461,4.464328,[224  60] ; [291  50],[234.016  49.984] ; [280.984  60.016],0
