Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.011234,6.427915,[ 4 26] ; [4 3],[ 6.48648649 23.51351351] ; [1.51351351 5.48648649],0
b5,1,0.011772,6.344955,[10 20] ; [6 1],[12.97297297 17.02702703] ; [3.02702703 3.97297297],0
v4,1,0.011772,6.344955,[10 20] ; [6 1],[12.97297297 17.02702703] ; [3.02702703 3.97297297],0
p6,1,0.030888,4.659203,[ 1 28] ; [2 5],[ 2.41666667 26.58333333] ; [0.58333333 6.41666667],0
d5,1,0.043375,4.080716,[13 17] ; [6 1],[15.40540541 14.59459459] ; [3.59459459 3.40540541],0
b4,1,0.085898,2.949617,[15 15] ; [6 1],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
a2,1,0.092842,2.824387,[ 2 28] ; [2 5],[ 3.24324324 26.75675676] ; [0.75675676 6.24324324],0
n6,1,0.109421,2.562562,[11 18] ; [5 2],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
d4,1,0.237893,1.393038,[14 16] ; [5 2],[15.40540541 14.59459459] ; [3.59459459 3.40540541],0
a7,1,0.242166,1.367938,[10 20] ; [4 3],[11.35135135 18.64864865] ; [2.64864865 4.35135135],0
s7,1,0.247675,1.336372,[ 4 25] ; [2 4],[ 4.97142857 24.02857143] ; [1.02857143 4.97142857],0
s8,1,0.248539,1.331497,[ 1 29] ; [1 6],[ 1.62162162 28.37837838] ; [0.37837838 6.62162162],0
n5,1,0.3208,0.985681,[20 10] ; [6 1],[21.08108108  8.91891892] ; [4.91891892 2.08108108],0
v1,1,0.324681,0.969995,[ 4 26] ; [2 5],[ 4.86486486 25.13513514] ; [1.13513514 5.86486486],0
b2,1,0.331567,0.942769,[ 8 14] ; [3 2],[ 8.96296296 13.03703704] ; [2.03703704 2.96296296],0
b3,1,0.331567,0.942769,[ 8 14] ; [3 2],[ 8.96296296 13.03703704] ; [2.03703704 2.96296296],0
p8,1,0.346373,0.8867,[ 4 25] ; [2 5],[ 4.83333333 24.16666667] ; [1.16666667 5.83333333],0
p4,1,0.346373,0.8867,[ 5 25] ; [2 4],[ 5.83333333 24.16666667] ; [1.16666667 4.83333333],0
u3,1,0.382733,0.761905,[ 3 11] ; [1 1],[ 3.5 10.5] ; [0.5 1.5],0
b1,1,0.384206,0.7572,[16 14] ; [5 2],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
n2,1,0.384938,0.754872,[ 8 12] ; [2 1],[ 8.69565217 11.30434783] ; [1.30434783 1.69565217],0
n3,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
a3,1,0.433627,0.613089,[16 13] ; [5 2],[16.91666667 12.08333333] ; [4.08333333 2.91666667],0
s3,1,0.465759,0.53202,[ 8 21] ; [1 6],[ 7.25 21.75] ; [1.75 5.25],0
s6,1,0.468981,0.524376,[ 5 25] ; [2 5],[ 5.67567568 24.32432432] ; [1.32432432 5.67567568],0
p11,1,0.468981,0.524376,[ 5 25] ; [2 5],[ 5.67567568 24.32432432] ; [1.32432432 5.67567568],0
s4,1,0.491776,0.472638,[ 8 22] ; [1 6],[ 7.2972973 22.7027027] ; [1.7027027 5.2972973],0
r4,1,0.506061,0.442204,[ 2 28] ; [1 6],[ 2.43243243 27.56756757] ; [0.56756757 6.43243243],0
a6,1,0.509151,0.435812,[13 17] ; [4 3],[13.78378378 16.21621622] ; [3.21621622 3.78378378],0
d1,1,0.512902,0.428143,[ 9 21] ; [3 4],[ 9.72972973 20.27027027] ; [2.27027027 4.72972973],0
n4,1,0.686225,0.163202,[19 11] ; [5 2],[19.45945946 10.54054054] ; [4.54054054 2.45945946],0
r2,1,0.697713,0.150862,[17 12] ; [3 3],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
n1,1,0.70386,0.144487,[ 9 11] ; [1 2],[ 8.69565217 11.30434783] ; [1.30434783 1.69565217],0
a5,1,0.733508,0.115915,[15 15] ; [3 4],[14.59459459 15.40540541] ; [3.40540541 3.59459459],0
p7,1,0.73927,0.110769,[ 8 22] ; [2 4],[ 8.33333333 21.66666667] ; [1.66666667 4.33333333],0
r1,1,0.761057,0.092473,[11 19] ; [3 4],[11.35135135 18.64864865] ; [2.64864865 4.35135135],0
p2,1,0.771159,0.084599,[ 7 23] ; [2 5],[ 7.2972973 22.7027027] ; [1.7027027 5.2972973],0
d2,1,0.796602,0.066434,[14 15] ; [3 4],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
a4,1,0.810366,0.057578,[11 18] ; [3 4],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
s2,1,0.877698,0.023682,[ 5 25] ; [1 6],[ 4.86486486 25.13513514] ; [1.13513514 5.86486486],0
p3,1,0.877698,0.023682,[ 5 25] ; [1 6],[ 4.86486486 25.13513514] ; [1.13513514 5.86486486],0
a1,1,0.877698,0.023682,[ 5 25] ; [1 6],[ 4.86486486 25.13513514] ; [1.13513514 5.86486486],0
p10,1,0.877698,0.023682,[ 5 25] ; [1 6],[ 4.86486486 25.13513514] ; [1.13513514 5.86486486],0
d3,1,0.889735,0.019221,[12 18] ; [3 4],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
s1,1,0.947085,0.004405,[ 4 26] ; [1 6],[ 4.05405405 25.94594595] ; [0.94594595 6.05405405],0
