Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,39.984353,[220  95] ; [103 136],[183.65523466 131.34476534] ; [139.34476534  99.65523466],1
v3,1,1e-06,24.206379,[159 158] ; [ 71 170],[130.66308244 186.33691756] ; [ 99.33691756 141.66308244],1
n5,1,4.1e-05,16.846587,[271  54] ; [170  77],[250.56818182  74.43181818] ; [190.43181818  56.56818182],1
p6,1,0.001041,10.75377,[150 169] ; [ 82 164],[130.98761062 188.01238938] ; [101.01238938 144.98761062],0
s8,1,0.002247,9.335697,[197 127] ; [119 129],[178.99300699 145.00699301] ; [137.00699301 110.99300699],0
n4,1,0.003121,8.735451,[267  58] ; [178  70],[252.39965096  72.60034904] ; [192.60034904  55.39965096],0
p9,1,0.004271,8.164723,[294  31] ; [200  43],[282.6584507  42.3415493] ; [211.3415493  31.6584507],0
p3,1,0.006256,7.474991,[188 138] ; [114 133],[171.81849913 154.18150087] ; [130.18150087 116.81849913],0
p10,1,0.01191,6.324237,[281  42] ; [193  51],[270.02116402  52.97883598] ; [203.97883598  40.02116402],0
s4,1,0.017622,5.633341,[ 58 265] ; [ 64 180],[ 69.49911817 253.50088183] ; [ 52.50088183 191.49911817],0
u4,1,0.018217,5.575135,[ 13 314] ; [  2 246],[  8.53043478 318.46956522] ; [  6.46956522 241.53043478],0
d1,1,0.018682,5.531043,[211 116] ; [136 112],[197.3373913 129.6626087] ; [149.6626087  98.3373913],0
b2,1,0.020781,5.345052,[ 87 126] ; [38 95],[ 76.95086705 136.04913295] ; [48.04913295 84.95086705],0
b3,1,0.020781,5.345052,[ 87 126] ; [38 95],[ 76.95086705 136.04913295] ; [48.04913295 84.95086705],0
a3,1,0.024784,5.038939,[248  78] ; [167  80],[236.10820244  89.89179756] ; [178.89179756  68.10820244],0
b5,1,0.026738,4.907651,[213 114] ; [139 109],[200.18086957 126.81913043] ; [151.81913043  96.18086957],0
a4,1,0.027648,4.84988,[159 166] ; [ 98 149],[146.02272727 178.97727273] ; [110.97727273 136.02272727],0
s7,1,0.035882,4.402709,[203 110] ; [134 105],[191.08876812 121.91123188] ; [145.91123188  93.08876812],0
p4,1,0.037803,4.313865,[224 101] ; [149  97],[212.30297723 112.69702277] ; [160.69702277  85.30297723],0
d5,1,0.04036,4.202675,[279  46] ; [196  51],[269.88636364  55.11363636] ; [205.11363636  41.88636364],0
d4,1,0.043708,4.067821,[283  42] ; [199  47],[274.34325744  50.65674256] ; [207.65674256  38.34325744],0
v4,1,0.049405,3.861523,[317   8] ; [234  14],[312.52181501  12.47818499] ; [238.47818499   9.52181501],0
p8,1,0.051553,3.790228,[185 136] ; [120 123],[173.59042553 147.40957447] ; [131.40957447 111.59042553],0
r2,1,0.053777,3.719622,[313  10] ; [230  16],[308.24077329  14.75922671] ; [234.75922671  11.24077329],0
p5,1,0.063323,3.448138,[ 52 274] ; [ 26 220],[ 44.45454545 281.54545455] ; [ 33.54545455 212.45454545],0
n2,1,0.071093,3.257598,[53 10] ; [46 19],[48.7265625 14.2734375] ; [50.2734375 14.7265625],0
p2,1,0.072811,3.218489,[282  44] ; [200  47],[274.22687609  51.77312391] ; [207.77312391  39.22687609],0
n6,1,0.075181,3.166122,[286  38] ; [206  42],[278.68531469  45.31468531] ; [213.31468531  34.68531469],0
p11,1,0.081154,3.04164,[265  62] ; [186  62],[256.48173913  70.51826087] ; [194.51826087  53.48173913],0
a5,1,0.082226,3.020346,[255  72] ; [177  70],[246.10452962  80.89547038] ; [185.89547038  61.10452962],0
p1,1,0.083674,2.992048,[ 33 292] ; [ 15 231],[ 27.32049037 297.67950963] ; [ 20.67950963 225.32049037],0
p7,1,0.091563,2.846671,[222  94] ; [153  88],[212.74685817 103.25314183] ; [162.25314183  78.74685817],0
s5,1,0.094307,2.799267,[149 169] ; [ 95 144],[139.30341113 178.69658887] ; [104.69658887 134.30341113],0
d2,1,0.126587,2.333869,[167 158] ; [111 136],[157.95454545 167.04545455] ; [120.04545455 126.95454545],0
r1,1,0.134957,2.234535,[278  48] ; [199  48],[271.38219895  54.61780105] ; [205.61780105  41.38219895],0
a2,1,0.140016,2.177784,[ 93 234] ; [ 57 191],[ 85.30434783 241.69565217] ; [ 64.69565217 183.30434783],0
n1,1,0.180303,1.795127,[29 34] ; [22 42],[25.2992126 37.7007874] ; [25.7007874 38.2992126],0
u1,1,0.201157,1.633951,[ 75 252] ; [ 46 202],[ 68.81217391 258.18782609] ; [ 52.18782609 195.81217391],0
r4,1,0.221057,1.497494,[309  18] ; [228  20],[305.38956522  21.61043478] ; [231.61043478  16.38956522],0
u3,1,0.224204,1.47726,[53 26] ; [45 33],[49.31210191 29.68789809] ; [48.68789809 29.31210191],0
p12,1,0.264604,1.24451,[ 37 288] ; [ 21 225],[ 33.01225919 291.98774081] ; [ 24.98774081 221.01225919],0
s2,1,0.268832,1.222697,[219 105] ; [156  91],[212.78458844 111.21541156] ; [162.21541156  84.78458844],0
u2,1,0.270949,1.211935,[49 28] ; [44 36],[45.61146497 31.38853503] ; [47.38853503 32.61146497],0
s1,1,0.281386,1.160385,[ 10 311] ; [ 12 234],[ 12.45502646 308.54497354] ; [  9.54497354 236.45502646],0
a8,1,0.287366,1.131922,[ 48 245] ; [ 30 200],[ 43.69789675 249.30210325] ; [ 34.30210325 195.69789675],0
b4,1,0.318807,0.993832,[202 125] ; [143 105],[196.2 130.8] ; [148.8  99.2],0
d3,1,0.480267,0.498256,[238  88] ; [173  73],[234.24125874  91.75874126] ; [176.75874126  69.24125874],0
