Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,1e-06,24.277383,[10 48] ; [60 45],[24.90797546 33.09202454] ; [45.09202454 59.90797546],1
d1,1,9e-06,19.616126,[16 42] ; [67 38],[29.53374233 28.46625767] ; [53.46625767 51.53374233],1
a3,1,1.3e-05,19.011238,[23 35] ; [78 27],[35.93865031 22.06134969] ; [65.06134969 39.93865031],1
d2,1,5.4e-05,16.310464,[16 42] ; [62 40],[28.275 29.725] ; [49.725 52.275],1
a6,1,7.8e-05,15.610785,[22 36] ; [72 31],[33.86335404 24.13664596] ; [60.13664596 42.86335404],1
d5,1,0.000223,13.630022,[30 28] ; [82 21],[40.34782609 17.65217391] ; [71.65217391 31.34782609],1
s7,1,0.002208,9.368462,[13 41] ; [49 50],[21.88235294 32.11764706] ; [40.11764706 58.88235294],0
s5,1,0.002523,9.124102,[ 7 46] ; [36 63],[14.99342105 38.00657895] ; [28.00657895 70.99342105],0
b3,1,0.014261,6.005547,[ 5 24] ; [31 41],[10.33663366 18.66336634] ; [25.66336634 46.33663366],0
b2,1,0.014261,6.005547,[ 5 24] ; [31 41],[10.33663366 18.66336634] ; [25.66336634 46.33663366],0
d4,1,0.014701,5.951951,[38 20] ; [85 18],[44.31055901 13.68944099] ; [78.68944099 24.31055901],0
p1,1,0.040512,4.1963,[ 1 57] ; [11 94],[ 4.26993865 53.73006135] ; [ 7.73006135 97.26993865],0
s8,1,0.043172,4.08866,[16 42] ; [45 58],[21.97515528 36.02484472] ; [39.02484472 63.97515528],0
v2,1,0.043864,4.061795,[23 31] ; [59 40],[28.94117647 25.05882353] ; [53.05882353 45.94117647],0
n5,1,0.048993,3.875598,[29 28] ; [70 35],[34.83333333 22.16666667] ; [64.16666667 40.83333333],0
p3,1,0.057932,3.595606,[14 44] ; [40 63],[19.45341615 38.54658385] ; [34.54658385 68.45341615],0
d3,1,0.072997,3.214314,[27 31] ; [63 40],[32.42236025 25.57763975] ; [57.57763975 45.42236025],0
s1,1,0.074988,3.170325,[ 7 49] ; [  5 100],[ 4.17391304 51.82608696] ; [ 7.82608696 97.17391304],0
a1,1,0.081139,3.041942,[ 1 57] ; [ 9 96],[ 3.55828221 54.44171779] ; [ 6.44171779 98.55828221],0
p11,1,0.089118,2.890239,[42 16] ; [62 43],[37.00613497 20.99386503] ; [66.99386503 38.00613497],0
a7,1,0.096058,2.769804,[31 27] ; [70 35],[35.93865031 22.06134969] ; [65.06134969 39.93865031],0
p9,1,0.106155,2.610547,[31 24] ; [72 32],[35.62893082 19.37106918] ; [67.37106918 36.62893082],0
b5,1,0.111655,2.530644,[41 17] ; [61 44],[36.29447853 21.70552147] ; [65.70552147 39.29447853],0
u2,1,0.126582,2.333926,[23 12] ; [12 14],[20.08196721 14.91803279] ; [14.91803279 11.08196721],0
s6,1,0.132363,2.264566,[29 28] ; [65 38],[33.4875 23.5125] ; [60.5125 42.4875],0
p7,1,0.136473,2.217279,[24 31] ; [33 71],[19.71698113 35.28301887] ; [37.28301887 66.71698113],0
n4,1,0.146547,2.107834,[32 26] ; [70 35],[36.29447853 21.70552147] ; [65.70552147 39.29447853],0
p12,1,0.162708,1.948872,[ 2 55] ; [10 95],[ 4.22222222 52.77777778] ; [ 7.77777778 97.22222222],0
r1,1,0.186773,1.74289,[38 20] ; [79 26],[41.63190184 16.36809816] ; [75.36809816 29.63190184],0
p10,1,0.21291,1.551527,[31 25] ; [68 36],[34.65 21.35] ; [64.35 39.65],0
v3,1,0.241638,1.371015,[16 39] ; [37 59],[19.30463576 35.69536424] ; [33.69536424 62.30463576],0
v4,1,0.253614,1.303287,[49  9] ; [95 10],[51.2392638  6.7607362] ; [92.7607362 12.2392638],0
p5,1,0.297923,1.083469,[ 2 54] ; [ 8 95],[ 3.52201258 52.47798742] ; [ 6.47798742 96.52201258],0
u4,1,0.324072,0.97244,[ 1 57] ; [  5 100],[ 2.13496933 55.86503067] ; [  3.86503067 101.13496933],0
p8,1,0.329253,0.951832,[11 47] ; [27 78],[13.52147239 44.47852761] ; [24.47852761 80.52147239],0
r2,1,0.367294,0.812798,[51  7] ; [95  8],[52.59627329  5.40372671] ; [93.40372671  9.59627329],0
p4,1,0.367311,0.812741,[17 40] ; [38 65],[19.59375 37.40625] ; [35.40625 67.59375],0
s2,1,0.399019,0.711282,[24 33] ; [51 53],[26.55279503 30.44720497] ; [48.44720497 55.55279503],0
