Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.549019,[77 12] ; [ 3 11],[69.12621359 19.87378641] ; [10.87378641  3.12621359],1
p4,1,0.001379,10.234069,[62 27] ; [ 4 11],[56.48076923 32.51923077] ; [9.51923077 5.48076923],0
d5,1,0.008003,7.032815,[77 11] ; [9 6],[73.47572816 14.52427184] ; [12.52427184  2.47572816],0
d1,1,0.008559,6.912559,[56 33] ; [ 4 11],[51.34615385 37.65384615] ; [8.65384615 6.34615385],0
s2,1,0.016722,5.725319,[58 30] ; [ 5 10],[53.82524272 34.17475728] ; [9.17475728 5.82524272],0
a5,1,0.017504,5.645128,[68 21] ; [7 8],[64.18269231 24.81730769] ; [10.81730769  4.18269231],0
d2,1,0.017918,5.604133,[53 36] ; [ 4 11],[48.77884615 40.22115385] ; [8.22115385 6.77884615],0
s6,1,0.019136,5.489037,[65 23] ; [6 8],[61.25490196 26.74509804] ; [9.74509804 4.25490196],0
s8,1,0.01932,5.472348,[49 40] ; [ 3 11],[44.93203883 44.06796117] ; [7.06796117 6.93203883],0
n5,1,0.033783,4.505656,[65 23] ; [7 8],[61.51456311 26.48543689] ; [10.48543689  4.51456311],0
u3,1,0.041074,4.172958,[17  5] ; [2 4],[14.92857143  7.07142857] ; [4.07142857 1.92857143],0
s7,1,0.042918,4.098646,[58 28] ; [5 8],[54.72727273 31.27272727] ; [8.27272727 4.72727273],0
d3,1,0.060013,3.537013,[62 25] ; [7 8],[58.85294118 28.14705882] ; [10.14705882  4.85294118],0
u2,1,0.110612,2.545455,[18  4] ; [3 3],[16.5  5.5] ; [4.5 1.5],0
u1,1,0.151699,2.055085,[28 61] ; [ 2 13],[25.67307692 63.32692308] ; [ 4.32692308 10.67307692],0
d4,1,0.211824,1.558916,[72 17] ; [10  5],[70.17307692 18.82692308] ; [11.82692308  3.17307692],0
a6,1,0.217091,1.523494,[67 22] ; [9 6],[65.03846154 23.96153846] ; [10.96153846  4.03846154],0
a3,1,0.217091,1.523494,[67 22] ; [9 6],[65.03846154 23.96153846] ; [10.96153846  4.03846154],0
n2,1,0.230918,1.4352,[16 12] ; [5 1],[17.29411765 10.70588235] ; [3.70588235 2.29411765],0
p2,1,0.242617,1.365324,[76 13] ; [11  4],[74.45192308 14.54807692] ; [12.54807692  2.45192308],0
b2,1,0.261414,1.261253,[30 29] ; [7 3],[31.63768116 27.36231884] ; [5.36231884 4.63768116],0
b3,1,0.261414,1.261253,[30 29] ; [7 3],[31.63768116 27.36231884] ; [5.36231884 4.63768116],0
s5,1,0.268101,1.226436,[32 50] ; [ 3 10],[30.21052632 51.78947368] ; [4.78947368 8.21052632],0
p3,1,0.281618,1.159265,[43 46] ; [ 5 10],[41.07692308 47.92307692] ; [6.92307692 8.07692308],0
v3,1,0.31773,0.998267,[28 57] ; [ 3 12],[26.35 58.65] ; [ 4.65 10.35],0
b1,1,0.350131,0.872982,[36 53] ; [8 7],[37.65384615 51.34615385] ; [6.34615385 8.65384615],0
n4,1,0.362911,0.827794,[74 15] ; [11  4],[72.74038462 16.25961538] ; [12.25961538  2.74038462],0
s3,1,0.368583,0.808437,[52 36] ; [7 8],[50.40776699 37.59223301] ; [8.59223301 6.40776699],0
s1,1,0.45336,0.562239,[ 3 86] ; [ 1 12],[ 3.49019608 85.50980392] ; [ 0.50980392 12.49019608],0
b5,1,0.456973,0.553298,[62 27] ; [9 6],[60.75961538 28.24038462] ; [10.24038462  4.75961538],0
v2,1,0.509057,0.436005,[53 32] ; [8 7],[51.85 33.15] ; [9.15 5.85],0
a8,1,0.526876,0.400413,[ 7 72] ; [ 2 12],[ 7.64516129 71.35483871] ; [ 1.35483871 12.64516129],0
a2,1,0.535866,0.383255,[31 58] ; [ 4 11],[29.95192308 59.04807692] ; [5.04807692 9.95192308],0
r3,1,0.539187,0.377049,[86  3] ; [14  1],[85.57692308  3.42307692] ; [14.42307692  0.57692308],0
r1,1,0.545147,0.366084,[66 23] ; [10  5],[65.03846154 23.96153846] ; [10.96153846  4.03846154],0
r2,1,0.546107,0.364338,[85  3] ; [14  1],[84.58252427  3.41747573] ; [14.41747573  0.58252427],0
a4,1,0.553508,0.351069,[52 37] ; [7 7],[50.98058252 38.01941748] ; [8.01941748 5.98058252],0
a7,1,0.562529,0.335345,[65 23] ; [10  5],[64.0776699 23.9223301] ; [10.9223301  4.0776699],0
p11,1,0.573925,0.316159,[60 29] ; [9 6],[59.04807692 29.95192308] ; [9.95192308 5.04807692],0
n6,1,0.592263,0.286823,[76 13] ; [12  3],[75.30769231 13.69230769] ; [12.69230769  2.30769231],0
v1,1,0.598077,0.277905,[47 40] ; [7 8],[46.05882353 40.94117647] ; [7.94117647 7.05882353],0
p1,1,0.675388,0.175364,[ 9 80] ; [ 1 14],[ 8.55769231 80.44230769] ; [ 1.44230769 13.55769231],0
b4,1,0.774043,0.082421,[51 38] ; [8 7],[50.49038462 38.50961538] ; [8.50961538 6.49038462],0
r4,1,0.915984,0.011129,[78 11] ; [13  2],[77.875 11.125] ; [13.125  1.875],0
n1,1,0.97598,0.000907,[11 17] ; [2 3],[11.03030303 16.96969697] ; [1.96969697 3.03030303],0
v4,1,0.991454,0.000115,[83  6] ; [14  1],[83.00961538  5.99038462] ; [13.99038462  1.00961538],0
p7,1,1.0,0.0,[58 29] ; [10  5],[58. 29.] ; [10.  5.],0
