Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.958902,[42  5] ; [55 60],[28.14197531 18.85802469] ; [68.85802469 46.14197531],1
s3,1,0.000477,12.204424,[33 13] ; [47 67],[23. 23.] ; [57. 57.],1
s2,1,0.0009,11.0232,[29 18] ; [38 76],[19.55900621 27.44099379] ; [47.44099379 66.55900621],1
s8,1,0.000948,10.925911,[24 23] ; [28 87],[15.08641975 31.91358025] ; [36.91358025 78.08641975],1
s4,1,0.002416,9.203353,[17 30] ; [17 98],[ 9.86419753 37.13580247] ; [24.13580247 90.86419753],0
p10,1,0.003591,8.479668,[40  6] ; [72 41],[32.40251572 13.59748428] ; [79.59748428 33.40251572],0
p1,1,0.030469,4.682645,[ 5 41] ; [  3 111],[ 2.3 43.7] ; [  5.7 108.3],0
p12,1,0.035275,4.431828,[ 4 42] ; [  2 113],[ 1.71428571 44.28571429] ; [  4.28571429 110.71428571],0
a1,1,0.040151,4.21148,[ 3 44] ; [  1 114],[ 1.16049383 45.83950617] ; [  2.83950617 112.16049383],0
a5,1,0.048632,3.888001,[34 13] ; [64 51],[28.43209877 18.56790123] ; [69.56790123 45.43209877],0
d1,1,0.056861,3.626642,[29 18] ; [52 63],[23.5 23.5] ; [57.5 57.5],0
s7,1,0.057805,3.599273,[19 24] ; [31 79],[14.05228758 28.94771242] ; [35.94771242 74.05228758],0
u1,1,0.060578,3.521491,[ 9 38] ; [ 10 105],[ 5.51234568 41.48765432] ; [ 13.48765432 101.51234568],0
p9,1,0.081679,3.031163,[39  7] ; [81 32],[34.71698113 11.28301887] ; [85.28301887 27.71698113],0
b1,1,0.086556,2.93728,[11 36] ; [43 72],[15.66666667 31.33333333] ; [38.33333333 76.66666667],0
b5,1,0.108795,2.571638,[23 24] ; [72 43],[27.5617284 19.4382716] ; [67.4382716 47.5617284],0
p3,1,0.114906,2.48542,[20 26] ; [35 80],[15.71428571 30.28571429] ; [39.28571429 75.71428571],0
n6,1,0.133229,2.254466,[34 12] ; [70 44],[29.9 16.1] ; [74.1 39.9],0
a2,1,0.141277,2.163996,[11 36] ; [16 99],[ 7.83333333 39.16666667] ; [19.16666667 95.83333333],0
p8,1,0.159381,1.980091,[25 21] ; [48 66],[20.9875 25.0125] ; [52.0125 61.9875],0
n3,1,0.165719,1.921248,[11  2] ; [27 15],[8.98181818 4.01818182] ; [29.01818182 12.98181818],0
d2,1,0.171874,1.86652,[20 27] ; [36 79],[16.24691358 30.75308642] ; [39.75308642 75.24691358],0
a4,1,0.171874,1.86652,[20 27] ; [36 79],[16.24691358 30.75308642] ; [39.75308642 75.24691358],0
p11,1,0.17811,1.813321,[35 12] ; [73 42],[31.33333333 15.66666667] ; [76.66666667 38.33333333],0
n5,1,0.248738,1.330376,[13 34] ; [42 71],[16.15625 30.84375] ; [38.84375 74.15625],0
v3,1,0.272828,1.202472,[17 30] ; [29 77],[14.13071895 32.86928105] ; [31.86928105 74.13071895],0
u2,1,0.30085,1.070425,[8 7] ; [28 13],[9.64285714 5.35714286] ; [26.35714286 14.64285714],0
d4,1,0.320124,0.988438,[41  6] ; [92 22],[38.82608696  8.17391304] ; [94.17391304 19.82608696],0
b3,1,0.338432,0.916364,[ 8 14] ; [14 41],[ 6.28571429 15.71428571] ; [15.71428571 39.28571429],0
b2,1,0.338432,0.916364,[ 8 14] ; [14 41],[ 6.28571429 15.71428571] ; [15.71428571 39.28571429],0
r4,1,0.340688,0.907841,[44  3] ; [102  13],[42.35802469  4.64197531] ; [103.64197531  11.35802469],0
p7,1,0.348816,0.877761,[27 16] ; [61 51],[24.41290323 18.58709677] ; [63.58709677 48.41290323],0
p4,1,0.41935,0.652135,[23 23] ; [49 65],[20.7 25.3] ; [51.3 62.7],0
v1,1,0.438816,0.599377,[23 23] ; [48 63],[20.80254777 25.19745223] ; [50.19745223 60.80254777],0
p6,1,0.504324,0.445825,[11 34] ; [22 90],[ 9.45859873 35.54140127] ; [23.54140127 88.45859873],0
a3,1,0.509374,0.435353,[32 15] ; [72 43],[30.17283951 16.82716049] ; [73.82716049 41.17283951],0
v4,1,0.527773,0.398678,[44  2] ; [106   8],[43.125  2.875] ; [106.875   7.125],0
b4,1,0.540795,0.374069,[27 20] ; [72 43],[28.72222222 18.27777778] ; [70.27777778 44.72222222],0
p5,1,0.574783,0.314746,[ 3 43] ; [  5 109],[ 2.3 43.7] ; [  5.7 108.3],0
a6,1,0.624367,0.239778,[30 17] ; [78 37],[31.33333333 15.66666667] ; [76.66666667 38.33333333],0
d5,1,0.639631,0.219226,[36 11] ; [84 31],[34.81481481 12.18518519] ; [85.18518519 29.81481481],0
s1,1,0.646019,0.210956,[ 1 46] ; [  4 110],[ 1.45962733 45.54037267] ; [  3.54037267 110.45962733],0
d3,1,0.646708,0.210076,[34 13] ; [79 36],[32.78395062 14.21604938] ; [80.21604938 34.78395062],0
p2,1,0.704182,0.144158,[36 10] ; [86 28],[35.075 10.925] ; [86.925 27.075],0
n1,1,0.72158,0.126984,[ 4 10] ; [10 32],[ 3.5 10.5] ; [10.5 31.5],0
n2,1,0.826478,0.048058,[10  4] ; [28 13],[9.67272727 4.32727273] ; [28.32727273 12.67272727],0
u3,1,0.908144,0.013312,[10  5] ; [28 13],[10.17857143  4.82142857] ; [27.82142857 13.17857143],0
a7,1,0.912834,0.011982,[36 11] ; [89 26],[36.2654321 10.7345679] ; [88.7345679 26.2654321],0
v2,1,0.931774,0.00733,[26 20] ; [58 46],[25.76 20.24] ; [58.24 45.76],0
