Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,164.394489,[  5 102] ; [373 150],[64.2 42.8] ; [313.8 209.2],1
d3,1,0.0,118.130238,[27 80] ; [410 113],[74.22063492 32.77936508] ; [362.77936508 160.22063492],1
d5,1,0.0,96.474069,[52 55] ; [464  59],[87.63809524 19.36190476] ; [428.36190476  94.63809524],1
d2,1,0.0,28.113175,[25 82] ; [268 253],[49.92197452 57.07802548] ; [243.07802548 277.92197452],1
a3,1,0.0,27.84048,[56 51] ; [403 119],[78.08108108 28.91891892] ; [380.91891892 141.08108108],1
a5,1,0.0,26.698021,[61 46] ; [420 103],[81.69365079 25.30634921] ; [399.30634921 123.69365079],1
a4,1,5e-06,21.014899,[26 81] ; [253 269],[47.46104928 59.53895072] ; [231.53895072 290.46104928],1
a2,1,6.2e-05,16.043541,[ 9 98] ; [138 385],[24.96666667 82.03333333] ; [122.03333333 400.96666667],1
u1,1,0.0001,15.143355,[  5 102] ; [107 416],[19.02222222 87.97777778] ; [ 92.97777778 430.02222222],1
s2,1,0.000634,11.672283,[39 66] ; [287 231],[54.94382022 50.05617978] ; [271.05617978 246.94382022],1
p2,1,0.005194,7.810659,[85 22] ; [464  56],[93.68899522 13.31100478] ; [455.31100478  64.68899522],0
r1,1,0.005397,7.741411,[75 31] ; [429  91],[85.34185304 20.65814696] ; [418.65814696 101.34185304],0
s5,1,0.00558,7.681048,[24 80] ; [188 316],[36.26315789 67.73684211] ; [175.73684211 328.26315789],0
r4,1,0.009649,6.698532,[91 16] ; [485  38],[97.82857143  9.17142857] ; [478.17142857  44.82857143],0
p4,1,0.013098,6.155819,[58 49] ; [348 173],[69.17515924 37.82484076] ; [336.82484076 184.17515924],0
b2,1,0.013885,6.052682,[17 48] ; [139 188],[25.86734694 39.13265306] ; [130.13265306 196.86734694],0
b3,1,0.013885,6.052682,[17 48] ; [139 188],[25.86734694 39.13265306] ; [130.13265306 196.86734694],0
a7,1,0.014122,6.022848,[68 39] ; [392 130],[78.25119237 28.74880763] ; [381.74880763 140.25119237],0
v2,1,0.017966,5.599473,[48 51] ; [307 194],[58.575 40.425] ; [296.425 204.575],0
r3,1,0.01878,5.521871,[99  7] ; [508  12],[102.7827476   3.2172524] ; [504.2172524  15.7827476],0
s3,1,0.031081,4.648481,[50 54] ; [306 208],[59.90938511 44.09061489] ; [296.09061489 217.90938511],0
a1,1,0.041313,4.163149,[  1 106] ; [ 29 494],[  5.0952381 101.9047619] ; [ 24.9047619 498.0952381],0
a8,1,0.058517,3.578932,[ 8 92] ; [ 73 407],[13.96551724 86.03448276] ; [ 67.03448276 412.96551724],0
v1,1,0.059986,3.537762,[50 53] ; [296 209],[58.61513158 44.38486842] ; [287.38486842 217.61513158],0
r2,1,0.061845,3.487194,[96 10] ; [491  25],[100.03536977   5.96463023] ; [486.96463023  29.03536977],0
p9,1,0.067709,3.337711,[98  9] ; [500  22],[101.72655008   5.27344992] ; [496.27344992  25.72655008],0
v3,1,0.070694,3.266838,[35 70] ; [214 285],[43.28642384 61.71357616] ; [205.71357616 293.28642384],0
p1,1,0.07189,3.239339,[15 92] ; [ 44 477],[10.05254777 96.94745223] ; [ 48.94745223 472.05254777],0
p6,1,0.074407,3.183022,[32 74] ; [203 312],[40.11272142 65.88727858] ; [194.88727858 320.11272142],0
s8,1,0.076002,3.148399,[42 65] ; [253 267],[50.34290271 56.65709729] ; [244.65709729 275.34290271],0
n6,1,0.077162,3.123689,[89 18] ; [464  56],[94.37161085 12.62838915] ; [458.62838915  61.37161085],0
p7,1,0.0918,2.842527,[65 40] ; [357 151],[72.28384992 32.71615008] ; [349.71615008 158.28384992],0
u2,1,0.097295,2.749326,[27 24] ; [79 40],[31.8 19.2] ; [74.2 44.8],0
b4,1,0.098456,2.730372,[55 52] ; [314 209],[62.67142857 44.32857143] ; [306.32857143 216.67142857],0
n1,1,0.134375,2.241222,[12 11] ; [32 59],[ 8.87719298 14.12280702] ; [35.12280702 55.87719298],0
s6,1,0.135531,2.227976,[66 39] ; [359 152],[72.44318182 32.55681818] ; [352.55681818 158.44318182],0
u3,1,0.161056,1.964281,[26 25] ; [75 45],[30.12280702 20.87719298] ; [70.87719298 49.12280702],0
n4,1,0.187437,1.737649,[81 26] ; [425  98],[85.93968254 21.06031746] ; [420.06031746 102.93968254],0
s7,1,0.189748,1.719572,[45 55] ; [264 242],[50.99009901 49.00990099] ; [258.00990099 247.99009901],0
n3,1,0.226981,1.459683,[20  4] ; [64 26],[17.68421053  6.31578947] ; [66.31578947 23.68421053],0
a6,1,0.279527,1.169388,[70 37] ; [369 153],[74.67885533 32.32114467] ; [364.32114467 157.67885533],0
p3,1,0.304229,1.055564,[53 53] ; [290 233],[57.80286169 48.19713831] ; [285.19713831 237.80286169],0
n2,1,0.324308,0.971493,[20  4] ; [67 24],[18.15652174  5.84347826] ; [68.84347826 22.15652174],0
s1,1,0.389127,0.741667,[  4 102] ; [ 12 505],[  2.7223114 103.2776886] ; [ 13.2776886 503.7223114],0
s4,1,0.482687,0.492787,[20 86] ; [ 83 433],[17.55305466 88.44694534] ; [ 85.44694534 430.55305466],0
v4,1,0.523644,0.406711,[100   5] ; [500  18],[101.12359551   3.87640449] ; [498.87640449  19.12359551],0
p5,1,0.561143,0.337729,[13 94] ; [ 74 444],[14.8944 92.1056] ; [ 72.1056 445.8944],0
p12,1,0.574065,0.315928,[ 9 98] ; [ 53 467],[10.58054226 96.41945774] ; [ 51.41945774 468.58054226],0
p8,1,0.628247,0.234446,[60 45] ; [308 208],[62.22222222 42.77777778] ; [305.77777778 210.22222222],0
b1,1,0.651447,0.204081,[35 72] ; [183 340],[37.02539683 69.97460317] ; [180.97460317 342.02539683],0
b5,1,0.746503,0.104493,[61 46] ; [307 216],[62.5015873 44.4984127] ; [305.4984127 217.5015873],0
n5,1,0.968578,0.001552,[86 21] ; [418 101],[86.14696486 20.85303514] ; [417.85303514 101.14696486],0
