Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.3e-05,16.323277,[88 20] ; [21 22],[77.9602649 30.0397351] ; [31.0397351 11.9602649],1
v4,1,0.000328,12.901285,[99  9] ; [28 13],[92.05369128 15.94630872] ; [34.94630872  6.05369128],1
r3,1,0.000441,12.351346,[94 13] ; [27 16],[86.31333333 20.68666667] ; [34.68666667  8.31333333],1
a1,1,0.002379,9.231627,[  1 107] ; [ 5 38],[  4.29139073 103.70860927] ; [ 1.70860927 41.29139073],0
p11,1,0.002941,8.843997,[80 28] ; [21 22],[72.2384106 35.7615894] ; [28.7615894 14.2384106],0
p2,1,0.003033,8.787523,[84 24] ; [23 20],[76.52980132 31.47019868] ; [30.47019868 12.52980132],0
n4,1,0.004362,8.126479,[79 29] ; [21 22],[71.52317881 36.47682119] ; [28.47682119 14.52317881],0
p10,1,0.00813,7.004571,[75 31] ; [20 22],[68.04054054 37.95945946] ; [26.95945946 15.04054054],0
p9,1,0.009073,6.808339,[79 27] ; [22 20],[72.33783784 33.66216216] ; [28.66216216 13.33783784],0
b1,1,0.013432,6.111345,[39 69] ; [25 18],[45.77483444 62.22516556] ; [18.22516556 24.77483444],0
p3,1,0.018353,5.562144,[47 60] ; [10 33],[40.66 66.34] ; [16.34 26.66],0
s6,1,0.035158,4.437496,[53 55] ; [13 30],[47.20529801 60.79470199] ; [18.79470199 24.20529801],0
p4,1,0.065245,3.398767,[53 55] ; [14 29],[47.9205298 60.0794702] ; [19.0794702 23.9205298],0
d3,1,0.078986,3.085642,[33 74] ; [ 7 35],[28.72483221 78.27516779] ; [11.27516779 30.72483221],0
n5,1,0.085936,2.948896,[82 26] ; [26 16],[77.76 30.24] ; [30.24 11.76],0
b5,1,0.088922,2.893788,[69 39] ; [21 22],[64.37086093 43.62913907] ; [25.62913907 17.37086093],0
r1,1,0.089362,2.885835,[66 41] ; [20 23],[61.34666667 45.65333333] ; [24.65333333 18.34666667],0
s3,1,0.093129,2.819438,[50 55] ; [14 29],[45.40540541 59.59459459] ; [18.59459459 24.40540541],0
r2,1,0.143235,2.142857,[93 15] ; [32 10],[90. 18.] ; [35.  7.],0
n2,1,0.161365,1.961388,[22  7] ; [12  9],[19.72  9.28] ; [14.28  6.72],0
s8,1,0.165886,1.919737,[32 76] ; [ 8 35],[28.60927152 79.39072848] ; [11.39072848 31.60927152],0
a7,1,0.168295,1.898063,[63 44] ; [20 23],[59.20666667 47.79333333] ; [23.79333333 19.20666667],0
a4,1,0.169614,1.886351,[21 85] ; [13 30],[24.18791946 81.81208054] ; [ 9.81208054 33.18791946],0
s1,1,0.174908,1.840365,[  4 102] ; [ 4 39],[  5.69127517 100.30872483] ; [ 2.30872483 40.69127517],0
s7,1,0.196251,1.670059,[32 72] ; [ 8 32],[28.88888889 75.11111111] ; [11.11111111 28.88888889],0
b4,1,0.205947,1.599692,[55 53] ; [17 26],[51.49668874 56.50331126] ; [20.50331126 22.49668874],0
p1,1,0.218084,1.516932,[10 98] ; [ 7 36],[12.1589404 95.8410596] ; [ 4.8410596 38.1589404],0
p6,1,0.225695,1.467788,[27 79] ; [ 7 36],[24.18791946 81.81208054] ; [ 9.81208054 33.18791946],0
v1,1,0.226309,1.463912,[49 56] ; [15 27],[45.71428571 59.28571429] ; [18.28571429 23.71428571],0
b2,1,0.227483,1.456533,[15 56] ; [ 8 16],[17.18947368 53.81052632] ; [ 5.81052632 18.18947368],0
b3,1,0.227483,1.456533,[15 56] ; [ 8 16],[17.18947368 53.81052632] ; [ 5.81052632 18.18947368],0
s2,1,0.264642,1.244311,[32 75] ; [ 9 34],[29.24666667 77.75333333] ; [11.75333333 31.24666667],0
u3,1,0.285572,1.14038,[21 36] ; [11 11],[23.08860759 33.91139241] ; [ 8.91139241 13.08860759],0
s4,1,0.293198,1.10488,[17 90] ; [ 4 39],[14.98 92.02] ; [ 6.02 36.98],0
d5,1,0.365817,0.817823,[51 56] ; [17 26],[48.50666667 58.49333333] ; [19.49333333 23.50666667],0
v2,1,0.394419,0.725275,[40 64] ; [12 27],[37.81818182 66.18181818] ; [14.18181818 24.81818182],0
