Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,9e-06,19.779645,[101 260] ; [43 37],[117.87755102 243.12244898] ; [26.12244898 53.87755102],1
s6,1,0.000204,13.790803,[246 120] ; [72 10],[259.79464286 106.20535714] ; [58.20535714 23.79464286],1
s3,1,0.000587,11.815502,[191 171] ; [61 22],[204.99775281 157.00224719] ; [47.00224719 35.99775281],1
s2,1,0.000718,11.441523,[184 183] ; [58 24],[197.80400891 169.19599109] ; [44.19599109 37.80400891],1
a8,1,0.001766,9.777988,[ 51 275] ; [ 2 78],[ 42.55665025 283.44334975] ; [10.44334975 69.55665025],0
v2,1,0.00309,8.753293,[219 139] ; [36 47],[207.00680272 150.99319728] ; [47.99319728 35.00680272],0
p6,1,0.006515,7.402017,[154 213] ; [49 35],[165.19068736 201.80931264] ; [37.80931264 46.19068736],0
v3,1,0.009778,6.674817,[147 208] ; [21 60],[136.78899083 218.21100917] ; [31.21100917 49.78899083],0
n4,1,0.0182,5.576787,[298  71] ; [58 26],[289.98675497  79.01324503] ; [66.01324503 17.98675497],0
s7,1,0.022015,5.244583,[173 176] ; [51 29],[182.22843823 166.77156177] ; [41.77156177 38.22843823],0
b3,1,0.024095,5.087812,[ 89 146] ; [10 38],[ 82.20848057 152.79151943] ; [16.79151943 31.20848057],0
b2,1,0.024095,5.087812,[ 89 146] ; [10 38],[ 82.20848057 152.79151943] ; [16.79151943 31.20848057],0
v1,1,0.080713,3.050492,[212 149] ; [40 43],[204.89189189 156.10810811] ; [47.10810811 35.89189189],0
p12,1,0.124716,2.357075,[ 25 344] ; [ 2 82],[ 21.99337748 347.00662252] ; [ 5.00662252 78.99337748],0
u2,1,0.15068,2.065355,[64 43] ; [11 14],[60.79545455 46.20454545] ; [14.20454545 10.79545455],0
p3,1,0.159772,1.976387,[229 140] ; [59 25],[234.59602649 134.40397351] ; [53.40397351 30.59602649],0
r3,1,0.167335,1.906654,[356  14] ; [77  6],[353.66445916  16.33554084] ; [79.33554084  3.66445916],0
b4,1,0.169147,1.890484,[212 158] ; [55 29],[217.59911894 152.40088106] ; [49.40088106 34.59911894],0
d3,1,0.182952,1.773482,[269 101] ; [67 17],[273.83259912  96.16740088] ; [62.16740088 21.83259912],0
p11,1,0.187456,1.737502,[301  69] ; [63 21],[296.65198238  73.34801762] ; [67.34801762 16.65198238],0
