Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,98.880963,[40 84] ; [265  61],[84.04444444 39.95555556] ; [220.95555556 105.04444444],1
n6,1,2e-06,23.055474,[76 49] ; [269  58],[95.40929204 29.59070796] ; [249.59070796  77.40929204],1
a5,1,1.6e-05,18.584049,[64 61] ; [238  90],[83.33333333 41.66666667] ; [218.66666667 109.33333333],1
p3,1,0.000272,13.253859,[34 90] ; [151 175],[50.97777778 73.02222222] ; [134.02222222 191.97777778],1
r2,1,0.000293,13.114643,[100  24] ; [297  24],[110.6247191  13.3752809] ; [286.3752809  34.6247191],1
p6,1,0.000325,12.917681,[ 17 104] ; [ 99 221],[31.8276644 89.1723356] ; [ 84.1723356 235.8276644],1
v3,1,0.000755,11.347925,[25 95] ; [121 199],[39.81818182 80.18181818] ; [106.18181818 213.81818182],1
a6,1,0.001007,10.814139,[71 54] ; [239  89],[85.54083885 39.45916115] ; [224.45916115 103.54083885],0
a8,1,0.002108,9.45264,[  5 111] ; [ 45 248],[ 14.1809291 101.8190709] ; [ 35.8190709 257.1809291],0
p4,1,0.002164,9.404672,[45 79] ; [170 154],[59.50892857 64.49107143] ; [155.49107143 168.50892857],0
r4,1,0.003352,8.605432,[90 35] ; [276  52],[100.99337748  24.00662252] ; [265.00662252  62.99337748],0
p10,1,0.004687,7.996581,[74 50] ; [235  85],[86.2972973 37.7027027] ; [222.7027027  97.2972973],0
n1,1,0.006112,7.516856,[ 9 37] ; [35 45],[16.06349206 29.93650794] ; [27.93650794 52.06349206],0
s8,1,0.007641,7.115774,[ 18 106] ; [ 86 240],[28.65777778 95.34222222] ; [ 75.34222222 250.65777778],0
p11,1,0.010073,6.621994,[82 43] ; [254  74],[92.71523179 32.28476821] ; [243.28476821  84.71523179],0
d2,1,0.011516,6.383884,[42 83] ; [152 173],[53.88888889 71.11111111] ; [140.11111111 184.88888889],0
d5,1,0.014686,5.953725,[85 40] ; [259  69],[94.92273731 30.07726269] ; [249.07726269  78.92273731],0
s6,1,0.019738,5.434899,[39 84] ; [142 182],[49.80536913 73.19463087] ; [131.19463087 192.80536913],0
p1,1,0.021725,5.267685,[  4 120] ; [ 32 295],[  9.89800443 114.10199557] ; [ 26.10199557 300.89800443],0
s7,1,0.022847,5.180097,[21 98] ; [ 87 220],[30.16901408 88.83098592] ; [ 77.83098592 229.16901408],0
d1,1,0.023043,5.165247,[51 74] ; [173 155],[61.81015453 63.18984547] ; [162.18984547 165.81015453],0
a4,1,0.028588,4.79228,[41 84] ; [143 181],[51.22494432 73.77505568] ; [132.77505568 191.22494432],0
p2,1,0.030092,4.704031,[86 38] ; [257  68],[94.72605791 29.27394209] ; [248.27394209  76.72605791],0
p12,1,0.030601,4.675233,[  1 124] ; [ 17 305],[  5.03355705 119.96644295] ; [ 12.96644295 309.03355705],0
s1,1,0.033753,4.507181,[  7 118] ; [  6 318],[  3.61915367 121.38084633] ; [  9.38084633 314.61915367],0
p7,1,0.038257,4.293549,[59 64] ; [189 132],[68.7027027 54.2972973] ; [179.2972973 141.7027027],0
a3,1,0.038456,4.284728,[71 53] ; [220 105],[80.36525612 43.63474388] ; [210.63474388 114.36525612],0
r3,1,0.05139,3.79551,[105  20] ; [295  31],[110.86474501  14.13525499] ; [289.13525499  36.86474501],0
a2,1,0.052188,3.769726,[ 16 109] ; [ 68 260],[ 23.17880795 101.82119205] ; [ 60.82119205 267.17880795],0
v1,1,0.052949,3.745519,[47 76] ; [155 165],[56.08577878 66.91422122] ; [145.91422122 174.08577878],0
p9,1,0.064466,3.418586,[85 38] ; [249  72],[92.52702703 30.47297297] ; [241.47297297  79.52702703],0
u1,1,0.065849,3.383587,[  9 116] ; [ 44 284],[ 14.62472406 110.37527594] ; [ 38.37527594 289.62472406],0
p8,1,0.071519,3.247804,[50 74] ; [159 160],[58.50112867 65.49887133] ; [150.49887133 168.50112867],0
p5,1,0.081816,3.028446,[  7 117] ; [ 36 290],[ 11.84888889 112.15111111] ; [ 31.15111111 294.84888889],0
n2,1,0.139685,2.181423,[25 20] ; [57 26],[28.828125 16.171875] ; [53.171875 29.828125],0
r1,1,0.142909,2.146355,[85 40] ; [244  82],[91.18625277 33.81374723] ; [237.81374723  88.18625277],0
