Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.097435,2.747027,[28  9] ; [2 3],[26.42857143 10.57142857] ; [3.57142857 1.42857143],0
r1,1,0.134415,2.240763,[27 10] ; [2 3],[25.54761905 11.45238095] ; [3.45238095 1.54761905],0
r2,1,0.203665,1.615898,[31  6] ; [3 2],[29.95238095  7.04761905] ; [4.04761905 0.95238095],0
n5,1,0.203665,1.615898,[31  6] ; [3 2],[29.95238095  7.04761905] ; [4.04761905 0.95238095],0
s4,1,0.256601,1.287001,[ 2 33] ; [1 4],[ 2.625 32.375] ; [0.375 4.625],0
v2,1,0.266575,1.234286,[23 12] ; [2 3],[21.875 13.125] ; [3.125 1.875],0
b5,1,0.271172,1.210811,[20 17] ; [4 1],[21.14285714 15.85714286] ; [2.85714286 2.14285714],0
d3,1,0.320305,0.987701,[21 16] ; [4 1],[22.02380952 14.97619048] ; [2.97619048 2.02380952],0
v1,1,0.329114,0.952381,[20 15] ; [4 1],[21. 14.] ; [3. 2.],0
a1,1,0.395194,0.722902,[ 3 34] ; [1 4],[ 3.52380952 33.47619048] ; [0.47619048 4.52380952],0
p11,1,0.395194,0.722902,[34  3] ; [4 1],[33.47619048  3.52380952] ; [4.52380952 0.47619048],0
p6,1,0.438901,0.599155,[15 21] ; [3 2],[15.80487805 20.19512195] ; [2.19512195 2.80487805],0
a3,1,0.454296,0.559911,[28  9] ; [3 2],[27.30952381  9.69047619] ; [3.69047619 1.30952381],0
v3,1,0.471063,0.519481,[20 15] ; [2 3],[19.25 15.75] ; [2.75 2.25],0
p3,1,0.546711,0.363243,[27 10] ; [3 2],[26.42857143 10.57142857] ; [3.57142857 1.42857143],0
p8,1,0.626901,0.236287,[25 11] ; [4 1],[25.46341463 10.53658537] ; [3.53658537 1.46341463],0
b4,1,0.641034,0.217392,[26 11] ; [3 2],[25.54761905 11.45238095] ; [3.45238095 1.54761905],0
a6,1,0.651253,0.204324,[26 11] ; [4 1],[26.42857143 10.57142857] ; [3.57142857 1.42857143],0
a7,1,0.651253,0.204324,[26 11] ; [4 1],[26.42857143 10.57142857] ; [3.57142857 1.42857143],0
u3,1,0.657619,0.196429,[6 3] ; [1 1],[5.72727273 3.27272727] ; [1.27272727 0.72727273],0
a5,1,0.697247,0.151351,[32  5] ; [4 1],[31.71428571  5.28571429] ; [4.28571429 0.71428571],0
d1,1,0.716276,0.132088,[18 19] ; [2 3],[17.61904762 19.38095238] ; [2.38095238 2.61904762],0
s8,1,0.768321,0.086772,[12 24] ; [2 3],[12.29268293 23.70731707] ; [1.70731707 3.29268293],0
b1,1,0.80203,0.062861,[17 20] ; [2 3],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
d2,1,0.80203,0.062861,[17 20] ; [2 3],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
u1,1,0.83126,0.045405,[ 6 31] ; [1 4],[ 6.16666667 30.83333333] ; [0.83333333 4.16666667],0
a2,1,0.83126,0.045405,[ 6 31] ; [1 4],[ 6.16666667 30.83333333] ; [0.83333333 4.16666667],0
b2,1,0.878842,0.023237,[15 12] ; [1 1],[14.89655172 12.10344828] ; [1.10344828 0.89655172],0
b3,1,0.878842,0.023237,[15 12] ; [1 1],[14.89655172 12.10344828] ; [1.10344828 0.89655172],0
s5,1,0.903778,0.014615,[20 15] ; [3 2],[20.125 14.875] ; [2.875 2.125],0
p4,1,0.910434,0.012654,[28  8] ; [4 1],[28.09756098  7.90243902] ; [3.90243902 1.09756098],0
a4,1,0.925551,0.008732,[14 23] ; [2 3],[14.0952381 22.9047619] ; [1.9047619 3.0952381],0
p7,1,0.933897,0.00688,[29  8] ; [4 1],[29.07142857  7.92857143] ; [3.92857143 1.07142857],0
n4,1,0.953923,0.003339,[30  7] ; [4 1],[29.95238095  7.04761905] ; [4.04761905 0.95238095],0
p12,1,0.976567,0.000863,[ 7 29] ; [1 4],[ 7.02439024 28.97560976] ; [0.97560976 4.02439024],0
s7,1,0.978881,0.000701,[13 19] ; [2 3],[12.97297297 19.02702703] ; [2.02702703 2.97297297],0
