Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00043,12.397736,[ 8 19] ; [28 10],[14.95384615 12.04615385] ; [21.04615385 16.95384615],1
a1,1,0.027795,4.840732,[ 1 26] ; [ 9 29],[ 4.15384615 22.84615385] ; [ 5.84615385 32.15384615],0
n1,1,0.045817,3.988321,[ 2 13] ; [ 9 11],[ 4.71428571 10.28571429] ; [ 6.28571429 13.71428571],0
p7,1,0.092385,2.832322,[10 17] ; [ 7 31],[ 7.06153846 19.93846154] ; [ 9.93846154 28.06153846],0
r3,1,0.103881,2.644931,[15 12] ; [13 24],[11.8125 15.1875] ; [16.1875 20.8125],0
s6,1,0.142037,2.155756,[11 16] ; [ 9 29],[ 8.30769231 18.69230769] ; [11.69230769 26.30769231],0
a4,1,0.153889,2.03327,[ 7 20] ; [16 21],[ 9.703125 17.296875] ; [13.296875 23.703125],0
d4,1,0.153889,2.03327,[20  7] ; [21 16],[17.296875  9.703125] ; [23.703125 13.296875],0
p4,1,0.155843,2.014111,[10 17] ; [ 8 30],[ 7.47692308 19.52307692] ; [10.52307692 27.47692308],0
u3,1,0.165623,1.922123,[ 5 10] ; [ 2 14],[ 3.38709677 11.61290323] ; [ 3.61290323 12.38709677],0
s7,1,0.215453,1.534403,[ 3 21] ; [ 9 26],[ 4.88135593 19.11864407] ; [ 7.11864407 27.88135593],0
d5,1,0.258343,1.277615,[14 13] ; [25 13],[16.2 10.8] ; [22.8 15.2],0
n6,1,0.292571,1.107751,[11 16] ; [20 17],[13.078125 13.921875] ; [17.921875 19.078125],0
a3,1,0.29687,1.088199,[12 14] ; [22 15],[14.03174603 11.96825397] ; [19.96825397 17.03174603],0
p8,1,0.301601,1.067104,[ 6 20] ; [ 5 33],[ 4.46875 21.53125] ; [ 6.53125 31.46875],0
d2,1,0.305507,1.05,[10 17] ; [18 18],[12. 15.] ; [16. 20.],0
a2,1,0.310738,1.027538,[ 2 25] ; [ 6 32],[ 3.32307692 23.67692308] ; [ 4.67692308 33.32307692],0
r2,1,0.321182,0.984127,[12 15] ; [20 15],[13.93548387 13.06451613] ; [18.06451613 16.93548387],0
n2,1,0.324127,0.972222,[ 5 10] ; [10 10],[6.42857143 8.57142857] ; [ 8.57142857 11.42857143],0
v4,1,0.344225,0.894633,[16 11] ; [18 20],[14.12307692 12.87692308] ; [19.87692308 18.12307692],0
s5,1,0.347082,0.884096,[ 5 21] ; [ 4 33],[ 3.71428571 22.28571429] ; [ 5.28571429 31.71428571],0
p2,1,0.36202,0.830873,[13 14] ; [14 24],[11.21538462 15.78461538] ; [15.78461538 22.21538462],0
s1,1,0.375129,0.786605,[ 4 23] ; [ 3 35],[ 2.90769231 24.09230769] ; [ 4.09230769 33.90769231],0
b3,1,0.377282,0.779539,[ 3 10] ; [10 17],[4.225 8.775] ; [ 8.775 18.225],0
b2,1,0.377282,0.779539,[ 3 10] ; [10 17],[4.225 8.775] ; [ 8.775 18.225],0
v3,1,0.378345,0.776072,[ 4 23] ; [ 9 29],[ 5.4 21.6] ; [ 7.6 30.4],0
b4,1,0.389925,0.739176,[12 15] ; [21 17],[13.70769231 13.29230769] ; [19.29230769 18.70769231],0
u2,1,0.438578,0.6,[ 4 11] ; [6 9],[ 5. 10.] ; [ 5. 10.],0
a8,1,0.460939,0.543614,[ 1 25] ; [ 3 32],[ 1.70491803 24.29508197] ; [ 2.29508197 32.70491803],0
a5,1,0.515289,0.423312,[12 15] ; [20 18],[13.29230769 13.70769231] ; [18.70769231 19.29230769],0
a7,1,0.544591,0.367097,[13 14] ; [15 22],[11.8125 15.1875] ; [16.1875 20.8125],0
a6,1,0.571421,0.32031,[13 14] ; [21 17],[14.12307692 12.87692308] ; [19.87692308 18.12307692],0
v1,1,0.615328,0.252489,[ 8 18] ; [ 9 27],[ 7.12903226 18.87096774] ; [ 9.87096774 26.12903226],0
s2,1,0.645847,0.211176,[ 7 20] ; [ 8 30],[ 6.23076923 20.76923077] ; [ 8.76923077 29.23076923],0
p1,1,0.668588,0.183258,[ 2 25] ; [ 4 34],[ 2.49230769 24.50769231] ; [ 3.50769231 34.49230769],0
d1,1,0.681055,0.168941,[10 17] ; [16 22],[10.8 16.2] ; [15.2 22.8],0
b5,1,0.681055,0.168941,[17 10] ; [22 16],[16.2 10.8] ; [22.8 15.2],0
s4,1,0.702378,0.14601,[ 4 23] ; [ 7 31],[ 4.56923077 22.43076923] ; [ 6.43076923 31.56923077],0
p11,1,0.705765,0.142544,[ 9 18] ; [11 27],[ 8.30769231 18.69230769] ; [11.69230769 26.30769231],0
d3,1,0.72162,0.126946,[14 13] ; [18 20],[13.29230769 13.70769231] ; [18.70769231 19.29230769],0
p9,1,0.815529,0.054429,[ 7 19] ; [ 9 28],[ 6.6031746 19.3968254] ; [ 9.3968254 27.6031746],0
n3,1,0.84519,0.038126,[7 8] ; [10 10],[7.28571429 7.71428571] ; [ 9.71428571 10.28571429],0
p3,1,0.847433,0.037016,[ 6 20] ; [ 8 30],[ 5.6875 20.3125] ; [ 8.3125 29.6875],0
v2,1,0.875556,0.024525,[10 17] ; [13 24],[ 9.703125 17.296875] ; [13.296875 23.703125],0
r1,1,0.89035,0.019006,[ 6 21] ; [ 9 29],[ 6.23076923 20.76923077] ; [ 8.76923077 29.23076923],0
b1,1,0.918157,0.010559,[16 11] ; [23 15],[16.2 10.8] ; [22.8 15.2],0
p6,1,0.92914,0.007908,[ 4 22] ; [ 6 31],[ 4.12698413 21.87301587] ; [ 5.87301587 31.12698413],0
s3,1,0.939573,0.005747,[ 9 18] ; [12 25],[ 8.859375 18.140625] ; [12.140625 24.859375],0
s8,1,0.942077,0.005279,[ 2 25] ; [ 3 35],[ 2.07692308 24.92307692] ; [ 2.92307692 35.07692308],0
