Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000155,14.307045,[35 33] ; [ 9 42],[25.14285714 42.85714286] ; [18.85714286 32.14285714],1
p2,1,0.000251,13.407288,[61  7] ; [32 20],[52.7 15.3] ; [40.3 11.7],1
p4,1,0.000346,12.804409,[42 26] ; [15 37],[32.3 35.7] ; [24.7 27.3],1
p3,1,0.000915,10.99183,[38 30] ; [13 38],[29.14285714 38.85714286] ; [21.85714286 29.14285714],1
b3,1,0.000957,10.908067,[ 8 35] ; [13  9],[13.89230769 29.10769231] ; [ 7.10769231 14.89230769],1
b2,1,0.000957,10.908067,[ 8 35] ; [13  9],[13.89230769 29.10769231] ; [ 7.10769231 14.89230769],1
p6,1,0.001642,9.912401,[23 43] ; [ 5 46],[15.79487179 50.20512821] ; [12.20512821 38.79487179],0
b1,1,0.025095,5.017302,[29 39] ; [12 40],[23.23333333 44.76666667] ; [17.76666667 34.23333333],0
v1,1,0.03321,4.534899,[21 44] ; [26 24],[26.56521739 38.43478261] ; [20.43478261 29.56521739],0
n1,1,0.069949,3.284211,[ 4 16] ; [ 9 10],[ 6.66666667 13.33333333] ; [ 6.33333333 12.66666667],0
a1,1,0.109994,2.554302,[ 6 62] ; [ 1 51],[ 3.96666667 64.03333333] ; [ 3.03333333 48.96666667],0
n3,1,0.132985,2.257311,[18  2] ; [12  5],[16.21621622  3.78378378] ; [13.78378378  3.21621622],0
a3,1,0.168345,1.897622,[48 19] ; [31 21],[44.4789916 22.5210084] ; [34.5210084 17.4789916],0
s1,1,0.183887,1.765929,[ 7 61] ; [ 2 50],[ 5.1 62.9] ; [ 3.9 48.1],0
a5,1,0.209146,1.577326,[48 20] ; [31 21],[44.76666667 23.23333333] ; [34.23333333 17.76666667],0
a2,1,0.227779,1.45468,[15 53] ; [ 7 45],[12.46666667 55.53333333] ; [ 9.53333333 42.46666667],0
n2,1,0.242696,1.364867,[16  4] ; [12  7],[14.35897436  5.64102564] ; [13.64102564  5.35897436],0
v4,1,0.252378,1.310092,[64  4] ; [45  6],[62.28571429  5.71428571] ; [46.71428571  4.28571429],0
n6,1,0.254415,1.298896,[43 24] ; [28 24],[39.97478992 27.02521008] ; [31.02521008 20.97478992],0
u2,1,0.257362,1.282895,[11  8] ; [15  5],[12.66666667  6.33333333] ; [13.33333333  6.66666667],0
r2,1,0.260539,1.265893,[60  6] ; [50  2],[61.52542373  4.47457627] ; [48.47457627  3.52542373],0
a6,1,0.262136,1.257442,[46 22] ; [30 22],[43.06666667 24.93333333] ; [32.93333333 19.06666667],0
p1,1,0.277487,1.179358,[ 4 63] ; [ 6 46],[ 5.6302521 61.3697479] ; [ 4.3697479 47.6302521],0
p10,1,0.289597,1.121493,[49 18] ; [32 18],[46.38461538 20.61538462] ; [34.61538462 15.38461538],0
u1,1,0.294767,1.09772,[11 57] ; [ 5 47],[ 9.06666667 58.93333333] ; [ 6.93333333 45.06666667],0
d5,1,0.305789,1.048777,[48 20] ; [41 11],[50.43333333 17.56666667] ; [38.56666667 13.43333333],0
d3,1,0.334646,0.930834,[50 18] ; [34 18],[47.6 20.4] ; [36.4 15.6],0
p11,1,0.341451,0.904977,[45 23] ; [30 22],[42.5 25.5] ; [32.5 19.5],0
s7,1,0.425577,0.634865,[34 31] ; [21 26],[31.91964286 33.08035714] ; [23.08035714 23.91964286],0
d1,1,0.431611,0.618485,[33 35] ; [29 23],[35.13333333 32.86666667] ; [26.86666667 25.13333333],0
s8,1,0.433877,0.612422,[31 37] ; [20 32],[28.9 39.1] ; [22.1 29.9],0
