Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.003105,8.744734,[42 42] ; [25  6],[48.93913043 35.06086957] ; [18.06086957 12.93913043],0
r2,1,0.004599,8.030684,[60 22] ; [31  1],[65.45614035 16.54385965] ; [25.54385965  6.45614035],0
a5,1,0.010235,6.59346,[39 45] ; [24  9],[45.23076923 38.76923077] ; [17.76923077 15.23076923],0
v2,1,0.020593,5.360953,[22 59] ; [16 16],[27.23893805 53.76106195] ; [10.76106195 21.23893805],0
r4,1,0.021754,5.265317,[47 37] ; [26  7],[52.41025641 31.58974359] ; [20.58974359 12.41025641],0
v3,1,0.02492,5.02941,[13 68] ; [11 20],[17.35714286 63.64285714] ; [ 6.64285714 24.35714286],0
r3,1,0.030057,4.706001,[56 27] ; [28  4],[60.62608696 22.37391304] ; [23.37391304  8.62608696],0
d3,1,0.03111,4.646877,[40 44] ; [23 10],[45.23076923 38.76923077] ; [17.76923077 15.23076923],0
a3,1,0.032377,4.578404,[45 38] ; [25  8],[50.0862069 32.9137931] ; [19.9137931 13.0862069],0
a7,1,0.047484,3.928145,[40 43] ; [22 10],[44.74782609 38.25217391] ; [17.25217391 14.74782609],0
n1,1,0.094341,2.798701,[11 30] ; [5 4],[13.12 27.88] ; [2.88 6.12],0
b3,1,0.114912,2.485332,[16 37] ; [10 10],[18.87671233 34.12328767] ; [ 7.12328767 12.87671233],0
b2,1,0.114912,2.485332,[16 37] ; [10 10],[18.87671233 34.12328767] ; [ 7.12328767 12.87671233],0
p11,1,0.120341,2.412879,[35 49] ; [19 14],[38.76923077 45.23076923] ; [15.23076923 17.76923077],0
s7,1,0.120783,2.407142,[ 7 70] ; [ 6 24],[ 9.35514019 67.64485981] ; [ 3.64485981 26.35514019],0
v4,1,0.141338,2.16333,[59 24] ; [27  5],[62.06956522 20.93043478] ; [23.93043478  8.06956522],0
p2,1,0.160832,1.966387,[44 40] ; [22 11],[47.38461538 36.61538462] ; [18.61538462 14.38461538],0
a2,1,0.198597,1.652659,[10 74] ; [ 7 26],[12.20512821 71.79487179] ; [ 4.79487179 28.20512821],0
p3,1,0.209704,1.57347,[17 67] ; [10 22],[19.55172414 64.44827586] ; [ 7.44827586 24.55172414],0
p8,1,0.210799,1.56593,[16 66] ; [10 23],[18.53913043 63.46086957] ; [ 7.46086957 25.53913043],0
a8,1,0.213567,1.547081,[ 5 74] ; [ 4 25],[ 6.58333333 72.41666667] ; [ 2.41666667 26.58333333],0
n4,1,0.253372,1.304614,[48 36] ; [22 10],[50.68965517 33.31034483] ; [19.31034483 12.68965517],0
u1,1,0.259813,1.269751,[ 5 79] ; [ 4 29],[ 6.46153846 77.53846154] ; [ 2.53846154 30.46153846],0
s8,1,0.274004,1.196591,[ 7 77] ; [ 5 28],[ 8.61538462 75.38461538] ; [ 3.38461538 29.61538462],0
s2,1,0.283777,1.148913,[ 7 76] ; [ 5 28],[ 8.5862069 74.4137931] ; [ 3.4137931 29.5862069],0
u2,1,0.30279,1.061865,[17 21] ; [2 6],[15.69565217 22.30434783] ; [3.30434783 4.69565217],0
b4,1,0.397217,0.716736,[48 36] ; [16 17],[45.94871795 38.05128205] ; [18.05128205 14.94871795],0
n2,1,0.434444,0.610914,[22 20] ; [6 3],[23.05882353 18.94117647] ; [4.94117647 4.05882353],0
a6,1,0.47483,0.510714,[50 34] ; [22 11],[51.69230769 32.30769231] ; [20.30769231 12.69230769],0
b5,1,0.49077,0.474838,[45 39] ; [20 13],[46.66666667 37.33333333] ; [18.33333333 14.66666667],0
p7,1,0.498892,0.457292,[31 53] ; [14 18],[32.5862069 51.4137931] ; [12.4137931 19.5862069],0
n3,1,0.522817,0.408333,[22 18] ; [6 3],[22.85714286 17.14285714] ; [5.14285714 3.85714286],0
s1,1,0.538184,0.378915,[ 5 77] ; [ 3 29],[ 5.75438596 76.24561404] ; [ 2.24561404 29.75438596],0
s3,1,0.542518,0.370893,[18 64] ; [ 9 24],[19.25217391 62.74782609] ; [ 7.74782609 25.25217391],0
p1,1,0.556461,0.345868,[ 5 78] ; [ 3 30],[ 5.72413793 77.27586207] ; [ 2.27586207 30.72413793],0
d5,1,0.598526,0.277224,[49 35] ; [21 12],[50.25641026 33.74358974] ; [19.74358974 13.25641026],0
d4,1,0.652358,0.20294,[51 31] ; [22 11],[52.05217391 29.94782609] ; [20.94782609 12.05217391],0
d2,1,0.655152,0.199466,[36 46] ; [16 17],[37.07826087 44.92173913] ; [14.92173913 18.07826087],0
a1,1,0.678033,0.172348,[ 7 77] ; [ 2 31],[ 6.46153846 77.53846154] ; [ 2.53846154 30.46153846],0
s4,1,0.721959,0.126623,[ 6 78] ; [ 3 30],[ 6.46153846 77.53846154] ; [ 2.53846154 30.46153846],0
u3,1,0.82077,0.051327,[13 26] ; [3 5],[13.27659574 25.72340426] ; [2.72340426 5.27659574],0
p4,1,0.826818,0.047867,[21 62] ; [ 9 24],[21.46551724 61.53448276] ; [ 8.53448276 24.46551724],0
b1,1,0.832816,0.04456,[40 44] ; [15 18],[39.48717949 44.51282051] ; [15.51282051 17.48717949],0
n6,1,0.844362,0.03854,[45 38] ; [18 14],[45.46956522 37.53043478] ; [17.53043478 14.46956522],0
p6,1,0.848223,0.036629,[17 64] ; [ 6 25],[16.63392857 64.36607143] ; [ 6.36607143 24.63392857],0
n5,1,0.852164,0.034729,[41 43] ; [15 17],[40.55172414 43.44827586] ; [15.44827586 16.55172414],0
a4,1,0.885434,0.02076,[34 49] ; [14 19],[34.34482759 48.65517241] ; [13.65517241 19.34482759],0
p9,1,0.933055,0.007056,[24 59] ; [ 9 23],[23.8173913 59.1826087] ; [ 9.1826087 22.8173913],0
s5,1,0.987769,0.000235,[ 5 76] ; [ 2 30],[ 5.01769912 75.98230088] ; [ 1.98230088 30.01769912],0
d1,1,0.991395,0.000116,[33 51] ; [13 20],[33.02564103 50.97435897] ; [12.97435897 20.02564103],0
