Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-05,16.455556,[41 29] ; [17 52],[29.20863309 40.79136691] ; [28.79136691 40.20863309],1
v1,1,0.000457,12.284451,[47 22] ; [26 42],[36.76642336 32.23357664] ; [36.23357664 31.76642336],1
n3,1,0.009467,6.732468,[13  1] ; [9 9],[9.625 4.375] ; [12.375  5.625],0
p1,1,0.022556,5.202393,[ 3 68] ; [11 59],[ 7.04964539 63.95035461] ; [ 6.95035461 63.04964539],0
p8,1,0.030851,4.661249,[51 20] ; [38 32],[44.81560284 26.18439716] ; [44.18439716 25.81560284],0
d5,1,0.031697,4.614795,[61 10] ; [49 20],[55.78571429 15.21428571] ; [54.21428571 14.78571429],0
b5,1,0.034303,4.479553,[24 47] ; [36 34],[30.21276596 40.78723404] ; [29.78723404 40.21276596],0
r4,1,0.049148,3.870295,[62  9] ; [52 18],[57.40425532 13.59574468] ; [56.59574468 13.40425532],0
b1,1,0.052233,3.768279,[31 40] ; [42 28],[36.75886525 34.24113475] ; [36.24113475 33.75886525],0
p7,1,0.078983,3.085714,[57 13] ; [48 22],[52.5 17.5] ; [52.5 17.5],0
n4,1,0.091027,2.856115,[60 11] ; [51 19],[55.89361702 15.10638298] ; [55.10638298 14.89361702],0
s1,1,0.091511,2.84759,[ 1 69] ; [ 5 64],[ 3.02158273 66.97841727] ; [ 2.97841727 66.02158273],0
r3,1,0.110806,2.542686,[68  3] ; [62  8],[65.46099291  5.53900709] ; [64.53900709  5.46099291],0
a3,1,0.126494,2.335017,[54 17] ; [45 25],[49.85106383 21.14893617] ; [49.14893617 20.85106383],0
n2,1,0.150451,2.067669,[12  2] ; [12  7],[10.18181818  3.81818182] ; [13.81818182  5.18181818],0
u4,1,0.177027,1.822411,[ 4 67] ; [ 1 69],[ 2.5177305 68.4822695] ; [ 2.4822695 67.5177305],0
s4,1,0.190682,1.712337,[11 60] ; [17 53],[14.09929078 56.90070922] ; [13.90070922 56.09929078],0
d2,1,0.207038,1.592022,[40 31] ; [32 38],[36.25531915 34.74468085] ; [35.74468085 34.25531915],0
a4,1,0.239756,1.38203,[30 41] ; [36 33],[33.47142857 37.52857143] ; [32.52857143 36.47142857],0
r2,1,0.243067,1.36272,[61  7] ; [58 12],[58.63768116  9.36231884] ; [60.36231884  9.63768116],0
a6,1,0.263279,1.251432,[22 49] ; [28 42],[25.17730496 45.82269504] ; [24.82269504 45.17730496],0
d4,1,0.275897,1.187191,[57 14] ; [50 19],[54.26428571 16.73571429] ; [52.73571429 16.26428571],0
n5,1,0.278077,1.176465,[59 12] ; [53 17],[56.39716312 14.60283688] ; [55.60283688 14.39716312],0
s3,1,0.28724,1.132514,[39 32] ; [44 25],[42.09285714 28.90714286] ; [40.90714286 28.09285714],0
u2,1,0.308745,1.036035,[7 9] ; [15 10],[8.58536585 7.41463415] ; [13.41463415 11.58536585],0
p9,1,0.334782,0.930311,[62  9] ; [57 13],[59.92198582 11.07801418] ; [59.07801418 10.92198582],0
a5,1,0.336555,0.92351,[51 20] ; [45 25],[48.34042553 22.65957447] ; [47.65957447 22.34042553],0
p10,1,0.352493,0.864462,[59 12] ; [53 16],[56.8 14.2] ; [55.2 13.8],0
d1,1,0.355826,0.852571,[40 31] ; [34 36],[37.26241135 33.73758865] ; [36.73758865 33.26241135],0
p2,1,0.458754,0.548932,[60 11] ; [55 14],[58.32142857 12.67857143] ; [56.67857143 12.32142857],0
s6,1,0.477447,0.504689,[48 21] ; [51 17],[49.86131387 19.13868613] ; [49.13868613 18.86131387],0
s7,1,0.500424,0.454036,[40 29] ; [42 24],[41.91111111 27.08888889] ; [40.08888889 25.91111111],0
s5,1,0.547807,0.36126,[31 35] ; [28 39],[29.27819549 36.72180451] ; [29.72180451 37.27819549],0
b4,1,0.5511,0.35535,[36 35] ; [39 31],[37.76595745 33.23404255] ; [37.23404255 32.76595745],0
s2,1,0.558727,0.341913,[40 31] ; [36 34],[38.26950355 32.73049645] ; [37.73049645 32.26950355],0
p5,1,0.612054,0.257195,[13 58] ; [15 54],[14.2 56.8] ; [13.8 55.2],0
b2,1,0.649338,0.206736,[18 29] ; [21 28],[19.09375 27.90625] ; [19.90625 29.09375],0
b3,1,0.649338,0.206736,[18 29] ; [21 28],[19.09375 27.90625] ; [19.90625 29.09375],0
r1,1,0.672179,0.179064,[51 20] ; [48 22],[49.85106383 21.14893617] ; [49.14893617 20.85106383],0
p3,1,0.678502,0.171818,[47 24] ; [44 26],[45.82269504 25.17730496] ; [45.17730496 24.82269504],0
a1,1,0.684031,0.165624,[ 3 68] ; [ 4 66],[ 3.5248227 67.4751773] ; [ 3.4751773 66.5248227],0
n1,1,0.718894,0.129555,[7 6] ; [ 9 10],[6.5 6.5] ; [9.5 9.5],0
u3,1,0.753246,0.098824,[8 9] ; [13 12],[8.5 8.5] ; [12.5 12.5],0
d3,1,0.798106,0.065433,[36 35] ; [37 33],[36.75886525 34.24113475] ; [36.24113475 33.75886525],0
n6,1,0.798707,0.065036,[58 13] ; [56 14],[57.40425532 13.59574468] ; [56.59574468 13.40425532],0
p6,1,0.802978,0.062248,[32 38] ; [33 36],[32.73381295 37.26618705] ; [32.26618705 36.73381295],0
s8,1,0.805037,0.060927,[39 32] ; [37 33],[38.26950355 32.73049645] ; [37.73049645 32.26950355],0
p11,1,0.8061,0.060251,[55 16] ; [53 17],[54.38297872 16.61702128] ; [53.61702128 16.38297872],0
a8,1,0.973069,0.00114,[ 9 59] ; [ 9 58],[ 9.06666667 58.93333333] ; [ 8.93333333 58.06666667],0
a2,1,0.981436,0.000541,[ 5 66] ; [ 5 65],[ 5.03546099 65.96453901] ; [ 4.96453901 65.03546099],0
p12,1,0.983521,0.000427,[ 4 67] ; [ 4 66],[ 4.02836879 66.97163121] ; [ 3.97163121 66.02836879],0
u1,1,0.985835,0.000315,[ 3 68] ; [ 3 67],[ 3.0212766 67.9787234] ; [ 2.9787234 67.0212766],0
v4,1,1.0,0.0,[63  7] ; [63  7],[63.  7.] ; [63.  7.],0
