Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001026,10.780191,[ 54 116] ; [57 54],[ 67.15302491 102.84697509] ; [43.84697509 67.15302491],0
n3,1,0.496292,0.462857,[36 18] ; [20  7],[37.33333333 16.66666667] ; [18.66666667  8.33333333],0
a8,1,0.548577,0.359872,[ 19 147] ; [10 99],[ 17.50545455 148.49454545] ; [11.49454545 97.50545455],0
p8,1,0.587175,0.294778,[ 70 105] ; [48 63],[ 72.2027972 102.7972028] ; [45.7972028 65.2027972],0
s4,1,0.612048,0.257204,[ 33 142] ; [19 96],[ 31.37931034 143.62068966] ; [20.62068966 94.37931034],0
a6,1,0.631895,0.229499,[102  75] ; [63 52],[100.01712329  76.98287671] ; [64.98287671 50.01712329],0
s5,1,0.659301,0.194374,[ 37 134] ; [22 91],[ 35.52464789 135.47535211] ; [23.47535211 89.52464789],0
p6,1,0.74351,0.107066,[ 40 135] ; [27 83],[ 41.14035088 133.85964912] ; [25.85964912 84.14035088],0
b5,1,0.756991,0.09575,[102  76] ; [68 47],[103.27645051  74.72354949] ; [66.72354949 48.27645051],0
u2,1,0.777798,0.079631,[47 50] ; [23 27],[46.19047619 50.80952381] ; [23.80952381 26.19047619],0
p5,1,0.800409,0.063917,[ 12 162] ; [  7 107],[ 11.47916667 162.52083333] ; [  7.52083333 106.47916667],0
d3,1,0.804415,0.061325,[ 72 103] ; [49 66],[ 73.01724138 101.98275862] ; [47.98275862 67.01724138],0
s1,1,0.815524,0.054431,[  9 167] ; [  5 106],[  8.58536585 167.41463415] ; [  5.41463415 105.58536585],0
s2,1,0.816065,0.054107,[ 51 126] ; [34 79],[ 51.87931034 125.12068966] ; [33.12068966 79.87931034],0
p12,1,0.860179,0.031027,[  7 168] ; [  5 108],[  7.29166667 167.70833333] ; [  4.70833333 108.29166667],0
a1,1,0.866839,0.028115,[ 10 168] ; [  7 108],[ 10.32764505 167.67235495] ; [  6.67235495 108.32764505],0
s3,1,0.91962,0.010183,[ 69 104] ; [44 68],[ 68.59298246 104.40701754] ; [44.40701754 67.59298246],0
a4,1,0.935278,0.006595,[ 40 137] ; [26 87],[ 40.28275862 136.71724138] ; [25.71724138 87.28275862],0
d4,1,0.961821,0.002291,[98 79] ; [64 51],[98.19863014 78.80136986] ; [63.80136986 51.19863014],0
