Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001026,10.780191,[ 54 116] ; [57 54],[ 67.15302491 102.84697509] ; [43.84697509 67.15302491],0
p10,1,0.006408,7.431897,[99 71] ; [83 29],[109.71631206  60.28368794] ; [72.28368794 39.71631206],0
r2,1,0.011127,6.444884,[143  33] ; [104   9],[150.42214533  25.57785467] ; [96.57785467 16.42214533],0
p9,1,0.013717,6.074195,[109  61] ; [88 25],[118.33922261  51.66077739] ; [78.66077739 34.33922261],0
v3,1,0.015694,5.836784,[ 38 134] ; [40 74],[ 46.90909091 125.09090909] ; [31.09090909 82.90909091],0
p2,1,0.023057,5.164204,[119  57] ; [91 23],[127.44827586  48.55172414] ; [82.55172414 31.44827586],0
a3,1,0.061158,3.505702,[79 97] ; [64 50],[86.7862069 89.2137931] ; [56.2137931 57.7862069],0
d2,1,0.077107,3.124859,[ 28 149] ; [ 10 105],[ 23.03424658 153.96575342] ; [ 14.96575342 100.03424658],0
r4,1,0.081956,3.025685,[128  50] ; [93 22],[134.25938567  43.74061433] ; [86.74061433 28.25938567],0
p4,1,0.082865,3.007792,[ 66 108] ; [55 59],[ 73.10416667 100.89583333] ; [47.89583333 66.10416667],0
r1,1,0.091706,2.844167,[106  72] ; [79 35],[112.7739726  65.2260274] ; [72.2260274 41.7739726],0
u3,1,0.125534,2.346875,[40 56] ; [28 23],[44.40816327 51.59183673] ; [23.59183673 27.40816327],0
p3,1,0.157189,2.001063,[ 60 117] ; [48 66],[ 65.69072165 111.30927835] ; [42.30927835 71.69072165],0
u1,1,0.164635,1.931126,[  2 176] ; [  4 111],[  3.64505119 174.35494881] ; [  2.35494881 112.64505119],0
n6,1,0.200602,1.637984,[122  55] ; [85 27],[126.77854671  50.22145329] ; [80.22145329 31.77854671],0
n5,1,0.202006,1.627812,[110  64] ; [79 33],[114.98601399  59.01398601] ; [74.01398601 37.98601399],0
p1,1,0.220994,1.497902,[ 10 164] ; [ 11 104],[ 12.64359862 161.35640138] ; [  8.35640138 106.64359862],0
a2,1,0.270222,1.21562,[  6 172] ; [  7 108],[  7.89761092 170.10238908] ; [  5.10238908 109.89761092],0
a5,1,0.281056,1.161975,[84 93] ; [62 53],[88.5 88.5] ; [57.5 57.5],0
a7,1,0.311496,1.024321,[107  69] ; [76 38],[111.06206897  64.93793103] ; [71.93793103 42.06206897],0
r3,1,0.317397,0.999641,[149  28] ; [99 13],[151.88927336  25.11072664] ; [96.11072664 15.88927336],0
p11,1,0.318235,0.996185,[117  61] ; [82 33],[120.89419795  57.10580205] ; [78.10580205 36.89419795],0
d5,1,0.321281,0.983726,[88 89] ; [64 51],[92.1369863 84.8630137] ; [59.8630137 55.1369863],0
s6,1,0.322708,0.977941,[77 98] ; [55 55],[81.05263158 93.94736842] ; [50.94736842 59.05263158],0
p7,1,0.323009,0.976723,[84 86] ; [61 49],[88.03571429 81.96428571] ; [56.96428571 53.03571429],0
n1,1,0.328972,0.952941,[18 36] ; [12 15],[20. 34.] ; [10. 17.],0
b2,1,0.357562,0.846436,[23 67] ; [21 44],[25.5483871 64.4516129] ; [18.4516129 46.5483871],0
b3,1,0.357562,0.846436,[23 67] ; [21 44],[25.5483871 64.4516129] ; [18.4516129 46.5483871],0
b4,1,0.364294,0.823036,[104  74] ; [61 54],[100.23890785  77.76109215] ; [64.76109215 50.23890785],0
n4,1,0.368203,0.80972,[112  65] ; [78 36],[115.56701031  61.43298969] ; [74.43298969 39.56701031],0
n2,1,0.385661,0.75258,[40 15] ; [22  5],[41.58536585 13.41463415] ; [20.41463415  6.58536585],0
v4,1,0.388169,0.744669,[151  25] ; [100  12],[153.38888889  22.61111111] ; [97.61111111 14.38888889],0
s7,1,0.475505,0.509154,[ 34 134] ; [26 83],[ 36.3898917 131.6101083] ; [23.6101083 85.3898917],0
b1,1,0.483972,0.4899,[ 77 101] ; [45 70],[ 74.11604096 103.88395904] ; [47.88395904 67.11604096],0
