Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,104.397249,[ 2 53] ; [201  62],[35.11006289 19.88993711] ; [167.88993711  95.11006289],1
d4,1,0.0,85.575653,[24 31] ; [245  18],[46.52515723  8.47484277] ; [222.47484277  40.52515723],1
d3,1,0.0,30.474405,[24 31] ; [209  53],[40.42586751 14.57413249] ; [192.57413249  69.42586751],1
d2,1,0.0,30.26223,[10 45] ; [155 108],[28.53773585 26.46226415] ; [136.46226415 126.53773585],1
a4,1,0.0,29.757544,[ 9 45] ; [151 112],[27.2555205 26.7444795] ; [132.7444795 130.2555205],1
u1,1,5e-05,16.463454,[ 1 54] ; [ 71 192],[12.45283019 42.54716981] ; [ 59.54716981 203.45283019],1
a2,1,0.000151,14.365023,[ 3 52] ; [ 79 184],[14.18238994 40.81761006] ; [ 67.81761006 195.18238994],1
p9,1,0.000411,12.481926,[42 13] ; [242  20],[49.27444795  5.72555205] ; [234.72555205  27.27444795],1
a5,1,0.000515,12.061031,[31 24] ; [207  56],[41.16352201 13.83647799] ; [196.83647799  66.16352201],1
v1,1,0.000979,10.866564,[23 32] ; [170  89],[33.80573248 21.19426752] ; [159.19426752  99.80573248],1
a3,1,0.001278,10.374713,[31 24] ; [202  59],[40.55379747 14.44620253] ; [192.44620253  68.55379747],0
p4,1,0.003358,8.601717,[36 19] ; [218  45],[43.93081761 11.06918239] ; [210.06918239  52.93081761],0
s6,1,0.005483,7.712971,[32 22] ; [199  58],[40.10932476 13.89067524] ; [190.89067524  66.10932476],0
p1,1,0.006316,7.457998,[14 41] ; [ 30 232],[ 7.6340694 47.3659306] ; [ 36.3659306 225.6340694],0
p10,1,0.012645,6.218066,[40 14] ; [228  33],[45.94285714  8.05714286] ; [222.05714286  38.94285714],0
p2,1,0.019106,5.491761,[44 11] ; [239  24],[48.94654088  6.05345912] ; [234.05345912  28.94654088],0
s8,1,0.03964,4.233212,[24 31] ; [154 108],[30.88328076 24.11671924] ; [147.11671924 114.88328076],0
p12,1,0.044185,4.04949,[11 44] ; [ 27 235],[ 6.59305994 48.40694006] ; [ 31.40694006 230.59305994],0
p5,1,0.147694,2.095904,[14 41] ; [ 45 218],[10.20440252 44.79559748] ; [ 48.79559748 214.20440252],0
s5,1,0.19347,1.690997,[18 33] ; [113 137],[22.19601329 28.80398671] ; [108.80398671 141.19601329],0
n4,1,0.228115,1.452578,[43 12] ; [223  40],[46.00628931  8.99371069] ; [219.99371069  43.00628931],0
r3,1,0.256763,1.286125,[51  4] ; [252  10],[52.57097792  2.42902208] ; [250.42902208  11.57097792],0
a1,1,0.257543,1.281918,[ 2 53] ; [ 21 242],[ 3.97798742 51.02201258] ; [ 19.02201258 243.97798742],0
p3,1,0.259969,1.268922,[32 23] ; [174  89],[35.62893082 19.37106918] ; [170.37106918  92.62893082],0
n1,1,0.282685,1.154136,[5 3] ; [25 34],[3.58208955 4.41791045] ; [26.41791045 32.58208955],0
r1,1,0.286287,1.137,[42 13] ; [217  46],[44.79559748 10.20440252] ; [214.20440252  48.79559748],0
s2,1,0.304788,1.053128,[29 25] ; [161 102],[32.3659306 21.6340694] ; [157.6340694 105.3659306],0
b1,1,0.340169,0.909794,[26 29] ; [106 157],[22.83018868 32.16981132] ; [109.16981132 153.83018868],0
v2,1,0.44794,0.575858,[29 25] ; [153 105],[31.5 22.5] ; [150.5 107.5],0
u4,1,0.535375,0.384179,[ 1 54] ; [  9 254],[ 1.72955975 53.27044025] ; [  8.27044025 254.72955975],0
n5,1,0.60316,0.270257,[43 12] ; [212  49],[44.38291139 10.61708861] ; [210.61708861  50.38291139],0
u3,1,0.66989,0.181731,[14 10] ; [38 22],[14.85714286  9.14285714] ; [37.14285714 22.85714286],0
b3,1,0.736379,0.113335,[16 17] ; [77 93],[15.1182266 17.8817734] ; [77.8817734 92.1182266],0
b2,1,0.736379,0.113335,[16 17] ; [77 93],[15.1182266 17.8817734] ; [77.8817734 92.1182266],0
p11,1,0.761541,0.092087,[44 11] ; [215  48],[44.79559748 10.20440252] ; [214.20440252  48.79559748],0
a8,1,0.78458,0.074723,[ 8 44] ; [ 33 204],[ 7.37716263 44.62283737] ; [ 33.62283737 203.37716263],0
a7,1,0.802341,0.062659,[41 14] ; [191  71],[40.25236593 14.74763407] ; [191.74763407  70.25236593],0
p8,1,0.819112,0.052298,[39 16] ; [181  80],[38.29113924 16.70886076] ; [181.70886076  79.29113924],0
n3,1,0.822318,0.050429,[6 2] ; [42 17],[5.73134328 2.26865672] ; [42.26865672 16.73134328],0
r4,1,0.826135,0.048251,[51  4] ; [246  17],[51.36792453  3.63207547] ; [245.63207547  17.36792453],0
r2,1,0.83364,0.044115,[53  2] ; [251   8],[53.24840764  1.75159236] ; [250.75159236   8.24840764],0
n2,1,0.843539,0.038955,[6 2] ; [43 17],[5.76470588 2.23529412] ; [43.23529412 16.76470588],0
u2,1,0.844031,0.038707,[14 10] ; [37 24],[14.4  9.6] ; [36.6 24.4],0
v3,1,0.84753,0.036968,[22 33] ; [106 150],[22.63665595 32.36334405] ; [105.36334405 150.63665595],0
