Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.645626,[136  35] ; [36 39],[119.56097561  51.43902439] ; [52.43902439 22.56097561],1
p11,1,5e-06,20.855104,[135  39] ; [38 40],[119.45238095  54.54761905] ; [53.54761905 24.45238095],1
p10,1,7.4e-05,15.718138,[122  48] ; [34 41],[108.24489796  61.75510204] ; [47.75510204 27.24489796],1
p7,1,8.5e-05,15.444722,[97 72] ; [23 53],[82.7755102 86.2244898] ; [37.2244898 38.7755102],1
r3,1,0.00011,14.95855,[158  15] ; [56 21],[148.088  24.912] ; [65.912 11.088],1
v4,1,0.00014,14.499533,[159  14] ; [57 20],[149.472  23.528] ; [66.528 10.472],1
d5,1,0.000355,12.754229,[102  71] ; [27 51],[88.9123506 84.0876494] ; [40.0876494 37.9123506],1
s1,1,0.000574,11.857853,[  2 169] ; [ 8 68],[  6.92307692 164.07692308] ; [ 3.07692308 72.92307692],1
r4,1,0.001286,10.362722,[142  32] ; [49 29],[131.88095238  42.11904762] ; [59.11904762 18.88095238],0
p4,1,0.003585,8.483044,[77 96] ; [19 57],[ 66.69879518 106.30120482] ; [29.30120482 46.69879518],0
d3,1,0.004672,8.002082,[74 98] ; [19 59],[ 63.984 108.016] ; [29.016 48.984],0
n6,1,0.005532,7.696683,[133  40] ; [46 31],[123.868  49.132] ; [55.132 21.868],0
r2,1,0.00571,7.639563,[153  19] ; [58 19],[145.75100402  26.24899598] ; [65.24899598 11.75100402],0
a7,1,0.006604,7.377504,[116  56] ; [38 39],[106.37751004  65.62248996] ; [47.62248996 29.37751004],0
p8,1,0.007344,7.186735,[75 96] ; [20 57],[ 65.50403226 105.49596774] ; [29.49596774 47.50403226],0
a1,1,0.023707,5.115935,[  7 167] ; [ 9 69],[ 11.04761905 162.95238095] ; [ 4.95238095 73.04761905],0
p6,1,0.047567,3.925234,[ 41 130] ; [10 67],[ 35.16532258 135.83467742] ; [15.83467742 61.16532258],0
v1,1,0.060173,3.5326,[72 94] ; [24 54],[ 65.31147541 100.68852459] ; [30.68852459 47.31147541],0
s6,1,0.061564,3.494751,[84 85] ; [28 48],[77.25714286 91.74285714] ; [34.74285714 41.25714286],0
n4,1,0.085133,2.964083,[112  61] ; [41 36],[105.876  67.124] ; [47.124 29.876],0
b2,1,0.088556,2.90043,[21 70] ; [15 25],[25.00763359 65.99236641] ; [10.99236641 29.00763359],0
b3,1,0.088556,2.90043,[21 70] ; [15 25],[25.00763359 65.99236641] ; [10.99236641 29.00763359],0
n3,1,0.101531,2.681324,[35  9] ; [14  9],[32.17910448 11.82089552] ; [16.82089552  6.17910448],0
r1,1,0.107627,2.588718,[115  58] ; [43 34],[109.336  63.664] ; [48.664 28.336],0
b1,1,0.155924,2.013319,[ 66 108] ; [37 41],[ 71.11904762 102.88095238] ; [31.88095238 46.11904762],0
d2,1,0.158841,1.985223,[ 22 152] ; [15 62],[ 25.64940239 148.35059761] ; [11.35059761 65.64940239],0
s8,1,0.176535,1.826553,[ 24 150] ; [ 6 71],[ 20.79681275 153.20318725] ; [ 9.20318725 67.79681275],0
n1,1,0.179876,1.798651,[12 32] ; [10 13],[14.44776119 29.55223881] ; [ 7.55223881 15.44776119],0
